BGC,SS_NoSpace,SppVar,Feasible,Confirmed
CWHmm2,CWHmm2/02,Fdc,2,Coast
CWHmm2,CWHmm2/02,Plc,2,
CWHmm2,CWHmm2/03,Cw,3,Coast
CWHmm2,CWHmm2/03,Fdc,2,B2
CWHmm2,CWHmm2/03,Hm,2,B2
CWHmm2,CWHmm2/03,Hw,1,Coast
CWHmm2,CWHmm2/03,Ss,4,B2
CWHmm2,CWHmm2/03,Yc,3,B2
CWHmm2,CWHmm2/03,Lw,3,WHM
CWHmm2,CWHmm2/04,Cw,3,Coast
CWHmm2,CWHmm2/04,Lw,3,WHM
CWHmm2,CWHmm2/04,Fdc,2,Coast
CWHmm2,CWHmm2/04,Hw,1,Coast
CWHmm2,CWHmm2/04,Pw,2,Coast
CWHmm2,CWHmm2/04,Ss,4,
CWHmm2,CWHmm2/04,Yc,3,
CWHmm2,CWHmm2/05,Ba,1,
CWHmm2,CWHmm2/05,Bp,3,WHM
CWHmm2,CWHmm2/05,Cw,2,Coast
CWHmm2,CWHmm2/05,Fdc,2,Coast
CWHmm2,CWHmm2/05,Hw,1,Coast
CWHmm2,CWHmm2/05,Pw,1,Coast
CWHmm2,CWHmm2/05,Ss,4,
CWHmm2,CWHmm2/05,Yc,2,
CWHmm2,CWHmm2/06,Ba,1,
CWHmm2,CWHmm2/06,Cw,2,Coast
CWHmm2,CWHmm2/06,Fdc,3,Coast
CWHmm2,CWHmm2/06,Hm,2,
CWHmm2,CWHmm2/06,Hw,1,Coast
CWHmm2,CWHmm2/06,Yc,2,
CWHmm2,CWHmm2/07,Ba,1,
CWHmm2,CWHmm2/07,Cw,2,Coast
CWHmm2,CWHmm2/07,Hm,2,
CWHmm2,CWHmm2/07,Hw,2,Coast
CWHmm2,CWHmm2/07,Yc,3,
CWHmm2,CWHmm2/08,Ba,1,D6
CWHmm2,CWHmm2/08,Cw,2,Coast
CWHmm2,CWHmm2/08,Fdc,3,D6
CWHmm2,CWHmm2/08,Hw,2,Coast
CWHmm2,CWHmm2/08,Pw,2,Coast
CWHmm2,CWHmm2/08,Yc,2,D6
CWHmm2,CWHmm2/09,Hw,3,Coast
CWHmm2,CWHmm2/09,Plc,2,
CWHmm2,CWHmm2/09,Yc,2,
CWHmm2,CWHmm2/10,Cw,2,Coast
CWHmm2,CWHmm2/10,Hw,3,Coast
CWHmm2,CWHmm2/10,Pw,3,Coast
CWHmm2,CWHmm2/10,Yc,2,
CWHms_OR,CWHms_OR/101,Ba,1,C4
CWHms_OR,CWHms_OR/101,Bg,3,C4
CWHms_OR,CWHms_OR/101,Bp,2,C4
CWHms_OR,CWHms_OR/101,Cw,2,C4
CWHms_OR,CWHms_OR/101,Fdc,1,C4
CWHms_OR,CWHms_OR/101,Hw,1,C4
CWHms_OR,CWHms_OR/101,Oy,3,C4
CWHms_OR,CWHms_OR/101,Pw,2,C4
CWHms_OR,CWHms_OR/102,Bg,5,
CWHms_OR,CWHms_OR/102,Fdc,2,
CWHms_OR,CWHms_OR/102,Hw,3,
CWHms_OR,CWHms_OR/102,Kc,5,
CWHms_OR,CWHms_OR/102,Oy,5,
CWHms_OR,CWHms_OR/102,Plc,1,
CWHms_OR,CWHms_OR/103,Ba,3,B2
CWHms_OR,CWHms_OR/103,Bg,3,B2
CWHms_OR,CWHms_OR/103,Cw,3,B2
CWHms_OR,CWHms_OR/103,Fdc,1,B2
CWHms_OR,CWHms_OR/103,Hw,2,B2
CWHms_OR,CWHms_OR/103,Pw,3,B2
CWHms_OR,CWHms_OR/110,Ba,2,
CWHms_OR,CWHms_OR/110,Bg,5,
CWHms_OR,CWHms_OR/110,Bp,5,
CWHms_OR,CWHms_OR/110,Cw,1,
CWHms_OR,CWHms_OR/110,Fdc,3,
CWHms_OR,CWHms_OR/110,Hw,1,
CWHms_OR,CWHms_OR/110,Pw,5,
CWHms_OR,CWHms_OR/111,Ba,2,
CWHms_OR,CWHms_OR/111,Cw,1,
CWHms_OR,CWHms_OR/111,Fdc,5,
CWHms_OR,CWHms_OR/111,Hw,1,
CWHms_OR,CWHms_OR/112,Act,2,
CWHms_OR,CWHms_OR/112,Ba,2,
CWHms_OR,CWHms_OR/112,Bg,3,
CWHms_OR,CWHms_OR/112,Bp,2,
CWHms_OR,CWHms_OR/112,Cw,1,
CWHms_OR,CWHms_OR/112,Dr,2,
CWHms_OR,CWHms_OR/112,Fdc,1,
CWHms_OR,CWHms_OR/112,Hw,2,
CWHms_OR,CWHms_OR/112,Pw,3,
CWHms_OR,CWHms_OR/113,Act,2,D6
CWHms_OR,CWHms_OR/113,Ba,2,D6
CWHms_OR,CWHms_OR/113,Bp,2,D6
CWHms_OR,CWHms_OR/113,Cw,1,D6
CWHms_OR,CWHms_OR/113,Dr,3,D6
CWHms_OR,CWHms_OR/113,Fdc,2,D6
CWHms_OR,CWHms_OR/113,Hw,2,D6
CWHms_OR,CWHms_OR/113,Sxl,2,D6
CWHms_OR,CWHms_OR/Ro,X,1,
CWHms_WA,CWHms_WA/101,Ba,1,C4
CWHms_WA,CWHms_WA/101,Bg,2,C4
CWHms_WA,CWHms_WA/101,Bp,3,C4
CWHms_WA,CWHms_WA/101,Cw,2,C4
CWHms_WA,CWHms_WA/101,Fdc,1,C4
CWHms_WA,CWHms_WA/101,Hw,1,C4
CWHms_WA,CWHms_WA/101,Pw,2,C4
CWHms_WA,CWHms_WA/102,Ba,5,
CWHms_WA,CWHms_WA/102,Bg,5,
CWHms_WA,CWHms_WA/102,Fdc,2,
CWHms_WA,CWHms_WA/102,Hw,3,
CWHms_WA,CWHms_WA/102,Lw,2,
CWHms_WA,CWHms_WA/102,Plc,1,
CWHms_WA,CWHms_WA/102,Pw,5,
CWHms_WA,CWHms_WA/102,Pyc,2,
CWHms_WA,CWHms_WA/103,Ba,3,B2
CWHms_WA,CWHms_WA/103,Bg,3,B2
CWHms_WA,CWHms_WA/103,Cw,3,B2
CWHms_WA,CWHms_WA/103,Fdc,1,B2
CWHms_WA,CWHms_WA/103,Hw,2,B2
CWHms_WA,CWHms_WA/103,Lw,2,B2
CWHms_WA,CWHms_WA/103,Pw,3,B2
CWHms_WA,CWHms_WA/110,Act,5,
CWHms_WA,CWHms_WA/110,Ba,2,
CWHms_WA,CWHms_WA/110,Bl,2,
CWHms_WA,CWHms_WA/110,Bp,5,
CWHms_WA,CWHms_WA/110,Cw,1,
CWHms_WA,CWHms_WA/110,Fdc,5,
CWHms_WA,CWHms_WA/110,Hw,1,
CWHms_WA,CWHms_WA/110,Sxl,5,
CWHms_WA,CWHms_WA/111,Ba,2,
CWHms_WA,CWHms_WA/111,Bl,2,
CWHms_WA,CWHms_WA/111,Cw,1,
CWHms_WA,CWHms_WA/111,Hw,1,
CWHms_WA,CWHms_WA/112,Act,2,
CWHms_WA,CWHms_WA/112,Ba,2,
CWHms_WA,CWHms_WA/112,Bg,2,
CWHms_WA,CWHms_WA/112,Bl,3,
CWHms_WA,CWHms_WA/112,Bp,3,
CWHms_WA,CWHms_WA/112,Cw,1,
CWHms_WA,CWHms_WA/112,Fdc,1,
CWHms_WA,CWHms_WA/112,Hw,2,
CWHms_WA,CWHms_WA/112,Pw,3,
CWHms_WA,CWHms_WA/112,Sxl,2,
CWHms_WA,CWHms_WA/113,Act,2,D6
CWHms_WA,CWHms_WA/113,Ba,2,D6
CWHms_WA,CWHms_WA/113,Bl,3,D6
CWHms_WA,CWHms_WA/113,Bp,3,D6
CWHms_WA,CWHms_WA/113,Cw,1,D6
CWHms_WA,CWHms_WA/113,Dr,3,D6
CWHms_WA,CWHms_WA/113,Fdc,2,D6
CWHms_WA,CWHms_WA/113,Hw,2,D6
CWHms_WA,CWHms_WA/113,Sxl,2,D6
CWHms_WA,CWHms_WA/Ro,X,1,
CWHms1,CWHms1/01,Act,3,C4
CWHms1,CWHms1/01,Ba,2,C4
CWHms1,CWHms1/01,Bp,4,C4
CWHms1,CWHms1/01,Cw,2,Coast
CWHms1,CWHms1/01,Dr,3,C4
CWHms1,CWHms1/01,Ep,3,C4
CWHms1,CWHms1/01,Fdc,1,C4
CWHms1,CWHms1/01,Hw,2,Coast
CWHms1,CWHms1/01,Mb,5,Coast
CWHms1,CWHms1/01,Ss,4,C4
CWHms1,CWHms1/01,Sxl,4,C4
CWHms1,CWHms1/01,Yc,3,C4
CWHms1,CWHms1/02,Ep,3,
CWHms1,CWHms1/02,Fdc,2,Coast
CWHms1,CWHms1/02,Hw,3,Coast
CWHms1,CWHms1/02,Plc,2,
CWHms1,CWHms1/03,Act,3,B2
CWHms1,CWHms1/03,Ba,3,B2
CWHms1,CWHms1/03,Cw,3,Coast
CWHms1,CWHms1/03,Dr,3,B2
CWHms1,CWHms1/03,Ep,3,B2
CWHms1,CWHms1/03,Fdc,1,B2
CWHms1,CWHms1/03,Lw,3,WHM
CWHms1,CWHms1/03,Hw,3,Coast
CWHms1,CWHms1/03,Mb,5,Coast
CWHms1,CWHms1/03,Ss,4,B2
CWHms1,CWHms1/03,Sxl,4,B2
CWHms1,CWHms1/04,Act,2,
CWHms1,CWHms1/04,Ba,2,
CWHms1,CWHms1/04,Bg,3,Coast
CWHms1,CWHms1/04,Bp,4,
CWHms1,CWHms1/04,Cw,2,Coast
CWHms1,CWHms1/04,Lw,3,WHM
CWHms1,CWHms1/04,Dr,3,
CWHms1,CWHms1/04,Ep,3,
CWHms1,CWHms1/04,Fdc,1,Coast
CWHms1,CWHms1/04,Hw,2,Coast
CWHms1,CWHms1/04,Mb,3,Coast
CWHms1,CWHms1/04,Pw,2,Coast
CWHms1,CWHms1/04,Ss,4,
CWHms1,CWHms1/04,Sxl,4,
CWHms1,CWHms1/04,Yc,2,
CWHms1,CWHms1/05,Act,3,
CWHms1,CWHms1/05,Ba,2,
CWHms1,CWHms1/05,Cw,2,Coast
CWHms1,CWHms1/05,Dr,3,
CWHms1,CWHms1/05,Ep,3,
CWHms1,CWHms1/05,Hw,1,Coast
CWHms1,CWHms1/05,Mb,5,Coast
CWHms1,CWHms1/05,Yc,2,
CWHms1,CWHms1/06,Act,2,D6
CWHms1,CWHms1/06,Ba,2,D6
CWHms1,CWHms1/06,Bg,2,Coast
CWHms1,CWHms1/06,Bp,4,D6
CWHms1,CWHms1/06,Cw,2,Coast
CWHms1,CWHms1/06,Dr,2,D6
CWHms1,CWHms1/06,Ep,3,D6
CWHms1,CWHms1/06,Fdc,2,D6
CWHms1,CWHms1/06,Hw,1,Coast
CWHms1,CWHms1/06,Mb,3,Coast
CWHms1,CWHms1/06,Pw,2,Coast
CWHms1,CWHms1/06,Ss,4,D6
CWHms1,CWHms1/06,Sxl,4,D6
CWHms1,CWHms1/06,Yc,2,D6
CWHms1,CWHms1/07,Act,2,
CWHms1,CWHms1/07,Ba,1,
CWHms1,CWHms1/07,Cw,2,Coast
CWHms1,CWHms1/07,Dr,2,
CWHms1,CWHms1/07,Ep,3,
CWHms1,CWHms1/07,Fdc,2,Coast
CWHms1,CWHms1/07,Hw,2,Coast
CWHms1,CWHms1/07,Mb,3,Coast
CWHms1,CWHms1/07,Ss,4,
CWHms1,CWHms1/07,Sxl,4,
CWHms1,CWHms1/08,Act,1,
CWHms1,CWHms1/08,Ba,2,
CWHms1,CWHms1/08,Cw,3,Coast
CWHms1,CWHms1/08,Dr,2,
CWHms1,CWHms1/08,Ep,3,
CWHms1,CWHms1/08,Hw,3,Coast
CWHms1,CWHms1/08,Mb,3,Coast
CWHms1,CWHms1/09,Act,1,
CWHms1,CWHms1/09,Dr,3,
CWHms1,CWHms1/09,Ep,3,
CWHms1,CWHms1/09,Mb,3,Coast
CWHms1,CWHms1/10,Cw,3,Coast
CWHms1,CWHms1/10,Hw,3,Coast
CWHms1,CWHms1/10,Plc,2,
CWHms1,CWHms1/11,Act,3,
CWHms1,CWHms1/11,Cw,2,Coast
CWHms1,CWHms1/11,Dr,3,
CWHms1,CWHms1/11,Ep,3,
CWHms1,CWHms1/11,Hw,3,Coast
CWHms1,CWHms1/11,Mb,5,Coast
CWHms1,CWHms1/11,Pw,3,Coast
CWHms1,CWHms1/11,Ss,4,
CWHms1,CWHms1/11,Sxl,4,
CWHms1,CWHms1/11,Yc,2,
CWHms2,CWHms2/01,Act,3,C4
CWHms2,CWHms2/01,Ba,2,C4
CWHms2,CWHms2/01,Cw,2,Coast
CWHms2,CWHms2/01,Dr,3,C4
CWHms2,CWHms2/01,Ep,3,C4
CWHms2,CWHms2/01,Fdc,2,C4
CWHms2,CWHms2/01,Hw,1,Coast
CWHms2,CWHms2/01,Mb,5,Coast
CWHms2,CWHms2/02,Ep,3,
CWHms2,CWHms2/02,Fdc,2,Coast
CWHms2,CWHms2/02,Plc,2,
CWHms2,CWHms2/03,Act,3,B2
CWHms2,CWHms2/03,Cw,3,Coast
CWHms2,CWHms2/03,Dr,3,B2
CWHms2,CWHms2/03,Ep,3,B2
CWHms2,CWHms2/03,Fdc,2,B2
CWHms2,CWHms2/03,Hw,3,Coast
CWHms2,CWHms2/03,Mb,5,Coast
CWHms2,CWHms2/03,Plc,2,B2
CWHms2,CWHms2/04,Act,2,
CWHms2,CWHms2/04,Ba,2,
CWHms2,CWHms2/04,Cw,2,Coast
CWHms2,CWHms2/04,Dr,2,
CWHms2,CWHms2/04,Ep,3,
CWHms2,CWHms2/04,Fdc,2,Coast
CWHms2,CWHms2/04,Hw,1,Coast
CWHms2,CWHms2/04,Mb,3,Coast
CWHms2,CWHms2/04,Ss,3,
CWHms2,CWHms2/04,Sxl,3,
CWHms2,CWHms2/05,Act,3,
CWHms2,CWHms2/05,Ba,2,
CWHms2,CWHms2/05,Bl,3,
CWHms2,CWHms2/05,Cw,2,Coast
CWHms2,CWHms2/05,Dr,2,
CWHms2,CWHms2/05,Ep,3,
CWHms2,CWHms2/05,Hw,1,Coast
CWHms2,CWHms2/05,Mb,5,Coast
CWHms2,CWHms2/05,Ss,2,
CWHms2,CWHms2/05,Sxl,2,
CWHms2,CWHms2/06,Act,2,D6
CWHms2,CWHms2/06,Ba,2,D6
CWHms2,CWHms2/06,Cw,2,Coast
CWHms2,CWHms2/06,Dr,2,D6
CWHms2,CWHms2/06,Ep,3,D6
CWHms2,CWHms2/06,Fdc,3,D6
CWHms2,CWHms2/06,Hw,1,Coast
CWHms2,CWHms2/06,Mb,3,Coast
CWHms2,CWHms2/06,Ss,2,D6
CWHms2,CWHms2/06,Sxl,2,D6
CWHms2,CWHms2/07,Act,1,
CWHms2,CWHms2/07,Ba,1,
CWHms2,CWHms2/07,Cw,2,Coast
CWHms2,CWHms2/07,Dr,1,
CWHms2,CWHms2/07,Ep,3,
CWHms2,CWHms2/07,Mb,3,Coast
CWHms2,CWHms2/07,Ss,2,
CWHms2,CWHms2/07,Sxl,2,
CWHms2,CWHms2/08,Act,1,
CWHms2,CWHms2/08,Ba,2,
CWHms2,CWHms2/08,Cw,3,Coast
CWHms2,CWHms2/08,Dr,1,
CWHms2,CWHms2/08,Ep,3,
CWHms2,CWHms2/08,Mb,3,Coast
CWHms2,CWHms2/09,Act,1,
CWHms2,CWHms2/09,Dr,1,
CWHms2,CWHms2/09,Ep,3,
CWHms2,CWHms2/09,Mb,3,Coast
CWHms2,CWHms2/10,Cw,3,Coast
CWHms2,CWHms2/10,Ep,3,
CWHms2,CWHms2/10,Hw,3,Coast
CWHms2,CWHms2/10,Plc,2,
CWHms2,CWHms2/11,Act,3,
CWHms2,CWHms2/11,Cw,2,Coast
CWHms2,CWHms2/11,Dr,3,
CWHms2,CWHms2/11,Ep,3,
CWHms2,CWHms2/11,Hw,3,Coast
CWHms2,CWHms2/11,Mb,5,Coast
CWHms2,CWHms2/11,Ss,3,
CWHms2,CWHms2/11,Sxl,3,
CWHvh_WA,CWHvh_WA/101,Cw,1,C4
CWHvh_WA,CWHvh_WA/101,Dr,2,C4
CWHvh_WA,CWHvh_WA/101,Fdc,2,C4
CWHvh_WA,CWHvh_WA/101,Hw,1,C4
CWHvh_WA,CWHvh_WA/101,Ss,2,C4
CWHvh_WA,CWHvh_WA/101,Up,3,C4
CWHvh_WA,CWHvh_WA/102,Cw,3,
CWHvh_WA,CWHvh_WA/102,Dr,3,
CWHvh_WA,CWHvh_WA/102,Fdc,5,
CWHvh_WA,CWHvh_WA/102,Hw,3,
CWHvh_WA,CWHvh_WA/102,Plc,2,
CWHvh_WA,CWHvh_WA/102,Ss,5,
CWHvh_WA,CWHvh_WA/102,Up,5,
CWHvh_WA,CWHvh_WA/103,Cw,1,B2
CWHvh_WA,CWHvh_WA/103,Dr,3,B2
CWHvh_WA,CWHvh_WA/103,Fdc,2,B2
CWHvh_WA,CWHvh_WA/103,Hw,1,B2
CWHvh_WA,CWHvh_WA/103,Ss,2,B2
CWHvh_WA,CWHvh_WA/103,Up,3,B2
CWHvh_WA,CWHvh_WA/110,Cw,1,
CWHvh_WA,CWHvh_WA/110,Dr,2,
CWHvh_WA,CWHvh_WA/110,Fdc,5,
CWHvh_WA,CWHvh_WA/110,Hw,1,
CWHvh_WA,CWHvh_WA/110,Ss,5,
CWHvh_WA,CWHvh_WA/111,Cw,1,
CWHvh_WA,CWHvh_WA/111,Dr,2,
CWHvh_WA,CWHvh_WA/111,Hw,1,
CWHvh_WA,CWHvh_WA/111,Ss,5,
CWHvh_WA,CWHvh_WA/112,Cw,2,
CWHvh_WA,CWHvh_WA/112,Dr,2,
CWHvh_WA,CWHvh_WA/112,Hw,1,
CWHvh_WA,CWHvh_WA/112,Ss,1,
CWHvh_WA,CWHvh_WA/112,Up,3,
CWHvh_WA,CWHvh_WA/113,Cw,2,D6
CWHvh_WA,CWHvh_WA/113,Dr,2,D6
CWHvh_WA,CWHvh_WA/113,Hw,1,D6
CWHvh_WA,CWHvh_WA/113,Ss,1,D6
CWHvh_WA,CWHvh_WA/113,Up,3,D6
CWHvh_WA,CWHvh_WA/Ro,X,1,
CWHvh1,CWHvh1/01,Ba,2,Coast
CWHvh1,CWHvh1/01,Cw,1,Coast
CWHvh1,CWHvh1/01,Dr,3,Coast
CWHvh1,CWHvh1/01,Hw,1,Coast
CWHvh1,CWHvh1/01,Mb,5,C4
CWHvh1,CWHvh1/01,Plc,2,C4
CWHvh1,CWHvh1/01,Ss,3,Coast
CWHvh1,CWHvh1/01,Yc,2,Coast
CWHvh1,CWHvh1/02,Cw,3,Coast
CWHvh1,CWHvh1/02,Dr,5,Coast
CWHvh1,CWHvh1/02,Hw,3,Coast
CWHvh1,CWHvh1/02,Plc,2,WHM
CWHvh1,CWHvh1/02,Yc,3,Coast
CWHvh1,CWHvh1/03,Cw,2,Coast
CWHvh1,CWHvh1/03,Dr,3,Coast
CWHvh1,CWHvh1/03,Hw,1,Coast
CWHvh1,CWHvh1/03,Mb,5,B2
CWHvh1,CWHvh1/03,Plc,2,B2
CWHvh1,CWHvh1/03,Yc,2,Coast
CWHvh1,CWHvh1/04,Ba,2,Coast
CWHvh1,CWHvh1/04,Cw,1,Coast
CWHvh1,CWHvh1/04,Dr,3,Coast
CWHvh1,CWHvh1/04,Hw,1,Coast
CWHvh1,CWHvh1/04,Mb,5,
CWHvh1,CWHvh1/04,Ss,3,Coast
CWHvh1,CWHvh1/04,Yc,3,Coast
CWHvh1,CWHvh1/05,Ba,1,Coast
CWHvh1,CWHvh1/05,Cw,1,Coast
CWHvh1,CWHvh1/05,Dr,2,Coast
CWHvh1,CWHvh1/05,Hw,1,Coast
CWHvh1,CWHvh1/05,Mb,5,Coast
CWHvh1,CWHvh1/05,Ss,1,Coast
CWHvh1,CWHvh1/05,Yc,2,Coast
CWHvh1,CWHvh1/06,Ba,1,Coast
CWHvh1,CWHvh1/06,Cw,1,Coast
CWHvh1,CWHvh1/06,Dr,2,Coast
CWHvh1,CWHvh1/06,Hw,1,Coast
CWHvh1,CWHvh1/06,Mb,5,Coast
CWHvh1,CWHvh1/06,Ss,1,Coast
CWHvh1,CWHvh1/06,Yc,2,Coast
CWHvh1,CWHvh1/07,Ba,1,Coast
CWHvh1,CWHvh1/07,Cw,1,Coast
CWHvh1,CWHvh1/07,Dr,2,Coast
CWHvh1,CWHvh1/07,Hw,2,Coast
CWHvh1,CWHvh1/07,Mb,5,Coast
CWHvh1,CWHvh1/07,Ss,1,Coast
CWHvh1,CWHvh1/07,Yc,3,Coast
CWHvh1,CWHvh1/08,Ba,1,Coast
CWHvh1,CWHvh1/08,Cw,1,Coast
CWHvh1,CWHvh1/08,Dr,1,Coast
CWHvh1,CWHvh1/08,Hw,2,Coast
CWHvh1,CWHvh1/08,Mb,3,Coast
CWHvh1,CWHvh1/08,Ss,1,Coast
CWHvh1,CWHvh1/09,Ba,2,Coast
CWHvh1,CWHvh1/09,Cw,2,Coast
CWHvh1,CWHvh1/09,Dr,1,Coast
CWHvh1,CWHvh1/09,Hw,2,Coast
CWHvh1,CWHvh1/09,Mb,3,Coast
CWHvh1,CWHvh1/09,Ss,1,Coast
CWHvh1,CWHvh1/10,Dr,1,Coast
CWHvh1,CWHvh1/10,Mb,5,Coast
CWHvh1,CWHvh1/11,Cw,2,Coast
CWHvh1,CWHvh1/11,Dr,3,Coast
CWHvh1,CWHvh1/11,Hw,2,Coast
CWHvh1,CWHvh1/11,Plc,2,Coast
CWHvh1,CWHvh1/11,Ss,3,Coast
CWHvh1,CWHvh1/11,Yc,2,Coast
CWHvh1,CWHvh1/12,Cw,3,Coast
CWHvh1,CWHvh1/12,Hw,3,Coast
CWHvh1,CWHvh1/12,Plc,1,Coast
CWHvh1,CWHvh1/12,Yc,2,Coast
CWHvh1,CWHvh1/13,Cw,1,Coast
CWHvh1,CWHvh1/13,Dr,2,Coast
CWHvh1,CWHvh1/13,Hw,3,Coast
CWHvh1,CWHvh1/13,Mb,5,Coast
CWHvh1,CWHvh1/13,Plc,3,Coast
CWHvh1,CWHvh1/13,Ss,2,Coast
CWHvh1,CWHvh1/13,Yc,2,Coast
CWHvh1,CWHvh1/14,Cw,3,Coast
CWHvh1,CWHvh1/14,Dr,3,Coast
CWHvh1,CWHvh1/14,Hw,3,Coast
CWHvh1,CWHvh1/14,Plc,2,Coast
CWHvh1,CWHvh1/14,Ss,1,Coast
CWHvh1,CWHvh1/15,Cw,3,Coast
CWHvh1,CWHvh1/15,Dr,3,Coast
CWHvh1,CWHvh1/15,Hw,3,Coast
CWHvh1,CWHvh1/15,Plc,3,Coast
CWHvh1,CWHvh1/15,Ss,1,Coast
CWHvh1,CWHvh1/16,Cw,3,Coast
CWHvh1,CWHvh1/16,Dr,2,Coast
CWHvh1,CWHvh1/16,Hw,3,Coast
CWHvh1,CWHvh1/16,Plc,2,Coast
CWHvh1,CWHvh1/16,Ss,1,Coast
CWHvh1,CWHvh1/17,Cw,2,Coast
CWHvh1,CWHvh1/17,Dr,2,Coast
CWHvh1,CWHvh1/17,Hw,3,Coast
CWHvh1,CWHvh1/17,Ss,1,Coast
CWHvh1,CWHvh1/18,Cw,3,Coast
CWHvh1,CWHvh1/18,Ss,1,Coast
CWHvh2,CWHvh2/01,Ba,3,C4
CWHvh2,CWHvh2/01,Cw,1,Coast
CWHvh2,CWHvh2/01,Dr,3,C4
CWHvh2,CWHvh2/01,Hw,1,Coast
CWHvh2,CWHvh2/01,Plc,2,C4
CWHvh2,CWHvh2/01,Ss,5,C4
CWHvh2,CWHvh2/01,Yc,2,C4
CWHvh2,CWHvh2/01a,Ba,3,C4
CWHvh2,CWHvh2/01a,Cw,1,Coast
CWHvh2,CWHvh2/01a,Dr,3,C4
CWHvh2,CWHvh2/01a,Hw,1,Coast
CWHvh2,CWHvh2/01a,Plc,2,C4
CWHvh2,CWHvh2/01a,Ss,5,C4
CWHvh2,CWHvh2/01a,Yc,2,C4
CWHvh2,CWHvh2/01b,Ba,3,C4
CWHvh2,CWHvh2/01b,Cw,1,Coast
CWHvh2,CWHvh2/01b,Dr,3,C4
CWHvh2,CWHvh2/01b,Hw,1,Coast
CWHvh2,CWHvh2/01b,Plc,2,C4
CWHvh2,CWHvh2/01b,Ss,5,C4
CWHvh2,CWHvh2/01b,Yc,2,C4
CWHvh2,CWHvh2/01c,Ba,3,C4
CWHvh2,CWHvh2/01c,Cw,1,Coast
CWHvh2,CWHvh2/01c,Dr,3,C4
CWHvh2,CWHvh2/01c,Hw,1,Coast
CWHvh2,CWHvh2/01c,Plc,2,C4
CWHvh2,CWHvh2/01c,Ss,5,C4
CWHvh2,CWHvh2/01c,Yc,2,C4
CWHvh2,CWHvh2/02,Cw,2,Coast
CWHvh2,CWHvh2/02,Dr,3,
CWHvh2,CWHvh2/02,Hw,3,Coast
CWHvh2,CWHvh2/02,Plc,2,
CWHvh2,CWHvh2/02,Yc,2,
CWHvh2,CWHvh2/03,Cw,1,Coast
CWHvh2,CWHvh2/03,Dr,3,B2
CWHvh2,CWHvh2/03,Hw,1,Coast
CWHvh2,CWHvh2/03,Plc,1,B2
CWHvh2,CWHvh2/03,Ss,5,B2
CWHvh2,CWHvh2/03,Yc,3,WHM
CWHvh2,CWHvh2/03a,Plc,1,B2
CWHvh2,CWHvh2/03a,Ss,5,B2
CWHvh2,CWHvh2/03a,Yc,3,WHM
CWHvh2,CWHvh2/03b,Plc,1,B2
CWHvh2,CWHvh2/03b,Ss,5,B2
CWHvh2,CWHvh2/03b,Yc,3,WHM
CWHvh2,CWHvh2/04,Ba,1,
CWHvh2,CWHvh2/04,Cw,1,Coast
CWHvh2,CWHvh2/04,Dr,2,
CWHvh2,CWHvh2/04,Hw,1,Coast
CWHvh2,CWHvh2/04,Ss,1,
CWHvh2,CWHvh2/04,Yc,3,
CWHvh2,CWHvh2/04a,Ba,1,
CWHvh2,CWHvh2/04a,Cw,1,Coast
CWHvh2,CWHvh2/04a,Dr,2,
CWHvh2,CWHvh2/04a,Hw,1,Coast
CWHvh2,CWHvh2/04a,Ss,1,
CWHvh2,CWHvh2/04a,Yc,3,
CWHvh2,CWHvh2/04b,Ba,1,
CWHvh2,CWHvh2/04b,Cw,1,Coast
CWHvh2,CWHvh2/04b,Dr,2,
CWHvh2,CWHvh2/04b,Hw,1,Coast
CWHvh2,CWHvh2/04b,Ss,1,
CWHvh2,CWHvh2/04b,Yc,3,
CWHvh2,CWHvh2/05,Ba,1,
CWHvh2,CWHvh2/05,Cw,1,Coast
CWHvh2,CWHvh2/05,Dr,2,
CWHvh2,CWHvh2/05,Hw,1,Coast
CWHvh2,CWHvh2/05,Ss,1,
CWHvh2,CWHvh2/05,Yc,3,
CWHvh2,CWHvh2/05a,Ba,1,
CWHvh2,CWHvh2/05a,Cw,1,Coast
CWHvh2,CWHvh2/05a,Dr,2,
CWHvh2,CWHvh2/05a,Hw,1,Coast
CWHvh2,CWHvh2/05a,Ss,1,
CWHvh2,CWHvh2/05a,Yc,3,
CWHvh2,CWHvh2/05b,Ba,1,
CWHvh2,CWHvh2/05b,Cw,1,Coast
CWHvh2,CWHvh2/05b,Dr,2,
CWHvh2,CWHvh2/05b,Hw,1,Coast
CWHvh2,CWHvh2/05b,Ss,1,
CWHvh2,CWHvh2/05b,Yc,3,
CWHvh2,CWHvh2/06,Ba,1,
CWHvh2,CWHvh2/06,Cw,1,Coast
CWHvh2,CWHvh2/06,Dr,2,
CWHvh2,CWHvh2/06,Hw,1,Coast
CWHvh2,CWHvh2/06,Ss,1,
CWHvh2,CWHvh2/06,Yc,3,
CWHvh2,CWHvh2/07,Ba,1,D6
CWHvh2,CWHvh2/07,Cw,1,Coast
CWHvh2,CWHvh2/07,Dr,2,D6
CWHvh2,CWHvh2/07,Hw,2,Coast
CWHvh2,CWHvh2/07,Ss,1,D6
CWHvh2,CWHvh2/07,Yc,3,D6
CWHvh2,CWHvh2/07a,Ba,1,D6
CWHvh2,CWHvh2/07a,Cw,1,Coast
CWHvh2,CWHvh2/07a,Dr,2,D6
