SiteNo,RastID
5937240,16132
5937242,15667
5937243,15357
5937245,14892
5937246,14582
5937247,14272
5937249,13807
5937250,13497
5937251,13187
5937253,12722
5937254,12412
5937256,11947
5937257,11637
5937258,11327
5937260,10862
5937261,10552
5937262,10242
5937264,9777
5937265,9467
5937266,9157
5937268,8692
5937269,8382
5937271,7917
5937272,7607
5937273,7297
5937275,6832
5937276,6522
5937277,6212
5937279,5747
5937280,5437
5937281,5127
5937283,4662
5937284,4352
5937286,3887
5937287,3577
5937288,3267
5937290,2802
5937291,2492
5937292,2182
5937294,1717
5937295,1407
5937297,942
5937298,632
5937299,322
5937924,26208
5937925,26053
5937926,25743
5937927,25433
5937928,25123
5937929,24968
5937930,24658
5937931,24348
5937932,24038
5937933,23883
5937934,23573
5937935,23263
5937936,23108
5937937,22798
5937938,22488
5937939,22178
5937940,22023
5937941,21713
5937942,21403
5937943,21093
5937944,20938
5937945,20628
5937946,20318
5937947,20008
5937948,19853
5937949,19543
5937950,19233
5937951,19078
5937952,18768
5937953,18458
5937954,18148
5937955,17993
5937956,17683
5937957,17373
5937958,17063
5937959,16908
5937960,16598
5937961,16288
5937962,15978
5937963,15823
5937964,15513
5937965,15203
5937966,15048
5937967,14738
5937968,14428
5937969,14118
5937970,13963
5937971,13653
5937972,13343
5937973,13033
5937974,12878
5937975,12568
5937976,12258
5937977,12103
5937978,11793
5937979,11483
5937980,11173
5937981,11018
5937982,10708
5937983,10398
5937984,10088
5937985,9933
5937986,9623
5937987,9313
5937988,9003
5937989,8848
5937990,8538
5937991,8228
5937992,8073
5937993,7763
5937994,7453
5937995,7143
5937996,6988
5937997,6678
5937998,6368
5937999,6058
5938000,5903
5938001,5593
5938002,5283
5938003,4973
5938004,4818
5938005,4508
5938006,4198
5938007,4043
5938008,3733
5938009,3423
5938010,3113
5938011,2958
5938012,2648
5938013,2338
5938014,2028
5938015,1873
5938016,1563
5938017,1253
5938018,1098
5938019,788
5938020,478
5938021,168
5938022,13
5938644,26363
5938646,25898
5938647,25588
5938648,25278
5938650,24813
5938651,24503
5938652,24193
5938654,23728
5938655,23418
5938657,22953
5938658,22643
5938659,22333
5938661,21868
5938662,21558
5938663,21248
5938665,20783
5938666,20473
5938667,20163
5938669,19698
5938670,19388
5938672,18923
5938673,18613
5938674,18303
5938676,17838
5938677,17528
5938678,17218
5938680,16753
5938681,16443
5938682,16133
5938684,15668
5938685,15358
5938687,14893
5938688,14583
5938689,14273
5938691,13808
5938692,13498
5938693,13188
5938695,12723
5938696,12413
5938698,11948
5938699,11638
5938700,11328
5938702,10863
5938703,10553
5938704,10243
5938706,9778
5938707,9468
5938708,9158
5938710,8693
5938711,8383
5938713,7918
5938714,7608
5938715,7298
5938717,6833
5938718,6523
5938719,6213
5938721,5748
5938722,5438
5938723,5128
5938725,4663
5938726,4353
5938728,3888
5938729,3578
5938730,3268
5938732,2803
5938733,2493
5938734,2183
5938736,1718
5938737,1408
5938739,943
5938740,633
5938741,323
5939363,26209
5939364,26054
5939365,25744
5939366,25434
5939367,25124
5939368,24969
5939369,24659
5939370,24349
5939371,24039
5939372,23884
5939373,23574
5939374,23264
5939375,23109
5939376,22799
5939377,22489
5939378,22179
5939379,22024
5939380,21714
5939381,21404
5939382,21094
5939383,20939
5939384,20629
5939385,20319
5939386,20009
5939387,19854
5939388,19544
5939389,19234
5939390,19079
5939391,18769
5939392,18459
5939393,18149
5939394,17994
5939395,17684
5939396,17374
5939397,17064
5939398,16909
5939399,16599
5939400,16289
5939401,15979
5939402,15824
5939403,15514
5939404,15204
5939405,15049
5939406,14739
5939407,14429
5939408,14119
5939409,13964
5939410,13654
5939411,13344
5939412,13034
5939413,12879
5939414,12569
5939415,12259
5939416,12104
5939417,11794
5939418,11484
5939419,11174
5939420,11019
5939421,10709
5939422,10399
5939423,10089
5939424,9934
5939425,9624
5939426,9314
5939427,9004
5939428,8849
5939429,8539
5939430,8229
5939431,8074
5939432,7764
5939433,7454
5939434,7144
5939435,6989
5939436,6679
5939437,6369
5939438,6059
5939439,5904
5939440,5594
5939441,5284
5939442,4974
5939443,4819
5939444,4509
5939445,4199
5939446,4044
5939447,3734
5939448,3424
5939449,3114
5939450,2959
5939451,2649
5939452,2339
5939453,2029
5939454,1874
5939455,1564
5939456,1254
5939457,1099
5939458,789
5939459,479
5939460,169
5939461,14
5940081,26364
5940083,25899
5940084,25589
5940085,25279
5940087,24814
5940088,24504
5940089,24194
5940091,23729
5940092,23419
5940094,22954
5940095,22644
5940096,22334
5940098,21869
5940099,21559
5940100,21249
5940102,20784
5940103,20474
5940104,20164
5940106,19699
5940107,19389
5940109,18924
5940110,18614
5940111,18304
5940113,17839
5940114,17529
5940115,17219
5940117,16754
5940118,16444
5940119,16134
5940121,15669
5940122,15359
5940124,14894
5940125,14584
5940126,14274
5940128,13809
5940129,13499
5940130,13189
5940132,12724
5940133,12414
5940135,11949
5940136,11639
5940137,11329
5940139,10864
5940140,10554
5940141,10244
5940143,9779
5940144,9469
5940145,9159
5940147,8694
5940148,8384
5940150,7919
5940151,7609
5940152,7299
5940154,6834
5940155,6524
5940156,6214
5940158,5749
5940159,5439
5940160,5129
5940162,4664
5940163,4354
5940165,3889
5940166,3579
5940167,3269
5940169,2804
5940170,2494
5940171,2184
5940173,1719
5940174,1409
5940176,944
5940177,634
5940178,324
5940799,26210
5940800,26055
5940801,25745
5940802,25435
5940803,25125
5940804,24970
5940805,24660
5940806,24350
5940807,24040
5940808,23885
5940809,23575
5940810,23265
5940811,23110
5940812,22800
5940813,22490
5940814,22180
5940815,22025
5940816,21715
5940817,21405
5940818,21095
5940819,20940
5940820,20630
5940821,20320
5940822,20010
5940823,19855
5940824,19545
5940825,19235
5940826,19080
5940827,18770
5940828,18460
5940829,18150
5940830,17995
5940831,17685
5940832,17375
5940833,17065
5940834,16910
5940835,16600
5940836,16290
5940837,15980
5940838,15825
5940839,15515
5940840,15205
5940841,15050
5940842,14740
5940843,14430
5940844,14120
5940845,13965
5940846,13655
5940847,13345
5940848,13035
5940849,12880
5940850,12570
5940851,12260
5940852,12105
5940853,11795
5940854,11485
5940855,11175
5940856,11020
5940857,10710
5940858,10400
5940859,10090
5940860,9935
5940861,9625
5940862,9315
5940863,9005
5940864,8850
5940865,8540
5940866,8230
5940867,8075
5940868,7765
5940869,7455
5940870,7145
5940871,6990
5940872,6680
5940873,6370
5940874,6060
5940875,5905
5940876,5595
5940877,5285
5940878,4975
5940879,4820
5940880,4510
5940881,4200
5940882,4045
5940883,3735
5940884,3425
5940885,3115
5940886,2960
5940887,2650
5940888,2340
5940889,2030
5940890,1875
5940891,1565
5940892,1255
5940893,1100
5940894,790
5940895,480
5940896,170
5940897,15
5941515,26365
5941517,25900
5941518,25590
5941519,25280
5941521,24815
5941522,24505
5941523,24195
5941525,23730
5941526,23420
5941528,22955
5941529,22645
5941530,22335
5941532,21870
5941533,21560
5941534,21250
5941536,20785
5941537,20475
5941538,20165
5941540,19700
5941541,19390
5941543,18925
5941544,18615
5941545,18305
5941547,17840
5941548,17530
5941549,17220
5941551,16755
5941552,16445
5941553,16135
5941555,15670
5941556,15360
5941558,14895
5941559,14585
5941560,14275
5941562,13810
5941563,13500
5941564,13190
5941566,12725
5941567,12415
5941569,11950
5941570,11640
5941571,11330
5941573,10865
5941574,10555
5941575,10245
5941577,9780
5941578,9470
5941579,9160
5941581,8695
5941582,8385
5941584,7920
5941585,7610
5941586,7300
5941588,6835
5941589,6525
5941590,6215
5941592,5750
5941593,5440
5941594,5130
5941596,4665
5941597,4355
5941599,3890
5941600,3580
5941601,3270
5941603,2805
5941604,2495
5941605,2185
5941607,1720
5941608,1410
5941610,945
5941611,635
5941612,325
5942231,26211
5942232,26056
5942233,25746
5942234,25436
5942235,25126
5942236,24971
5942237,24661
5942238,24351
5942239,24041
5942240,23886
5942241,23576
5942242,23266
5942243,23111
5942244,22801
5942245,22491
5942246,22181
5942247,22026
5942248,21716
5942249,21406
5942250,21096
5942251,20941
5942252,20631
5942253,20321
5942254,20011
5942255,19856
5942256,19546
5942257,19236
5942258,19081
5942259,18771
5942260,18461
5942261,18151
5942262,17996
5942263,17686
5942264,17376
5942265,17066
5942266,16911
5942267,16601
5942268,16291
5942269,15981
5942270,15826
5942271,15516
5942272,15206
5942273,15051
5942274,14741
5942275,14431
5942276,14121
5942277,13966
5942278,13656
5942279,13346
5942280,13036
5942281,12881
5942282,12571
5942283,12261
5942284,12106
5942285,11796
5942286,11486
5942287,11176
5942288,11021
5942289,10711
5942290,10401
5942291,10091
5942292,9936
5942293,9626
5942294,9316
5942295,9006
5942296,8851
5942297,8541
5942298,8231
5942299,8076
5942300,7766
5942301,7456
5942302,7146
5942303,6991
5942304,6681
5942305,6371
5942306,6061
5942307,5906
5942308,5596
5942309,5286
5942310,4976
5942311,4821
5942312,4511
5942313,4201
5942314,4046
5942315,3736
5942316,3426
5942317,3116
5942318,2961
5942319,2651
5942320,2341
5942321,2031
5942322,1876
5942323,1566
5942324,1256
5942325,1101
5942326,791
5942327,481
5942328,171
5942329,16
5942945,26366
5942947,25901
5942948,25591
5942949,25281
5942951,24816
5942952,24506
5942953,24196
5942955,23731
5942956,23421
5942958,22956
5942959,22646
5942960,22336
5942962,21871
5942963,21561
5942964,21251
5942966,20786
5942967,20476
5942968,20166
5942970,19701
5942971,19391
5942973,18926
5942974,18616
5942975,18306
5942977,17841
5942978,17531
5942979,17221
5942981,16756
5942982,16446
5942983,16136
5942985,15671
5942986,15361
5942988,14896
5942989,14586
5942990,14276
5942992,13811
5942993,13501
5942994,13191
5942996,12726
5942997,12416
5942999,11951
5943000,11641
5943001,11331
5943003,10866
5943004,10556
5943005,10246
5943007,9781
5943008,9471
5943009,9161
5943011,8696
5943012,8386
5943014,7921
5943015,7611
5943016,7301
5943018,6836
5943019,6526
5943020,6216
5943022,5751
5943023,5441
5943024,5131
5943026,4666
5943027,4356
5943029,3891
5943030,3581
5943031,3271
5943033,2806
5943034,2496
5943035,2186
5943037,1721
5943038,1411
5943040,946
5943041,636
5943042,326
5943657,26212
5943658,26057
5943659,25747
5943660,25437
5943661,25127
5943662,24972
5943663,24662
5943664,24352
5943665,24042
5943666,23887
5943667,23577
5943668,23267
5943669,23112
5943670,22802
5943671,22492
5943672,22182
5943673,22027
5943674,21717
5943675,21407
5943676,21097
5943677,20942
5943678,20632
5943679,20322
5943680,20012
5943681,19857
5943682,19547
5943683,19237
5943684,19082
5943685,18772
5943686,18462
5943687,18152
5943688,17997
5943689,17687
5943690,17377
5943691,17067
5943692,16912
5943693,16602
5943694,16292
5943695,15982
5943696,15827
5943697,15517
5943698,15207
5943699,15052
5943700,14742
5943701,14432
5943702,14122
5943703,13967
5943704,13657
5943705,13347
5943706,13037
5943707,12882
5943708,12572
5943709,12262
5943710,12107
5943711,11797
5943712,11487
5943713,11177
5943714,11022
5943715,10712
5943716,10402
5943717,10092
5943718,9937
5943719,9627
5943720,9317
5943721,9007
5943722,8852
5943723,8542
5943724,8232
5943725,8077
5943726,7767
5943727,7457
5943728,7147
5943729,6992
5943730,6682
5943731,6372
5943732,6062
5943733,5907
5943734,5597
5943735,5287
5943736,4977
5943737,4822
5943738,4512
5943739,4202
5943740,4047
5943741,3737
5943742,3427
5943743,3117
5943744,2962
5943745,2652
5943746,2342
5943747,2032
5943748,1877
5943749,1567
5943750,1257
5943751,1102
5943752,792
5943753,482
5943754,172
5943755,17
5944368,26367
5944370,25902
5944371,25592
5944372,25282
5944374,24817
5944375,24507
5944376,24197
5944378,23732
5944379,23422
5944381,22957
5944382,22647
5944383,22337
5944385,21872
5944386,21562
5944387,21252
5944389,20787
5944390,20477
5944391,20167
5944393,19702
5944394,19392
5944396,18927
5944397,18617
5944398,18307
5944400,17842
5944401,17532
5944402,17222
5944404,16757
5944405,16447
5944406,16137
5944408,15672
5944409,15362
5944411,14897
5944412,14587
5944413,14277
5944415,13812
5944416,13502
5944417,13192
5944419,12727
5944420,12417
5944422,11952
5944423,11642
5944424,11332
5944426,10867
5944427,10557
5944428,10247
5944430,9782
5944431,9472
5944432,9162
5944434,8697
5944435,8387
5944437,7922
5944438,7612
5944439,7302
5944441,6837
5944442,6527
5944443,6217
5944445,5752
5944446,5442
5944447,5132
5944449,4667
5944450,4357
5944452,3892
5944453,3582
5944454,3272
5944456,2807
5944457,2497
5944458,2187
5944460,1722
5944461,1412
5944463,947
5944464,637
5944465,327
5945080,26213
5945081,26058
5945082,25748
5945083,25438
5945084,25128
5945085,24973
5945086,24663
5945087,24353
5945088,24043
5945089,23888
5945090,23578
5945091,23268
5945092,23113
5945093,22803
5945094,22493
5945095,22183
5945096,22028
5945097,21718
5945098,21408
5945099,21098
5945100,20943
5945101,20633
5945102,20323
5945103,20013
5945104,19858
5945105,19548
5945106,19238
5945107,19083
5945108,18773
5945109,18463
5945110,18153
5945111,17998
5945112,17688
5945113,17378
5945114,17068
5945115,16913
5945116,16603
5945117,16293
5945118,15983
5945119,15828
5945120,15518
5945121,15208
5945122,15053
5945123,14743
5945124,14433
5945125,14123
5945126,13968
5945127,13658
5945128,13348
5945129,13038
5945130,12883
5945131,12573
5945132,12263
5945133,12108
5945134,11798
5945135,11488
5945136,11178
5945137,11023
5945138,10713
5945139,10403
5945140,10093
5945141,9938
5945142,9628
5945143,9318
5945144,9008
5945145,8853
5945146,8543
5945147,8233
5945148,8078
5945149,7768
5945150,7458
5945151,7148
5945152,6993
5945153,6683
5945154,6373
5945155,6063
5945156,5908
5945157,5598
5945158,5288
5945159,4978
5945160,4823
5945161,4513
5945162,4203
5945163,4048
5945164,3738
5945165,3428
5945166,3118
5945167,2963
5945168,2653
5945169,2343
5945170,2033
5945171,1878
5945172,1568
5945173,1258
5945174,1103
5945175,793
5945176,483
5945177,173
5945178,18
5945790,26368
5945792,25903
5945793,25593
5945794,25283
5945796,24818
5945797,24508
5945798,24198
5945800,23733
5945801,23423
5945803,22958
5945804,22648
5945805,22338
5945807,21873
5945808,21563
5945809,21253
5945811,20788
5945812,20478
5945813,20168
5945815,19703
5945816,19393
5945818,18928
5945819,18618
5945820,18308
5945822,17843
5945823,17533
5945824,17223
5945826,16758
5945827,16448
5945828,16138
5945830,15673
5945831,15363
5945833,14898
5945834,14588
5945835,14278
5945837,13813
5945838,13503
5945839,13193
5945841,12728
5945842,12418
5945844,11953
5945845,11643
5945846,11333
5945848,10868
5945849,10558
5945850,10248
5945852,9783
5945853,9473
5945854,9163
5945856,8698
5945857,8388
5945859,7923
5945860,7613
5945861,7303
5945863,6838
5945864,6528
5945865,6218
5945867,5753
5945868,5443
5945869,5133
5945871,4668
5945872,4358
5945874,3893
5945875,3583
5945876,3273
5945878,2808
5945879,2498
5945880,2188
5945882,1723
5945883,1413
5945885,948
5945886,638
5945887,328
5946502,26214
5946503,26059
5946504,25749
5946505,25439
5946506,25129
5946507,24974
5946508,24664
5946509,24354
5946510,24044
5946511,23889
5946512,23579
5946513,23269
5946514,23114
5946515,22804
5946516,22494
5946517,22184
5946518,22029
5946519,21719
5946520,21409
5946521,21099
5946522,20944
5946523,20634
5946524,20324
5946525,20014
5946526,19859
5946527,19549
5946528,19239
5946529,19084
5946530,18774
5946531,18464
5946532,18154
5946533,17999
5946534,17689
5946535,17379
5946536,17069
5946537,16914
5946538,16604
5946539,16294
5946540,15984
5946541,15829
5946542,15519
5946543,15209
5946544,15054
5946545,14744
5946546,14434
5946547,14124
5946548,13969
5946549,13659
5946550,13349
5946551,13039
5946552,12884
5946553,12574
5946554,12264
5946555,12109
5946556,11799
5946557,11489
5946558,11179
5946559,11024
5946560,10714
5946561,10404
5946562,10094
5946563,9939
5946564,9629
5946565,9319
5946566,9009
5946567,8854
5946568,8544
5946569,8234
5946570,8079
5946571,7769
5946572,7459
5946573,7149
5946574,6994
5946575,6684
5946576,6374
5946577,6064
5946578,5909
5946579,5599
5946580,5289
5946581,4979
5946582,4824
5946583,4514
5946584,4204
5946585,4049
5946586,3739
5946587,3429
5946588,3119
5946589,2964
5946590,2654
5946591,2344
5946592,2034
5946593,1879
5946594,1569
5946595,1259
5946596,1104
5946597,794
5946598,484
5946599,174
5946600,19
5947211,26369
5947213,25904
5947214,25594
5947215,25284
5947217,24819
5947218,24509
5947219,24199
5947221,23734
5947222,23424
5947224,22959
5947225,22649
5947226,22339
5947228,21874
5947229,21564
5947230,21254
5947232,20789
5947233,20479
5947234,20169
5947236,19704
5947237,19394
5947239,18929
5947240,18619
5947241,18309
5947243,17844
5947244,17534
5947245,17224
5947247,16759
5947248,16449
5947249,16139
5947251,15674
5947252,15364
5947254,14899
5947255,14589
5947256,14279
5947258,13814
5947259,13504
5947260,13194
5947262,12729
5947263,12419
5947265,11954
5947266,11644
5947267,11334
5947269,10869
5947270,10559
5947271,10249
5947273,9784
5947274,9474
5947275,9164
5947277,8699
5947278,8389
5947280,7924
5947281,7614
5947282,7304
5947284,6839
5947285,6529
5947286,6219
5947288,5754
5947289,5444
5947290,5134
5947292,4669
5947293,4359
5947295,3894
5947296,3584
5947297,3274
5947299,2809
5947300,2499
5947301,2189
5947303,1724
5947304,1414
5947306,949
5947307,639
5947308,329
5947920,26215
5947921,26060
5947922,25750
5947923,25440
5947924,25130
5947925,24975
5947926,24665
5947927,24355
5947928,24045
5947929,23890
5947930,23580
5947931,23270
5947932,23115
5947933,22805
5947934,22495
5947935,22185
5947936,22030
5947937,21720
5947938,21410
5947939,21100
5947940,20945
5947941,20635
5947942,20325
5947943,20015
5947944,19860
5947945,19550
5947946,19240
5947947,19085
5947948,18775
5947949,18465
5947950,18155
5947951,18000
5947952,17690
5947953,17380
5947954,17070
5947955,16915
5947956,16605
5947957,16295
5947958,15985
5947959,15830
5947960,15520
5947961,15210
5947962,15055
5947963,14745
5947964,14435
5947965,14125
5947966,13970
5947967,13660
5947968,13350
5947969,13040
5947970,12885
5947971,12575
5947972,12265
5947973,12110
5947974,11800
5947975,11490
5947976,11180
5947977,11025
5947978,10715
5947979,10405
5947980,10095
5947981,9940
5947982,9630
5947983,9320
5947984,9010
