"BGC","SS_NoSpace","Spp","ESuit"
"IWFxm_CA","IWFxm_CA/112","Pz",2
"JPWdm_WY","JPWdm_WY/101","Jr",1
"JPWdm_WY","JPWdm_WY/101","Ju",1
"JPWdm_WY","JPWdm_WY/101","Om",3
"JPWdm_WY","JPWdm_WY/101","Pe",3
"JPWdm_WY","JPWdm_WY/101","Pf",2
"JPWdm_WY","JPWdm_WY/110","Jr",2
"JPWdm_WY","JPWdm_WY/110","Ju",1
"JPWdm_WY","JPWdm_WY/110","Om",3
"JPWdm_WY","JPWdm_WY/110","Pe",3
"JPWdm_WY","JPWdm_WY/110","Py",2
"JPWdm_WY","JPWdm_WY/111","At",3
"JPWdm_WY","JPWdm_WY/111","Fd",1
"JPWdm_WY","JPWdm_WY/111","Py",1
"JPWdm_WY","JPWdm_WY/113","Aa",1
"JPWdm_WY","JPWdm_WY/113","At",5
"JPWdm_WY","JPWdm_WY/113","Fd",5
"JPWdm_WY","JPWdm_WY/Gg","Ju",3
"JPWdw_UT","JPWdw_UT/101","Jr",3
"JPWdw_UT","JPWdw_UT/101","Ju",1
"JPWdw_UT","JPWdw_UT/101","Om",3
"JPWdw_UT","JPWdw_UT/101","Pe",1
"JPWdw_UT","JPWdw_UT/101","Qa",3
"JPWdw_UT","JPWdw_UT/103","Fd",5
"JPWdw_UT","JPWdw_UT/103","Jr",3
"JPWdw_UT","JPWdw_UT/103","Ju",2
"JPWdw_UT","JPWdw_UT/103","Om",2
"JPWdw_UT","JPWdw_UT/103","Pe",1
"JPWdw_UT","JPWdw_UT/103","Qa",2
"JPWdw_UT","JPWdw_UT/110","Fd",1
"JPWdw_UT","JPWdw_UT/110","Jr",3
"JPWdw_UT","JPWdw_UT/110","Ju",2
"JPWdw_UT","JPWdw_UT/110","Om",5
"JPWdw_UT","JPWdw_UT/110","Pe",1
"JPWdw_UT","JPWdw_UT/110","Py",2
"JPWdw_UT","JPWdw_UT/110","Qa",2
"JPWdw_UT","JPWdw_UT/111","Aa",5
"JPWdw_UT","JPWdw_UT/111","Act",5
"JPWdw_UT","JPWdw_UT/111","At",2
"JPWdw_UT","JPWdw_UT/111","Fd",1
"JPWdw_UT","JPWdw_UT/111","Jr",5
"JPWdw_UT","JPWdw_UT/111","Ju",3
"JPWdw_UT","JPWdw_UT/111","Pe",5
"JPWdw_UT","JPWdw_UT/111","Py",1
"JPWdw_UT","JPWdw_UT/111","Qa",3
"JPWdw_UT","JPWdw_UT/113","Aa",2
"JPWdw_UT","JPWdw_UT/113","Act",5
"JPWdw_UT","JPWdw_UT/113","At",5
"JPWdw_UT","JPWdw_UT/113","Fd",5
"JPWdw_UT","JPWdw_UT/Gg","X",1
"JPWmk_WY","JPWmk_WY/101","Jr",1
"JPWmk_WY","JPWmk_WY/101","Pf",2
"JPWmk_WY","JPWmk_WY/103","Jr",1
"JPWmk_WY","JPWmk_WY/103","Pf",1
"JPWmk_WY","JPWmk_WY/110","At",2
"JPWmk_WY","JPWmk_WY/110","Fd",1
"JPWmk_WY","JPWmk_WY/110","Py",2
"JPWmk_WY","JPWmk_WY/111","At",3
"JPWmk_WY","JPWmk_WY/111","Fd",1
"JPWmk_WY","JPWmk_WY/111","Pl",3
"JPWmk_WY","JPWmk_WY/111","Py",2
"JPWmk_WY","JPWmk_WY/113","Aa",1
"JPWmk_WY","JPWmk_WY/113","At",1
"JPWmk_WY","JPWmk_WY/113","Fd",2
"JPWmk_WY","JPWmk_WY/Gg","Ju",3
"JPWwm_CO","JPWwm_CO/00","X",5
"JPWwm_CO","JPWwm_CO/101","Jo",3
"JPWwm_CO","JPWwm_CO/101","Jr",1
"JPWwm_CO","JPWwm_CO/101","Pe",1
"JPWwm_CO","JPWwm_CO/101","Qa",2
"JPWwm_CO","JPWwm_CO/103","Jo",3
"JPWwm_CO","JPWwm_CO/103","Jr",2
"JPWwm_CO","JPWwm_CO/103","Pe",1
"JPWwm_CO","JPWwm_CO/110","Fd",2
"JPWwm_CO","JPWwm_CO/110","Jr",2
"JPWwm_CO","JPWwm_CO/110","Pe",3
"JPWwm_CO","JPWwm_CO/110","Py",1
"JPWwm_CO","JPWwm_CO/110","Qa",2
"JPWwm_CO","JPWwm_CO/111","At",3
"JPWwm_CO","JPWwm_CO/111","Bc",2
"JPWwm_CO","JPWwm_CO/111","Fd",1
"JPWwm_CO","JPWwm_CO/111","Py",1
"JPWwm_CO","JPWwm_CO/111","Qa",3
"JPWwm_CO","JPWwm_CO/113","Aa",1
"JPWwm_CO","JPWwm_CO/113","At",1
"JPWwm_CO","JPWwm_CO/113","Bc",3
"JPWwm_CO","JPWwm_CO/113","Fd",2
"JPWwm_CO","JPWwm_CO/Gg","Jo",3
"JPWwm_CO","JPWwm_CO/Gg","Jr",3
"JPWwm_CO","JPWwm_CO/Gg","Pe",3
"JPWxh_CA","JPWxh_CA/101","Jc",1
"JPWxh_CA","JPWxh_CA/101","Pn",1
"JPWxh_CA","JPWxh_CA/101","Qc",2
"JPWxh_CA","JPWxh_CA/101","Qd",2
"JPWxh_CA","JPWxh_CA/101","Qz",2
"JPWxh_CA","JPWxh_CA/103","Jc",2
"JPWxh_CA","JPWxh_CA/103","Qc",1
"JPWxh_CA","JPWxh_CA/103","Qd",3
"JPWxh_CA","JPWxh_CA/103","Qz",1
"JPWxh_CA","JPWxh_CA/110","Pc",1
"JPWxh_CA","JPWxh_CA/110","Qc",2
"JPWxh_CA","JPWxh_CA/110","Qd",3
"JPWxh_CA","JPWxh_CA/110","Qz",3
"JPWxh_CA","JPWxh_CA/111","Pc",1
"JPWxh_CA","JPWxh_CA/111","Pz",1
"JPWxh_CA","JPWxh_CA/111","Qd",3
"JPWxh_CA","JPWxh_CA/111","Qz",3
"JPWxh_CA","JPWxh_CA/Gg","X",1
"JPWxw_NV","JPWxw_NV/101","Ju",1
"JPWxw_NV","JPWxw_NV/101","Om",3
"JPWxw_NV","JPWxw_NV/101","Pe",3
"JPWxw_NV","JPWxw_NV/101","Pn",1
"JPWxw_NV","JPWxw_NV/103","Ju",3
"JPWxw_NV","JPWxw_NV/103","Om",1
"JPWxw_NV","JPWxw_NV/103","Pn",3
"JPWxw_NV","JPWxw_NV/110","Bc",2
"JPWxw_NV","JPWxw_NV/110","Ju",1
"JPWxw_NV","JPWxw_NV/110","Om",3
"JPWxw_NV","JPWxw_NV/110","Pn",2
"JPWxw_NV","JPWxw_NV/110","Ps",3
"JPWxw_NV","JPWxw_NV/110","Py",3
"JPWxw_NV","JPWxw_NV/110","Qa",3
"JPWxw_NV","JPWxw_NV/111","Bc",3
"JPWxw_NV","JPWxw_NV/111","Ju",3
"JPWxw_NV","JPWxw_NV/111","Om",3
"JPWxw_NV","JPWxw_NV/111","Pn",3
"JPWxw_NV","JPWxw_NV/111","Py",1
"JPWxw_NV","JPWxw_NV/111","Qa",3
"JPWxw_NV","JPWxw_NV/113","Act",5
"JPWxw_NV","JPWxw_NV/113","Bc",3
"JPWxw_NV","JPWxw_NV/113","Py",5
"JPWxw_NV","JPWxw_NV/113","Qa",3
"JPWxw_NV","JPWxw_NV/Gg","X",1
"MDCHun_NV","MDCHun_NV/110","Ju",1
"MDCHun_NV","MDCHun_NV/110","Pn",1
"MDCHun_NV","MDCHun_NV/Gg","X",1
"MDCHun_NV","MDCHun_NV/Gs","X",1
"MGPdm","MGPdm/00","X",1
"MGPmg","MGPmg/00","X",1
"MGPmw_MT","MGPmw_MT/110","Jr",1
"MGPmw_MT","MGPmw_MT/110","Py",1
"MGPmw_MT","MGPmw_MT/111","Adm",2
"MGPmw_MT","MGPmw_MT/111","Jr",1
"MGPmw_MT","MGPmw_MT/111","Py",5
"MGPmw_MT","MGPmw_MT/Gg","X",1
"MHdm_OR","MHdm_OR/101","Ba",1
"MHdm_OR","MHdm_OR/101","Bg",5
"MHdm_OR","MHdm_OR/101","Bl",2
"MHdm_OR","MHdm_OR/101","Bp",2
"MHdm_OR","MHdm_OR/101","Fd",3
"MHdm_OR","MHdm_OR/101","Hm",1
"MHdm_OR","MHdm_OR/101","Hw",3
"MHdm_OR","MHdm_OR/101","Pl",3
"MHdm_OR","MHdm_OR/101","Pw",2
"MHdm_OR","MHdm_OR/102","Ba",2
"MHdm_OR","MHdm_OR/102","Bl",5
"MHdm_OR","MHdm_OR/102","Fd",3
"MHdm_OR","MHdm_OR/102","Hm",1
"MHdm_OR","MHdm_OR/102","Pl",3
"MHdm_OR","MHdm_OR/102","Pw",2
"MHdm_OR","MHdm_OR/103","Ba",1
"MHdm_OR","MHdm_OR/103","Bl",3
"MHdm_OR","MHdm_OR/103","Fd",3
"MHdm_OR","MHdm_OR/103","Hm",1
"MHdm_OR","MHdm_OR/103","Pl",3
"MHdm_OR","MHdm_OR/103","Pw",2
"MHdm_OR","MHdm_OR/110","Ba",2
"MHdm_OR","MHdm_OR/110","Bl",2
"MHdm_OR","MHdm_OR/110","Bp",5
"MHdm_OR","MHdm_OR/110","Fd",5
"MHdm_OR","MHdm_OR/110","Hm",1
"MHdm_OR","MHdm_OR/110","Hw",3
"MHdm_OR","MHdm_OR/110","Sx",5
"MHdm_OR","MHdm_OR/110","Yc",3
"MHdm_OR","MHdm_OR/111","Ba",2
"MHdm_OR","MHdm_OR/111","Bl",2
"MHdm_OR","MHdm_OR/111","Hm",1
"MHdm_OR","MHdm_OR/111","Hw",3
"MHdm_OR","MHdm_OR/111","Yc",2
"MHdm_OR","MHdm_OR/112","Ba",1
"MHdm_OR","MHdm_OR/112","Bg",5
"MHdm_OR","MHdm_OR/112","Bl",2
"MHdm_OR","MHdm_OR/112","Bp",2
"MHdm_OR","MHdm_OR/112","Hm",2
"MHdm_OR","MHdm_OR/112","Hw",3
"MHdm_OR","MHdm_OR/112","Sx",2
"MHdm_OR","MHdm_OR/112","Yc",3
"MHdm_OR","MHdm_OR/113","Ba",1
"MHdm_OR","MHdm_OR/113","Bl",2
"MHdm_OR","MHdm_OR/113","Bp",2
"MHdm_OR","MHdm_OR/113","Hm",2
"MHdm_OR","MHdm_OR/113","Hw",3
"MHdm_OR","MHdm_OR/113","Sx",2
"MHdm_OR","MHdm_OR/113","Yc",2
"MHds_OR","MHds_OR/101","Ba",1
"MHds_OR","MHds_OR/101","Bc",3
"MHds_OR","MHds_OR/101","Bl",2
"MHds_OR","MHds_OR/101","Bm",3
"MHds_OR","MHds_OR/101","Bp",3
"MHds_OR","MHds_OR/101","Hm",1
"MHds_OR","MHds_OR/101","Pl",3
"MHds_OR","MHds_OR/101","Pw",2
"MHds_OR","MHds_OR/102","Ba",3
"MHds_OR","MHds_OR/102","Bl",3
"MHds_OR","MHds_OR/102","Hm",2
"MHds_OR","MHds_OR/102","Pa",2
"MHds_OR","MHds_OR/102","Pl",2
"MHds_OR","MHds_OR/102","Pw",3
"MHds_OR","MHds_OR/103","Ba",2
"MHds_OR","MHds_OR/103","Bl",2
"MHds_OR","MHds_OR/103","Hm",1
"MHds_OR","MHds_OR/103","Pl",3
"MHds_OR","MHds_OR/103","Pw",2
"MHds_OR","MHds_OR/110","Ba",2
"MHds_OR","MHds_OR/110","Bl",2
"MHds_OR","MHds_OR/110","Hm",1
"MHds_OR","MHds_OR/110","Sx",5
"MHds_OR","MHds_OR/111","Ba",2
"MHds_OR","MHds_OR/111","Bl",2
"MHds_OR","MHds_OR/111","Hm",1
"MHds_OR","MHds_OR/112","Ba",1
"MHds_OR","MHds_OR/112","Bl",2
"MHds_OR","MHds_OR/112","Hm",2
"MHds_OR","MHds_OR/112","Sx",2
"MHds_OR","MHds_OR/113","Ba",1
"MHds_OR","MHds_OR/113","Bl",2
"MHds_OR","MHds_OR/113","Hm",2
"MHds_OR","MHds_OR/113","Sx",2
"MHmm_WA","MHmm_WA/101","Ba",1
"MHmm_WA","MHmm_WA/101","Bl",3
"MHmm_WA","MHmm_WA/101","Bp",2
"MHmm_WA","MHmm_WA/101","Hm",1
"MHmm_WA","MHmm_WA/101","Hw",3
"MHmm_WA","MHmm_WA/101","Pw",3
"MHmm_WA","MHmm_WA/101","Yc",2
"MHmm_WA","MHmm_WA/102","Ba",1
"MHmm_WA","MHmm_WA/102","Hm",1
"MHmm_WA","MHmm_WA/102","Yc",3
"MHmm_WA","MHmm_WA/110","Ba",2
"MHmm_WA","MHmm_WA/110","Bl",3
"MHmm_WA","MHmm_WA/110","Hm",1
"MHmm_WA","MHmm_WA/110","Hw",3
"MHmm_WA","MHmm_WA/110","Yc",2
"MHmm_WA","MHmm_WA/111","Ba",2
"MHmm_WA","MHmm_WA/111","Bl",3
"MHmm_WA","MHmm_WA/111","Hm",1
"MHmm_WA","MHmm_WA/111","Hw",3
"MHmm_WA","MHmm_WA/111","Yc",2
"MHmm_WA","MHmm_WA/112","Ba",1
"MHmm_WA","MHmm_WA/112","Bl",3
"MHmm_WA","MHmm_WA/112","Hm",2
"MHmm_WA","MHmm_WA/112","Hw",3
"MHmm_WA","MHmm_WA/112","Yc",2
"MHmm_WA","MHmm_WA/113","Ba",1
"MHmm_WA","MHmm_WA/113","Bl",3
"MHmm_WA","MHmm_WA/113","Hm",2
"MHmm_WA","MHmm_WA/113","Hw",3
"MHmm_WA","MHmm_WA/113","Yc",2
"MHmm1","MHmm1/01","Ba",2
"MHmm1","MHmm1/01","Bp",4
"MHmm1","MHmm1/01","Cw",5
"MHmm1","MHmm1/01","Fd",4
"MHmm1","MHmm1/01","Hm",1
"MHmm1","MHmm1/01","Hw",3
"MHmm1","MHmm1/01","Ss",3
"MHmm1","MHmm1/01","Sx",4
"MHmm1","MHmm1/01","Yc",2
"MHmm1","MHmm1/02","Ba",3
"MHmm1","MHmm1/02","Hm",3
"MHmm1","MHmm1/02","Sx",4
"MHmm1","MHmm1/02","Yc",3
"MHmm1","MHmm1/03","Ba",2
"MHmm1","MHmm1/03","Bp",4
"MHmm1","MHmm1/03","Hm",1
"MHmm1","MHmm1/03","Hw",3
"MHmm1","MHmm1/03","Sx",4
"MHmm1","MHmm1/03","Yc",1
"MHmm1","MHmm1/04","Ba",2
"MHmm1","MHmm1/04","Bp",4
"MHmm1","MHmm1/04","Hm",1
"MHmm1","MHmm1/04","Hw",3
"MHmm1","MHmm1/04","Yc",1
"MHmm1","MHmm1/05","Ba",1
"MHmm1","MHmm1/05","Bp",4
"MHmm1","MHmm1/05","Hm",2
"MHmm1","MHmm1/05","Hw",3
"MHmm1","MHmm1/05","Yc",1
"MHmm1","MHmm1/06","Ba",2
"MHmm1","MHmm1/06","Hm",2
"MHmm1","MHmm1/06","Hw",3
"MHmm1","MHmm1/06","Yc",1
"MHmm1","MHmm1/07","Ba",2
"MHmm1","MHmm1/07","Hm",2
"MHmm1","MHmm1/07","Hw",3
"MHmm1","MHmm1/07","Yc",1
"MHmm1","MHmm1/08","Ba",3
"MHmm1","MHmm1/08","Hm",2
"MHmm1","MHmm1/08","Hw",3
"MHmm1","MHmm1/08","Yc",3
"MHmm1","MHmm1/09","Ba",3
"MHmm1","MHmm1/09","Hm",2
"MHmm1","MHmm1/09","Hw",3
"MHmm1","MHmm1/09","Yc",3
"MHmm2","MHmm2/01","Ba",2
"MHmm2","MHmm2/01","Bl",3
"MHmm2","MHmm2/01","Bp",4
"MHmm2","MHmm2/01","Cw",5
"MHmm2","MHmm2/01","Fd",4
"MHmm2","MHmm2/01","Hm",1
"MHmm2","MHmm2/01","Hw",3
"MHmm2","MHmm2/01","Sx",2
"MHmm2","MHmm2/01","Yc",2
"MHmm2","MHmm2/02","Ba",2
"MHmm2","MHmm2/02","Bl",3
"MHmm2","MHmm2/02","Hm",2
"MHmm2","MHmm2/02","Hw",3
"MHmm2","MHmm2/02","Sx",2
"MHmm2","MHmm2/02","Yc",2
"MHmm2","MHmm2/03","Ba",2
"MHmm2","MHmm2/03","Bl",3
"MHmm2","MHmm2/03","Bp",4
"MHmm2","MHmm2/03","Hm",1
"MHmm2","MHmm2/03","Hw",3
"MHmm2","MHmm2/03","Sx",1
"MHmm2","MHmm2/03","Yc",2
"MHmm2","MHmm2/04","Ba",2
"MHmm2","MHmm2/04","Bl",3
"MHmm2","MHmm2/04","Hm",1
"MHmm2","MHmm2/04","Hw",3
"MHmm2","MHmm2/04","Yc",2
"MHmm2","MHmm2/05","Ba",1
"MHmm2","MHmm2/05","Bl",3
"MHmm2","MHmm2/05","Bp",4
"MHmm2","MHmm2/05","Hm",2
"MHmm2","MHmm2/05","Hw",3
"MHmm2","MHmm2/05","Sx",1
"MHmm2","MHmm2/05","Yc",2
"MHmm2","MHmm2/06","Ba",3
"MHmm2","MHmm2/06","Hm",2
"MHmm2","MHmm2/06","Yc",2
"MHmm2","MHmm2/07","Ba",2
"MHmm2","MHmm2/07","Hm",2
"MHmm2","MHmm2/07","Hw",3
"MHmm2","MHmm2/07","Sx",1
"MHmm2","MHmm2/07","Yc",2
"MHmm2","MHmm2/08","Ba",3
"MHmm2","MHmm2/08","Bl",5
"MHmm2","MHmm2/08","Hm",2
"MHmm2","MHmm2/08","Hw",3
"MHmm2","MHmm2/08","Yc",2
"MHmm2","MHmm2/09","Ba",3
"MHmm2","MHmm2/09","Hm",2
"MHmm2","MHmm2/09","Hw",3
"MHmm2","MHmm2/09","Sx",3
"MHmm2","MHmm2/09","Yc",2
"MHmmp","MHmmp/d","Hm",3
"MHmmp","MHmmp/h","Hm",3
"MHmmp","MHmmp/m","Hm",3
"MHmmp_WA","MHmmp_WA/00","Ba",3
"MHmmp_WA","MHmmp_WA/00","Hm",3
"MHmmp_WA","MHmmp_WA/00","Yc",3
"MHms_WA","MHms_WA/101","Ba",1
"MHms_WA","MHms_WA/101","Bl",2
"MHms_WA","MHms_WA/101","Bp",3
"MHms_WA","MHms_WA/101","Hm",1
"MHms_WA","MHms_WA/101","Hw",3
"MHms_WA","MHms_WA/101","Pw",2
"MHms_WA","MHms_WA/101","Sx",3
"MHms_WA","MHms_WA/101","Yc",3
"MHms_WA","MHms_WA/102","Ba",3
"MHms_WA","MHms_WA/102","Bl",2
"MHms_WA","MHms_WA/102","Hm",2
"MHms_WA","MHms_WA/102","Pa",1
"MHms_WA","MHms_WA/102","Pl",3
"MHms_WA","MHms_WA/103","Ba",2
"MHms_WA","MHms_WA/103","Bl",2
"MHms_WA","MHms_WA/103","Hm",2
"MHms_WA","MHms_WA/103","Hw",3
"MHms_WA","MHms_WA/103","Pl",5
"MHms_WA","MHms_WA/103","Pw",2
"MHms_WA","MHms_WA/110","Ba",2
"MHms_WA","MHms_WA/110","Bl",2
"MHms_WA","MHms_WA/110","Hm",1
"MHms_WA","MHms_WA/110","Hw",3
"MHms_WA","MHms_WA/110","Sx",5
"MHms_WA","MHms_WA/110","Yc",2
"MHms_WA","MHms_WA/111","Ba",2
"MHms_WA","MHms_WA/111","Bl",2
"MHms_WA","MHms_WA/111","Hm",1
"MHms_WA","MHms_WA/111","Yc",2
"MHms_WA","MHms_WA/112","Ba",1
"MHms_WA","MHms_WA/112","Bl",2
"MHms_WA","MHms_WA/112","Hm",2
"MHms_WA","MHms_WA/112","Hw",3
"MHms_WA","MHms_WA/112","Sx",2
"MHms_WA","MHms_WA/112","Yc",2
"MHms_WA","MHms_WA/113","Ba",1
"MHms_WA","MHms_WA/113","Bl",2
"MHms_WA","MHms_WA/113","Hm",2
"MHms_WA","MHms_WA/113","Sx",2
"MHms_WA","MHms_WA/113","Yc",2
"MHmsp_WA","MHmsp_WA/00","Ba",3
"MHmsp_WA","MHmsp_WA/00","Bl",3
"MHmsp_WA","MHmsp_WA/00","Hm",3
"MHmsp_WA","MHmsp_WA/00","Pa",3
"MHRFdm_OR","MHRFdm_OR/101","Bc",1
"MHRFdm_OR","MHRFdm_OR/101","Bm",1
"MHRFdm_OR","MHRFdm_OR/101","Bp",5
"MHRFdm_OR","MHRFdm_OR/101","Fd",2
"MHRFdm_OR","MHRFdm_OR/101","Hm",2
"MHRFdm_OR","MHRFdm_OR/101","Oa",3
"MHRFdm_OR","MHRFdm_OR/101","Oy",2
"MHRFdm_OR","MHRFdm_OR/101","Ps",3
"MHRFdm_OR","MHRFdm_OR/101","Pw",2
"MHRFdm_OR","MHRFdm_OR/102","Bc",2
"MHRFdm_OR","MHRFdm_OR/102","Bm",1
"MHRFdm_OR","MHRFdm_OR/102","Fd",3
"MHRFdm_OR","MHRFdm_OR/102","Hm",3
"MHRFdm_OR","MHRFdm_OR/102","Pl",2
"MHRFdm_OR","MHRFdm_OR/102","Pw",2
"MHRFdm_OR","MHRFdm_OR/102","Py",3
"MHRFdm_OR","MHRFdm_OR/110","Bc",1
"MHRFdm_OR","MHRFdm_OR/110","Bm",1
"MHRFdm_OR","MHRFdm_OR/110","Hm",3
"MHRFdm_OR","MHRFdm_OR/110","Oa",3
"MHRFdm_OR","MHRFdm_OR/110","Qc",5
"MHRFdmp_OR","MHRFdmp_OR/00","Bc",3
"MHRFdmp_OR","MHRFdmp_OR/00","Bm",3
"MHRFdmp_OR","MHRFdmp_OR/00","Hm",3
"MHRFds_CA","MHRFds_CA/101","Bc",2
"MHRFds_CA","MHRFds_CA/101","Bm",1
"MHRFds_CA","MHRFds_CA/101","Hm",3
"MHRFds_CA","MHRFds_CA/101","Pl",2
"MHRFds_CA","MHRFds_CA/101","Ps",2
"MHRFds_CA","MHRFds_CA/101","Pw",2
"MHRFds_CA","MHRFds_CA/102","Bc",1
"MHRFds_CA","MHRFds_CA/102","Bm",1
"MHRFds_CA","MHRFds_CA/102","Oy",5
"MHRFds_CA","MHRFds_CA/102","Pa",3
"MHRFds_CA","MHRFds_CA/102","Pl",2
"MHRFds_CA","MHRFds_CA/102","Ps",3
"MHRFds_CA","MHRFds_CA/102","Pw",2
"MHRFds_CA","MHRFds_CA/102","Py",2
"MHRFds_CA","MHRFds_CA/102","Pz",2
"MHRFds_CA","MHRFds_CA/110","Bc",3
"MHRFds_CA","MHRFds_CA/110","Bm",1
"MHRFds_CA","MHRFds_CA/110","Hm",1
"MHRFds_CA","MHRFds_CA/110","Oa",3
"MHRFds_CA","MHRFds_CA/110","Pl",2
"MHRFds_CA","MHRFds_CA/110","Pw",3
"MHRFdsp_CA","MHRFdsp_CA/00","Bc",3
"MHRFdsp_CA","MHRFdsp_CA/00","Bm",3
"MHRFdsp_CA","MHRFdsp_CA/00","Hm",3
"MHRFmm_OR","MHRFmm_OR/101","Bc",2
"MHRFmm_OR","MHRFmm_OR/101","Bm",1
"MHRFmm_OR","MHRFmm_OR/101","Bp",2
"MHRFmm_OR","MHRFmm_OR/101","Fd",3
"MHRFmm_OR","MHRFmm_OR/101","Hm",1
"MHRFmm_OR","MHRFmm_OR/101","Oy",3
"MHRFmm_OR","MHRFmm_OR/101","Pl",2
"MHRFmm_OR","MHRFmm_OR/101","Pw",2
"MHRFmm_OR","MHRFmm_OR/102","Bm",2
"MHRFmm_OR","MHRFmm_OR/102","Fd",3
"MHRFmm_OR","MHRFmm_OR/102","Hm",1
"MHRFmm_OR","MHRFmm_OR/102","Pa",3
"MHRFmm_OR","MHRFmm_OR/102","Pl",2
"MHRFmm_OR","MHRFmm_OR/102","Pw",2
"MHRFmm_OR","MHRFmm_OR/110","Ba",3
"MHRFmm_OR","MHRFmm_OR/110","Bc",1
"MHRFmm_OR","MHRFmm_OR/110","Bm",1
"MHRFmm_OR","MHRFmm_OR/110","Fd",2
"MHRFmm_OR","MHRFmm_OR/110","Hm",2
"MHRFmm_OR","MHRFmm_OR/110","Oa",3
"MHRFmm_OR","MHRFmm_OR/110","Pw",2
"MHRFmmp_OR","MHRFmmp_OR/00","Bc",3
"MHRFmmp_OR","MHRFmmp_OR/00","Bm",3
"MHRFmmp_OR","MHRFmmp_OR/00","Hm",3
"MHun","MHun/d","Hm",2
"MHun","MHun/h","Hm",3
"MHun","MHun/m","Hm",1
"MHunp","MHunp/00","Hm",3
"MHwh","MHwh/101","Cw",3
"MHwh","MHwh/101","Hm",1
"MHwh","MHwh/101","Hw",2
"MHwh","MHwh/101","Ss",2
"MHwh","MHwh/101","Yc",1
"MHwh","MHwh/101a","Cw",3
"MHwh","MHwh/101b","Cw",3
"MHwh","MHwh/101c","Cw",3
"MHwh","MHwh/102","Cw",3
"MHwh","MHwh/102","Hm",2
"MHwh","MHwh/102","Pl",3
"MHwh","MHwh/102","Yc",3
"MHwh","MHwh/110","Cw",3
"MHwh","MHwh/110","Hm",1
"MHwh","MHwh/110","Hw",3
"MHwh","MHwh/110","Ss",2
"MHwh","MHwh/110","Yc",1
"MHwh","MHwh/111","Cw",3
"MHwh","MHwh/111","Hm",1
"MHwh","MHwh/111","Hw",3
"MHwh","MHwh/111","Ss",2
"MHwh","MHwh/111","Yc",1
"MHwh","MHwh/Wb53","Cw",3
"MHwh","MHwh/Wb53","Hm",3
"MHwh","MHwh/Wb53","Pl",3
"MHwh","MHwh/Wb53","Yc",3
"MHwh1","MHwh1/01","Ba",2
"MHwh1","MHwh1/01","Cw",3
"MHwh1","MHwh1/01","Hm",2
"MHwh1","MHwh1/01","Hw",2
"MHwh1","MHwh1/01","Ss",2
"MHwh1","MHwh1/01","Yc",2
"MHwh1","MHwh1/02","Ba",3
"MHwh1","MHwh1/02","Cw",3
"MHwh1","MHwh1/02","Hm",2
"MHwh1","MHwh1/02","Yc",3
"MHwh1","MHwh1/03","Cw",3
"MHwh1","MHwh1/03","Hm",1
"MHwh1","MHwh1/03","Hw",3
"MHwh1","MHwh1/03","Ss",2
"MHwh1","MHwh1/03","Yc",1
"MHwh1","MHwh1/04","Ba",2
"MHwh1","MHwh1/04","Cw",3
"MHwh1","MHwh1/04","Hm",1
"MHwh1","MHwh1/04","Hw",2
"MHwh1","MHwh1/04","Yc",1
"MHwh1","MHwh1/05","Ba",1
"MHwh1","MHwh1/05","Cw",2
"MHwh1","MHwh1/05","Hm",2
"MHwh1","MHwh1/05","Hw",2
"MHwh1","MHwh1/05","Pl",5
"MHwh1","MHwh1/05","Ss",2
"MHwh1","MHwh1/05","Yc",1
"MHwh1","MHwh1/06","Ba",3
"MHwh1","MHwh1/06","Cw",2
"MHwh1","MHwh1/06","Hm",2
"MHwh1","MHwh1/06","Hw",3
"MHwh1","MHwh1/06","Ss",3
"MHwh1","MHwh1/06","Yc",3
"MHwh1","MHwh1/07","Ba",2
"MHwh1","MHwh1/07","Cw",3
"MHwh1","MHwh1/07","Hm",2
"MHwh1","MHwh1/07","Hw",3
"MHwh1","MHwh1/07","Ss",2
"MHwh1","MHwh1/07","Yc",3
"MHwh1","MHwh1/08","Ba",3
"MHwh1","MHwh1/08","Cw",3
"MHwh1","MHwh1/08","Hm",2
"MHwh1","MHwh1/08","Hw",3
"MHwh1","MHwh1/08","Yc",3
"MHwh1","MHwh1/09","Ba",3
"MHwh1","MHwh1/09","Cw",2
"MHwh1","MHwh1/09","Hm",3
"MHwh1","MHwh1/09","Hw",3
"MHwh1","MHwh1/09","Ss",3
"MHwh1","MHwh1/09","Yc",3
"MHwhp","MHwhp/00","Hm",3
"MSab","MSab/a","X",1
"MSab","MSab/b","Acb",3
"MSab","MSab/b","At",2
"MSab","MSab/b","Ep",3
"MSab","MSab/b","Fd",2
"MSab","MSab/b","Pf",2
"MSab","MSab/b","Pl",1
"MSab","MSab/b","Sx",1
"MSab","MSab/c","Acb",3
"MSab","MSab/c","At",1
"MSab","MSab/c","Bb",5
"MSab","MSab/c","Ep",3
"MSab","MSab/c","Fd",3
"MSab","MSab/c","Pl",1
"MSab","MSab/c","Sb",5
"MSab","MSab/c","Sx",1
"MSab","MSab/d","Acb",1
"MSab","MSab/d","At",1
"MSab","MSab/d","Ep",3
"MSab","MSab/d","Sx",2
"MSab","MSab/f","Acb",3
"MSab","MSab/f","Bl",3
"MSab","MSab/f","Ep",3
"MSab","MSab/f","Sx",1
"MSab","MSab/g","Lt",3
"MSab","MSab/g","Sb",5
