"BGC","SS_NoSpace","Spp","ESuit"
"MSab","MSab/g","Sx",3
"MSab_N","MSab_N/a","X",1
"MSab_N","MSab_N/b","Acb",3
"MSab_N","MSab_N/b","At",2
"MSab_N","MSab_N/b","Ep",3
"MSab_N","MSab_N/b","Fd",5
"MSab_N","MSab_N/b","Pl",1
"MSab_N","MSab_N/b","Sx",1
"MSab_N","MSab_N/c","Acb",3
"MSab_N","MSab_N/c","At",1
"MSab_N","MSab_N/c","Bb",5
"MSab_N","MSab_N/c","Ep",3
"MSab_N","MSab_N/c","Fd",5
"MSab_N","MSab_N/c","Pl",1
"MSab_N","MSab_N/c","Sb",5
"MSab_N","MSab_N/c","Sx",1
"MSab_N","MSab_N/d","Acb",1
"MSab_N","MSab_N/d","At",1
"MSab_N","MSab_N/d","Ep",3
"MSab_N","MSab_N/d","Sx",2
"MSab_N","MSab_N/f","Acb",3
"MSab_N","MSab_N/f","Ep",3
"MSab_N","MSab_N/f","Sx",1
"MSab_N","MSab_N/g","Lt",3
"MSab_N","MSab_N/g","Sb",1
"MSab_N","MSab_N/g","Sx",3
"MSdc1","MSdc1/01","At",3
"MSdc1","MSdc1/01","Bl",2
"MSdc1","MSdc1/01","Fd",2
"MSdc1","MSdc1/01","Lw",4
"MSdc1","MSdc1/01","Pa",3
"MSdc1","MSdc1/01","Pl",1
"MSdc1","MSdc1/01","Pw",3
"MSdc1","MSdc1/01","Sx",1
"MSdc1","MSdc1/02","Bl",3
"MSdc1","MSdc1/02","Fd",2
"MSdc1","MSdc1/02","Lw",4
"MSdc1","MSdc1/02","Pa",3
"MSdc1","MSdc1/02","Pl",1
"MSdc1","MSdc1/02","Py",3
"MSdc1","MSdc1/02","Sx",3
"MSdc1","MSdc1/03","At",3
"MSdc1","MSdc1/03","Bl",3
"MSdc1","MSdc1/03","Fd",2
"MSdc1","MSdc1/03","Lw",4
"MSdc1","MSdc1/03","Pa",3
"MSdc1","MSdc1/03","Pl",1
"MSdc1","MSdc1/03","Pw",3
"MSdc1","MSdc1/03","Sx",3
"MSdc1","MSdc1/04","Act",3
"MSdc1","MSdc1/04","At",3
"MSdc1","MSdc1/04","Bl",2
"MSdc1","MSdc1/04","Fd",2
"MSdc1","MSdc1/04","Pl",1
"MSdc1","MSdc1/04","Sx",1
"MSdc2","MSdc2/01","Bl",2
"MSdc2","MSdc2/01","Fd",2
"MSdc2","MSdc2/01","Pa",3
"MSdc2","MSdc2/01","Pl",1
"MSdc2","MSdc2/01","Sx",1
"MSdc2","MSdc2/02","Bl",3
"MSdc2","MSdc2/02","Fd",2
"MSdc2","MSdc2/02","Pa",3
"MSdc2","MSdc2/02","Pl",1
"MSdc2","MSdc2/03","Bl",2
"MSdc2","MSdc2/03","Fd",1
"MSdc2","MSdc2/03","Pa",3
"MSdc2","MSdc2/03","Pl",1
"MSdc2","MSdc2/04","Bl",2
"MSdc2","MSdc2/04","Pa",3
"MSdc2","MSdc2/04","Pl",1
"MSdc2","MSdc2/04","Sx",2
"MSdc2","MSdc2/05","Bl",1
"MSdc2","MSdc2/05","Pl",1
"MSdc2","MSdc2/05","Sx",1
"MSdc2","MSdc2/06","Bl",1
"MSdc2","MSdc2/06","Pl",1
"MSdc2","MSdc2/06","Sx",1
"MSdc2","MSdc2/07","Bl",1
"MSdc2","MSdc2/07","Pl",2
"MSdc2","MSdc2/07","Sx",1
"MSdc2","MSdc2/08","Bl",2
"MSdc2","MSdc2/08","Pl",2
"MSdc2","MSdc2/08","Sx",1
"MSdc3","MSdc3/01","Bl",1
"MSdc3","MSdc3/01","Fd",2
"MSdc3","MSdc3/01","Lw",4
"MSdc3","MSdc3/01","Pl",1
"MSdc3","MSdc3/01","Sx",1
"MSdc3","MSdc3/02","Fd",2
"MSdc3","MSdc3/02","Pa",2
"MSdc3","MSdc3/02","Pl",1
"MSdc3","MSdc3/02","Py",2
"MSdc3","MSdc3/03","Bl",3
"MSdc3","MSdc3/03","Fd",2
"MSdc3","MSdc3/03","Lw",4
"MSdc3","MSdc3/03","Pa",3
"MSdc3","MSdc3/03","Pl",1
"MSdc3","MSdc3/03","Py",3
"MSdc3","MSdc3/03","Sx",3
"MSdc3","MSdc3/04","Bl",1
"MSdc3","MSdc3/04","Pl",2
"MSdc3","MSdc3/04","Sx",1
"MSdh_UT","MSdh_UT/101","At",1
"MSdh_UT","MSdh_UT/101","Bc",2
"MSdh_UT","MSdh_UT/101","Bl",2
"MSdh_UT","MSdh_UT/101","Fd",1
"MSdh_UT","MSdh_UT/101","Om",2
"MSdh_UT","MSdh_UT/101","Py",2
"MSdh_UT","MSdh_UT/101","Qa",1
"MSdh_UT","MSdh_UT/101","Sx",3
"MSdh_UT","MSdh_UT/102","Jr",1
"MSdh_UT","MSdh_UT/102","Pe",2
"MSdh_UT","MSdh_UT/102","Pf",2
"MSdh_UT","MSdh_UT/103","At",2
"MSdh_UT","MSdh_UT/103","Fd",3
"MSdh_UT","MSdh_UT/103","Jr",1
"MSdh_UT","MSdh_UT/103","Om",3
"MSdh_UT","MSdh_UT/103","Pf",2
"MSdh_UT","MSdh_UT/103","Py",3
"MSdh_UT","MSdh_UT/110","At",1
"MSdh_UT","MSdh_UT/110","Bc",2
"MSdh_UT","MSdh_UT/110","Bl",2
"MSdh_UT","MSdh_UT/110","Fd",1
"MSdh_UT","MSdh_UT/110","Pl",2
"MSdh_UT","MSdh_UT/110","Sx",2
"MSdh_UT","MSdh_UT/111","At",1
"MSdh_UT","MSdh_UT/111","Bc",2
"MSdh_UT","MSdh_UT/111","Bl",1
"MSdh_UT","MSdh_UT/111","Pl",3
"MSdh_WY","MSdh_WY/101","At",2
"MSdh_WY","MSdh_WY/101","Bl",2
"MSdh_WY","MSdh_WY/101","Fd",2
"MSdh_WY","MSdh_WY/101","Pa",3
"MSdh_WY","MSdh_WY/101","Pl",1
"MSdh_WY","MSdh_WY/101","Sx",1
"MSdh_WY","MSdh_WY/102","Bl",5
"MSdh_WY","MSdh_WY/102","Fd",1
"MSdh_WY","MSdh_WY/102","Pa",3
"MSdh_WY","MSdh_WY/102","Pf",3
"MSdh_WY","MSdh_WY/102","Pl",1
"MSdh_WY","MSdh_WY/103","Bl",3
"MSdh_WY","MSdh_WY/103","Fd",1
"MSdh_WY","MSdh_WY/103","Pa",2
"MSdh_WY","MSdh_WY/103","Pl",1
"MSdh_WY","MSdh_WY/103","Sx",3
"MSdh_WY","MSdh_WY/110","Act",5
"MSdh_WY","MSdh_WY/110","At",5
"MSdh_WY","MSdh_WY/110","Bl",1
"MSdh_WY","MSdh_WY/110","Fd",2
"MSdh_WY","MSdh_WY/110","Pa",5
"MSdh_WY","MSdh_WY/110","Pl",1
"MSdh_WY","MSdh_WY/110","Sx",1
"MSdh_WY","MSdh_WY/111","Bl",1
"MSdh_WY","MSdh_WY/111","Pl",1
"MSdh_WY","MSdh_WY/111","Sx",1
"MSdh_WY","MSdh_WY/112","At",2
"MSdh_WY","MSdh_WY/112","Bl",2
"MSdh_WY","MSdh_WY/112","Fd",2
"MSdh_WY","MSdh_WY/112","Pl",1
"MSdh_WY","MSdh_WY/112","Sx",1
"MSdh_WY","MSdh_WY/113","Act",2
"MSdh_WY","MSdh_WY/113","Bl",2
"MSdh_WY","MSdh_WY/113","Pl",2
"MSdh_WY","MSdh_WY/113","Sx",1
"MSdk","MSdk/101","Act",3
"MSdk","MSdk/101","At",2
"MSdk","MSdk/101","Bl",3
"MSdk","MSdk/101","Ep",2
"MSdk","MSdk/101","Fd",2
"MSdk","MSdk/101","Lw",3
"MSdk","MSdk/101","Pl",2
"MSdk","MSdk/101","Sx",1
"MSdk","MSdk/102","At",3
"MSdk","MSdk/102","Ep",3
"MSdk","MSdk/102","Fd",2
"MSdk","MSdk/102","Pf",3
"MSdk","MSdk/102","Pl",3
"MSdk","MSdk/102","Py",4
"MSdk","MSdk/103","At",3
"MSdk","MSdk/103","Bl",3
"MSdk","MSdk/103","Ep",3
"MSdk","MSdk/103","Fd",1
"MSdk","MSdk/103","Lw",3
"MSdk","MSdk/103","Pf",3
"MSdk","MSdk/103","Pl",2
"MSdk","MSdk/103","Py",4
"MSdk","MSdk/103","Sx",3
"MSdk","MSdk/104","At",3
"MSdk","MSdk/104","Bl",3
"MSdk","MSdk/104","Pl",1
"MSdk","MSdk/104","Sx",1
"MSdk","MSdk/105","At",2
"MSdk","MSdk/105","Bl",3
"MSdk","MSdk/105","Ep",2
"MSdk","MSdk/105","Fd",1
"MSdk","MSdk/105","Lw",3
"MSdk","MSdk/105","Pl",1
"MSdk","MSdk/105","Sx",2
"MSdk","MSdk/110","Act",2
"MSdk","MSdk/110","At",2
"MSdk","MSdk/110","Bl",2
"MSdk","MSdk/110","Cw",3
"MSdk","MSdk/110","Ep",2
"MSdk","MSdk/110","Fd",2
"MSdk","MSdk/110","Lw",3
"MSdk","MSdk/110","Pl",2
"MSdk","MSdk/110","Sx",1
"MSdk","MSdk/111","Act",2
"MSdk","MSdk/111","At",3
"MSdk","MSdk/111","Bl",3
"MSdk","MSdk/111","Ep",3
"MSdk","MSdk/111","Sx",2
"MSdk","MSdk/112","Act",3
"MSdk","MSdk/112","At",3
"MSdk","MSdk/112","Bl",3
"MSdk","MSdk/112","Ep",3
"MSdk","MSdk/112","Pl",3
"MSdk","MSdk/112","Sx",2
"MSdk_CO","MSdk_CO/101","At",1
"MSdk_CO","MSdk_CO/101","Bc",2
"MSdk_CO","MSdk_CO/101","Bl",2
"MSdk_CO","MSdk_CO/101","Bla",2
"MSdk_CO","MSdk_CO/101","Fd",1
"MSdk_CO","MSdk_CO/101","Sx",1
"MSdk_CO","MSdk_CO/102","Jr",1
"MSdk_CO","MSdk_CO/102","Pf",2
"MSdk_CO","MSdk_CO/102","Py",3
"MSdk_CO","MSdk_CO/102","Qa",2
"MSdk_CO","MSdk_CO/103","At",3
"MSdk_CO","MSdk_CO/103","Fd",1
"MSdk_CO","MSdk_CO/103","Jr",3
"MSdk_CO","MSdk_CO/103","Pf",2
"MSdk_CO","MSdk_CO/103","Py",2
"MSdk_CO","MSdk_CO/103","Qa",2
"MSdk_CO","MSdk_CO/110","At",2
"MSdk_CO","MSdk_CO/110","Bc",2
"MSdk_CO","MSdk_CO/110","Bl",2
"MSdk_CO","MSdk_CO/110","Fd",2
"MSdk_CO","MSdk_CO/110","Sp",2
"MSdk_CO","MSdk_CO/110","Sx",1
"MSdk_CO","MSdk_CO/111","At",2
"MSdk_CO","MSdk_CO/111","Bc",2
"MSdk_CO","MSdk_CO/111","Bl",2
"MSdk_CO","MSdk_CO/111","Pl",3
"MSdk_CO","MSdk_CO/111","Sp",2
"MSdk_CO","MSdk_CO/111","Sx",1
"MSdk_CO","MSdk_CO/112","At",1
"MSdk_CO","MSdk_CO/112","Bc",3
"MSdk_CO","MSdk_CO/112","Bl",3
"MSdk_CO","MSdk_CO/112","Fd",2
"MSdk_CO","MSdk_CO/112","Sp",2
"MSdk_CO","MSdk_CO/112","Sx",2
"MSdk_CO","MSdk_CO/113","Aa",2
"MSdk_CO","MSdk_CO/113","At",1
"MSdk_CO","MSdk_CO/113","Bc",3
"MSdk_CO","MSdk_CO/113","Bl",3
"MSdk_CO","MSdk_CO/113","Sp",2
"MSdk_CO","MSdk_CO/113","Sx",2
"MSdm_WA","MSdm_WA/101","At",3
"MSdm_WA","MSdm_WA/101","Bl",2
"MSdm_WA","MSdm_WA/101","Fd",1
"MSdm_WA","MSdm_WA/101","Lw",2
"MSdm_WA","MSdm_WA/101","Pl",1
"MSdm_WA","MSdm_WA/101","Sx",1
"MSdm_WA","MSdm_WA/102","Fd",1
"MSdm_WA","MSdm_WA/102","Lw",2
"MSdm_WA","MSdm_WA/102","Pl",3
"MSdm_WA","MSdm_WA/102","Py",1
"MSdm_WA","MSdm_WA/103","Fd",1
"MSdm_WA","MSdm_WA/103","Lw",2
"MSdm_WA","MSdm_WA/103","Pl",2
"MSdm_WA","MSdm_WA/103","Py",2
"MSdm_WA","MSdm_WA/110","At",3
"MSdm_WA","MSdm_WA/110","Bl",1
"MSdm_WA","MSdm_WA/110","Fd",3
"MSdm_WA","MSdm_WA/110","Lw",3
"MSdm_WA","MSdm_WA/110","Pl",1
"MSdm_WA","MSdm_WA/110","Sx",1
"MSdm_WA","MSdm_WA/111","Act",3
"MSdm_WA","MSdm_WA/111","At",2
"MSdm_WA","MSdm_WA/111","Bl",1
"MSdm_WA","MSdm_WA/111","Bl",2
"MSdm_WA","MSdm_WA/111","Fd",3
"MSdm_WA","MSdm_WA/111","Sx",1
"MSdm_WA","MSdm_WA/112","At",2
"MSdm_WA","MSdm_WA/112","Bl",2
"MSdm_WA","MSdm_WA/112","Fd",2
"MSdm_WA","MSdm_WA/112","Lw",2
"MSdm_WA","MSdm_WA/112","Pl",1
"MSdm_WA","MSdm_WA/112","Sx",1
"MSdm_WA","MSdm_WA/113","Act",2
"MSdm_WA","MSdm_WA/113","At",2
"MSdm_WA","MSdm_WA/113","Bl",2
"MSdm_WA","MSdm_WA/113","Fd",3
"MSdm_WA","MSdm_WA/113","Pl",2
"MSdm_WA","MSdm_WA/113","Sx",1
"MSdm1","MSdm1/01","At",2
"MSdm1","MSdm1/01","Bl",1
"MSdm1","MSdm1/01","Fd",2
"MSdm1","MSdm1/01","Lw",2
"MSdm1","MSdm1/01","Pl",1
"MSdm1","MSdm1/01","Sx",1
"MSdm1","MSdm1/02","At",3
"MSdm1","MSdm1/02","Fd",1
"MSdm1","MSdm1/02","Lw",2
"MSdm1","MSdm1/02","Pl",2
"MSdm1","MSdm1/02","Py",4
"MSdm1","MSdm1/02","Sx",3
"MSdm1","MSdm1/03","At",3
"MSdm1","MSdm1/03","Bl",3
"MSdm1","MSdm1/03","Fd",1
"MSdm1","MSdm1/03","Lw",2
"MSdm1","MSdm1/03","Pl",2
"MSdm1","MSdm1/03","Py",4
"MSdm1","MSdm1/03","Sx",3
"MSdm1","MSdm1/04","At",2
"MSdm1","MSdm1/04","Bl",2
"MSdm1","MSdm1/04","Fd",2
"MSdm1","MSdm1/04","Lw",2
"MSdm1","MSdm1/04","Pl",1
"MSdm1","MSdm1/04","Sx",2
"MSdm1","MSdm1/05","At",2
"MSdm1","MSdm1/05","Bl",2
"MSdm1","MSdm1/05","Fd",5
"MSdm1","MSdm1/05","Lw",5
"MSdm1","MSdm1/05","Pl",1
"MSdm1","MSdm1/05","Sx",2
"MSdm1","MSdm1/06","Act",2
"MSdm1","MSdm1/06","At",2
"MSdm1","MSdm1/06","Bl",1
"MSdm1","MSdm1/06","Cw",2
"MSdm1","MSdm1/06","Ep",2
"MSdm1","MSdm1/06","Fd",3
"MSdm1","MSdm1/06","Lw",3
"MSdm1","MSdm1/06","Pl",1
"MSdm1","MSdm1/06","Sx",1
"MSdm1","MSdm1/07","Act",2
"MSdm1","MSdm1/07","At",2
"MSdm1","MSdm1/07","Bl",1
"MSdm1","MSdm1/07","Ep",2
"MSdm1","MSdm1/07","Fd",2
"MSdm1","MSdm1/07","Lw",2
"MSdm1","MSdm1/07","Pl",2
"MSdm1","MSdm1/07","Sx",1
"MSdm1","MSdm1/08","Act",2
"MSdm1","MSdm1/08","At",2
"MSdm1","MSdm1/08","Bl",2
"MSdm1","MSdm1/08","Cw",5
"MSdm1","MSdm1/08","Ep",2
"MSdm1","MSdm1/08","Fd",5
"MSdm1","MSdm1/08","Lw",5
"MSdm1","MSdm1/08","Pl",2
"MSdm1","MSdm1/08","Sx",1
"MSdm1","MSdm1/101","At",2
"MSdm1","MSdm1/101","Bl",1
"MSdm1","MSdm1/101","Fd",2
"MSdm1","MSdm1/101","Lw",2
"MSdm1","MSdm1/101","Pl",1
"MSdm1","MSdm1/101","Sx",1
"MSdm1","MSdm1/102","At",3
"MSdm1","MSdm1/102","Fd",1
"MSdm1","MSdm1/102","Lw",2
"MSdm1","MSdm1/102","Pl",2
"MSdm1","MSdm1/102","Py",4
"MSdm1","MSdm1/103","At",3
"MSdm1","MSdm1/103","Bl",3
"MSdm1","MSdm1/103","Fd",1
"MSdm1","MSdm1/103","Lw",2
"MSdm1","MSdm1/103","Pl",2
"MSdm1","MSdm1/103","Py",4
"MSdm1","MSdm1/103","Sx",3
"MSdm1","MSdm1/104","At",2
"MSdm1","MSdm1/104","Bl",2
"MSdm1","MSdm1/104","Fd",2
"MSdm1","MSdm1/104","Lw",2
"MSdm1","MSdm1/104","Pl",1
"MSdm1","MSdm1/104","Sx",2
"MSdm1","MSdm1/110","Bl",2
"MSdm1","MSdm1/110","Fd",5
"MSdm1","MSdm1/110","Lw",5
"MSdm1","MSdm1/110","Pl",1
"MSdm1","MSdm1/110","Sx",2
"MSdm1","MSdm1/111","Act",2
"MSdm1","MSdm1/111","At",2
"MSdm1","MSdm1/111","Bl",1
"MSdm1","MSdm1/111","Cw",2
"MSdm1","MSdm1/111","Ep",2
"MSdm1","MSdm1/111","Fd",3
"MSdm1","MSdm1/111","Lw",3
"MSdm1","MSdm1/111","Pl",1
"MSdm1","MSdm1/111","Sx",1
"MSdm1","MSdm1/112","Act",2
"MSdm1","MSdm1/112","At",2
"MSdm1","MSdm1/112","Bl",1
"MSdm1","MSdm1/112","Ep",2
"MSdm1","MSdm1/112","Fd",2
"MSdm1","MSdm1/112","Lw",2
"MSdm1","MSdm1/112","Pl",2
"MSdm1","MSdm1/112","Sx",1
"MSdm1","MSdm1/113","Act",2
"MSdm1","MSdm1/113","At",2
"MSdm1","MSdm1/113","Bl",2
"MSdm1","MSdm1/113","Ep",2
"MSdm1","MSdm1/113","Fd",5
"MSdm1","MSdm1/113","Lw",5
"MSdm1","MSdm1/113","Pl",2
"MSdm1","MSdm1/113","Sx",1
"MSdm2","MSdm2/01","At",3
"MSdm2","MSdm2/01","Bl",2
"MSdm2","MSdm2/01","Fd",2
"MSdm2","MSdm2/01","Lw",4
"MSdm2","MSdm2/01","Pl",1
"MSdm2","MSdm2/01","Sx",1
"MSdm2","MSdm2/02","Bl",3
"MSdm2","MSdm2/02","Fd",2
"MSdm2","MSdm2/02","Pl",1
"MSdm2","MSdm2/02","Py",4
"MSdm2","MSdm2/03","At",3
"MSdm2","MSdm2/03","Bl",3
"MSdm2","MSdm2/03","Fd",2
"MSdm2","MSdm2/03","Lw",4
"MSdm2","MSdm2/03","Pl",1
"MSdm2","MSdm2/03","Py",4
"MSdm2","MSdm2/03","Sx",3
"MSdm2","MSdm2/04","At",3
"MSdm2","MSdm2/04","Bl",3
"MSdm2","MSdm2/04","Fd",2
"MSdm2","MSdm2/04","Lw",4
"MSdm2","MSdm2/04","Pl",1
"MSdm2","MSdm2/04","Sx",2
"MSdm2","MSdm2/05","Act",3
"MSdm2","MSdm2/05","At",3
"MSdm2","MSdm2/05","Bl",2
"MSdm2","MSdm2/05","Cw",5
"MSdm2","MSdm2/05","Fd",2
"MSdm2","MSdm2/05","Lw",4
"MSdm2","MSdm2/05","Pl",1
"MSdm2","MSdm2/05","Sx",1
"MSdm2","MSdm2/06","Act",3
"MSdm2","MSdm2/06","At",3
"MSdm2","MSdm2/06","Bl",2
"MSdm2","MSdm2/06","Fd",2
"MSdm2","MSdm2/06","Lw",4
"MSdm2","MSdm2/06","Pl",1
"MSdm2","MSdm2/06","Sx",1
"MSdm2","MSdm2/07","Act",3
"MSdm2","MSdm2/07","At",3
"MSdm2","MSdm2/07","Bl",2
"MSdm2","MSdm2/07","Pl",1
"MSdm2","MSdm2/07","Sx",2
"MSdm3","MSdm3/01","Bl",2
"MSdm3","MSdm3/01","Fd",2
"MSdm3","MSdm3/01","Lw",4
"MSdm3","MSdm3/01","Pl",1
"MSdm3","MSdm3/01","Sx",1
"MSdm3","MSdm3/03","Bl",3
"MSdm3","MSdm3/03","Fd",2
"MSdm3","MSdm3/03","Lw",4
"MSdm3","MSdm3/03","Pl",1
"MSdm3","MSdm3/03","Py",4
"MSdm3","MSdm3/03","Sx",3
"MSdm3","MSdm3/04","Bl",3
"MSdm3","MSdm3/04","Fd",1
"MSdm3","MSdm3/04","Lw",4
"MSdm3","MSdm3/04","Pl",1
"MSdm3","MSdm3/04","Sx",2
"MSdm3","MSdm3/05","Bl",2
"MSdm3","MSdm3/05","Cw",3
"MSdm3","MSdm3/05","Fd",2
"MSdm3","MSdm3/05","Lw",4
"MSdm3","MSdm3/05","Pl",1
"MSdm3","MSdm3/05","Sx",1
"MSdm3","MSdm3/06","Bl",1
"MSdm3","MSdm3/06","Cw",3
"MSdm3","MSdm3/06","Fd",3
"MSdm3","MSdm3/06","Lw",4
"MSdm3","MSdm3/06","Pl",2
"MSdm3","MSdm3/06","Sx",1
"MSdm3","MSdm3/07","Bl",2
"MSdm3","MSdm3/07","Pl",2
"MSdm3","MSdm3/07","Sx",1
"MSdv","MSdv/01","Bl",2
"MSdv","MSdv/01","Pl",1
"MSdv","MSdv/01","Sx",1
"MSdv","MSdv/02","Pl",2
"MSdv","MSdv/03","Bl",3
"MSdv","MSdv/03","Pl",1
"MSdv","MSdv/03","Sx",3
"MSdv","MSdv/04","Bl",3
"MSdv","MSdv/04","Pl",1
"MSdv","MSdv/04","Sx",3
"MSdv","MSdv/05","Bl",3
"MSdv","MSdv/05","Pl",1
"MSdv","MSdv/05","Sx",3
"MSdv","MSdv/06","Bl",2
"MSdv","MSdv/06","Pl",1
"MSdv","MSdv/06","Sx",2
"MSdv","MSdv/07","Bl",2
"MSdv","MSdv/07","Pl",1
"MSdv","MSdv/07","Sx",1
"MSdv","MSdv/08","Bl",2
"MSdv","MSdv/08","Pl",2
"MSdv","MSdv/08","Sx",1
"MSdv","MSdv/09","Bl",2
"MSdv","MSdv/09","Pl",2
"MSdv","MSdv/09","Sx",1
"MSdw","MSdw/101","Act",3
"MSdw","MSdw/101","At",2
"MSdw","MSdw/101","Bl",2
"MSdw","MSdw/101","Ep",2
"MSdw","MSdw/101","Fd",2
"MSdw","MSdw/101","Lw",1
"MSdw","MSdw/101","Pl",3
"MSdw","MSdw/101","Sx",1
"MSdw","MSdw/102","At",3
"MSdw","MSdw/102","Ep",3
"MSdw","MSdw/102","Fd",2
"MSdw","MSdw/102","Pf",3
"MSdw","MSdw/102","Pl",3
"MSdw","MSdw/102","Py",4
"MSdw","MSdw/103","At",3
"MSdw","MSdw/103","Bl",3
"MSdw","MSdw/103","Ep",3
"MSdw","MSdw/103","Fd",1
"MSdw","MSdw/103","Lw",2
"MSdw","MSdw/103","Pf",3
"MSdw","MSdw/103","Pl",2
"MSdw","MSdw/103","Py",4
"MSdw","MSdw/103","Sx",3
"MSdw","MSdw/104","At",3
"MSdw","MSdw/104","Bl",3
"MSdw","MSdw/104","Ep",3
"MSdw","MSdw/104","Fd",2
"MSdw","MSdw/104","Lw",2
"MSdw","MSdw/104","Pl",1
"MSdw","MSdw/104","Sx",3
"MSdw","MSdw/110","Act",2
"MSdw","MSdw/110","At",2
"MSdw","MSdw/110","Bl",2
"MSdw","MSdw/110","Cw",3
"MSdw","MSdw/110","Ep",2
"MSdw","MSdw/110","Fd",2
"MSdw","MSdw/110","Lw",2
"MSdw","MSdw/110","Pl",2
"MSdw","MSdw/110","Sx",1
"MSdw","MSdw/111","Act",2
"MSdw","MSdw/111","At",3
"MSdw","MSdw/111","Bl",3
"MSdw","MSdw/111","Ep",3
"MSdw","MSdw/111","Sx",2
"MSdw","MSdw/112","Act",5
"MSdw","MSdw/112","At",5
"MSdw","MSdw/112","Bl",3
"MSdw","MSdw/112","Ep",3
"MSdw","MSdw/112","Pl",3
"MSdw","MSdw/112","Sx",2
"MSdw_MT","MSdw_MT/101","Bl",3
"MSdw_MT","MSdw_MT/101","Fd",1
"MSdw_MT","MSdw_MT/101","Lw",1
"MSdw_MT","MSdw_MT/101","Pl",1
"MSdw_MT","MSdw_MT/101","Sx",1
"MSdw_MT","MSdw_MT/102","Fd",1
"MSdw_MT","MSdw_MT/102","Pa",3
"MSdw_MT","MSdw_MT/102","Pf",3
"MSdw_MT","MSdw_MT/102","Pl",2
"MSdw_MT","MSdw_MT/103","Bl",3
"MSdw_MT","MSdw_MT/103","Fd",1
"MSdw_MT","MSdw_MT/103","Lw",2
"MSdw_MT","MSdw_MT/103","Pl",1
"MSdw_MT","MSdw_MT/103","Py",3
"MSdw_MT","MSdw_MT/103","Sx",3
"MSdw_MT","MSdw_MT/110","Act",3
"MSdw_MT","MSdw_MT/110","At",3
"MSdw_MT","MSdw_MT/110","Bl",1
"MSdw_MT","MSdw_MT/110","Fd",2
"MSdw_MT","MSdw_MT/110","Lw",2
"MSdw_MT","MSdw_MT/110","Pl",2
"MSdw_MT","MSdw_MT/110","Sx",1
"MSdw_MT","MSdw_MT/111","Act",5
"MSdw_MT","MSdw_MT/111","At",5
"MSdw_MT","MSdw_MT/111","Bl",2
"MSdw_MT","MSdw_MT/111","Pl",2
"MSdw_MT","MSdw_MT/111","Sx",1
"MSdw_MT","MSdw_MT/112","Act",3
"MSdw_MT","MSdw_MT/112","At",2
"MSdw_MT","MSdw_MT/112","Bl",2
"MSdw_MT","MSdw_MT/112","Fd",3
"MSdw_MT","MSdw_MT/112","Lw",2
"MSdw_MT","MSdw_MT/112","Pl",2
"MSdw_MT","MSdw_MT/112","Sx",1
"MSdw_MT","MSdw_MT/113","Act",2
"MSdw_MT","MSdw_MT/113","Bl",2
"MSdw_MT","MSdw_MT/113","Sx",1
"MSmm_ID","MSmm_ID/101","At",3
"MSmm_ID","MSmm_ID/101","Bg",2
"MSmm_ID","MSmm_ID/101","Bl",2
"MSmm_ID","MSmm_ID/101","Fd",1
"MSmm_ID","MSmm_ID/101","Pl",1
"MSmm_ID","MSmm_ID/101","Sx",1
"MSmm_ID","MSmm_ID/102","Fd",1
"MSmm_ID","MSmm_ID/102","Pa",3
"MSmm_ID","MSmm_ID/102","Pl",3
"MSmm_ID","MSmm_ID/102","Py",1
"MSmm_ID","MSmm_ID/103","At",5
"MSmm_ID","MSmm_ID/103","Bg",3
"MSmm_ID","MSmm_ID/103","Bl",3
"MSmm_ID","MSmm_ID/103","Fd",1
"MSmm_ID","MSmm_ID/103","Lw",3
"MSmm_ID","MSmm_ID/103","Pl",1
"MSmm_ID","MSmm_ID/103","Py",3
"MSmm_ID","MSmm_ID/103","Sx",3
"MSmm_ID","MSmm_ID/110","Bg",3
"MSmm_ID","MSmm_ID/110","Bl",1
"MSmm_ID","MSmm_ID/110","Fd",2
"MSmm_ID","MSmm_ID/110","Pl",1
"MSmm_ID","MSmm_ID/110","Sx",1
"MSmm_ID","MSmm_ID/111","Bl",1
"MSmm_ID","MSmm_ID/111","Pl",2
"MSmm_ID","MSmm_ID/111","Sx",1
"MSmm_ID","MSmm_ID/112","At",3
"MSmm_ID","MSmm_ID/112","Bg",3
"MSmm_ID","MSmm_ID/112","Bl",1
"MSmm_ID","MSmm_ID/112","Fd",2
"MSmm_ID","MSmm_ID/112","Pl",2
"MSmm_ID","MSmm_ID/112","Sx",1
"MSmm_ID","MSmm_ID/113","At",3
"MSmm_ID","MSmm_ID/113","Bl",1
"MSmm_ID","MSmm_ID/113","Pl",3
"MSmm_ID","MSmm_ID/113","Sx",1
"MSmw1","MSmw1/01","Ba",2
"MSmw1","MSmw1/01","Bl",2
"MSmw1","MSmw1/01","Cw",3
"MSmw1","MSmw1/01","Fd",3
"MSmw1","MSmw1/01","Hw",2
"MSmw1","MSmw1/01","Lw",4
"MSmw1","MSmw1/01","Pl",1
"MSmw1","MSmw1/01","Pw",2
"MSmw1","MSmw1/01","Sx",1
"MSmw1","MSmw1/02","Bl",2
"MSmw1","MSmw1/02","Fd",2
"MSmw1","MSmw1/02","Pl",2
"MSmw1","MSmw1/02","Pw",2
"MSmw1","MSmw1/02","Sx",2
"MSmw1","MSmw1/03","Ba",3
"MSmw1","MSmw1/03","Bl",1
