"Region","ZoneSubzone","SiteSeries","Standard","Species","Height"
"LMH28-Vancouver","CDFmm47","06","84005","Fd",4.00
"LMH28-Vancouver","CDFmm47","06","84005","Bg",2.25
"LMH28-Vancouver","CDFmm47","06","84005","Cw",2.00
"LMH28-Vancouver","CDFmm47","07","84006","Fd",4.00
"LMH28-Vancouver","CDFmm47","07","84006","Bg",2.25
"LMH28-Vancouver","CDFmm47","07","84006","Cw",2.00
"LMH28-Vancouver","CDFmm47","08","84007","Bg",2.25
"LMH28-Vancouver","CDFmm47","08","84007","Cw",2.00
"LMH28-Vancouver","CDFmm47","10*","84008","Pl",1.25
"LMH28-Vancouver","CDFmm47","10*","84008","Cw",1.00
"LMH28-Vancouver","CDFmm47","11","84009","Cw",1.00
"LMH28-Vancouver","CDFmm47","12","84010","Fd",4.00
"LMH28-Vancouver","CDFmm47","12","84010","Bg",2.25
"LMH28-Vancouver","CDFmm47","12","84010","Cw",2.00
"LMH28-Vancouver","CDFmm47","13","84011","Fd",4.00
"LMH28-Vancouver","CDFmm47","13","84011","Bg",2.25
"LMH28-Vancouver","CDFmm47","13","84011","Cw",2.00
"LMH28-Vancouver","CDFmm47","14","84012","Bg",1.40
"LMH28-Vancouver","CDFmm47","14","84012","Cw",1.00
"LMH28-Vancouver","CWHdm47","01","84013","Fd",3.00
"LMH28-Vancouver","CWHdm47","01","84013","Hw",3.00
"LMH28-Vancouver","CWHdm47","01","84013","Pw",2.50
"LMH28-Vancouver","CWHdm47","01","84013","Cw",1.50
"LMH28-Vancouver","CWHdm47","02*","84014","Fd",2.50
"LMH28-Vancouver","CWHdm47","02*","84014","Pl",1.25
"LMH28-Vancouver","CWHdm47","03","84015","Fd",2.50
"LMH28-Vancouver","CWHdm47","03","84015","Hw",2.00
"LMH28-Vancouver","CWHdm47","03","84015","Cw",1.00
"LMH28-Vancouver","CWHdm47","04","84016","Fd",3.00
"LMH28-Vancouver","CWHdm47","04","84016","Pw",2.50
"LMH28-Vancouver","CWHdm47","04","84016","Cw",1.50
"LMH28-Vancouver","CWHdm47","05","84017","Fd",4.00
"LMH28-Vancouver","CWHdm47","05","84017","Hw",4.00
"LMH28-Vancouver","CWHdm47","05","84017","Bg",3.50
"LMH28-Vancouver","CWHdm47","05","84017","Pw",2.50
"LMH28-Vancouver","CWHdm47","05","84017","Cw",2.00
"LMH28-Vancouver","CWHdm47","06","84018","Fd",3.00
"LMH28-Vancouver","CWHdm47","06","84018","Hw",3.00
"LMH28-Vancouver","CWHdm47","06","84018","Cw",1.50
"LMH28-Vancouver","CWHdm47","07","84019","Fd",4.00
"LMH28-Vancouver","CWHdm47","07","84019","Hw",4.00
"LMH28-Vancouver","CWHdm47","07","84019","Bg",3.50
"LMH28-Vancouver","CWHdm47","07","84019","Cw",2.00
"LMH28-Vancouver","CWHdm47","08","84020","Bg",3.50
"LMH28-Vancouver","CWHdm47","08","84020","Cw",2.00
"LMH28-Vancouver","CWHdm47","09","84021","Bg",3.50
"LMH28-Vancouver","CWHdm47","09","84021","Cw",2.00
"LMH28-Vancouver","CWHdm47","11*","84022","Pl",1.25
"LMH28-Vancouver","CWHdm47","11*","84022","Cw",1.00
"LMH28-Vancouver","CWHdm47","12","84023","Ss",3.00
"LMH28-Vancouver","CWHdm47","12","84023","Pw",2.50
"LMH28-Vancouver","CWHdm47","12","84023","Hw",2.00
"LMH28-Vancouver","CWHdm47","12","84023","Cw",1.00
"LMH28-Vancouver","CWHdm47","13","84024","Fd",4.00
"LMH28-Vancouver","CWHdm47","13","84024","Bg",3.50
"LMH28-Vancouver","CWHdm47","13","84024","Cw",2.00
"LMH28-Vancouver","CWHdm47","14","84025","Bg",3.50
"LMH28-Vancouver","CWHdm47","14","84025","Cw",2.00
"LMH28-Vancouver","CWHdm47","15","84026","Cw",1.00
"LMH28-Vancouver","CWHds147","01","84027","Pw",2.50
"LMH28-Vancouver","CWHds147","01","84027","Fd",2.25
"LMH28-Vancouver","CWHds147","01","84027","Cw",1.50
"LMH28-Vancouver","CWHds147","02*","84028","Fd",1.50
"LMH28-Vancouver","CWHds147","02*","84028","Pl",1.25
"LMH28-Vancouver","CWHds147","03","84029","Fd",1.50
"LMH28-Vancouver","CWHds147","03","84029","Pl",1.25
"LMH28-Vancouver","CWHds147","03","84029","Py",1.00
"LMH28-Vancouver","CWHds147","03","84029","Cw",1.00
"LMH28-Vancouver","CWHds147","04","84030","Pw",2.50
"LMH28-Vancouver","CWHds147","04","84030","Fd",2.25
"LMH28-Vancouver","CWHds147","04","84030","Cw",1.50
"LMH28-Vancouver","CWHds147","05","84031","Pw",2.50
"LMH28-Vancouver","CWHds147","05","84031","Fd",2.25
"LMH28-Vancouver","CWHds147","05","84031","Cw",1.50
"LMH28-Vancouver","CWHds147","05","84031","Se",1.00
"LMH28-Vancouver","CWHds147","06","84032","Fd",2.25
"LMH28-Vancouver","CWHds147","06","84032","Cw",1.50
"LMH28-Vancouver","CWHds147","06","84032","Hw",1.00
"LMH28-Vancouver","CWHds147","07","84033","Fd",3.00
"LMH28-Vancouver","CWHds147","07","84033","Bg",2.00
"LMH28-Vancouver","CWHds147","07","84033","Cw",2.00
"LMH28-Vancouver","CWHds147","07","84033","Hw",1.25
"LMH28-Vancouver","CWHds147","08","84034","Ss",3.00
"LMH28-Vancouver","CWHds147","08","84034","Others",2.00
"LMH28-Vancouver","CWHds147","09","84035","All",2.00
"LMH28-Vancouver","CWHds147","11*","84036","Pl",1.25
"LMH28-Vancouver","CWHds147","11*","84036","Cw",1.00
"LMH28-Vancouver","CWHds147","12","84037","Pl",1.25
"LMH28-Vancouver","CWHds147","12","84037","Cw",1.00
"LMH28-Vancouver","CWHds247","01","84038","Fd",2.25
"LMH28-Vancouver","CWHds247","01","84038","Cw",1.50
"LMH28-Vancouver","CWHds247","01","84038","Hw",1.00
"LMH28-Vancouver","CWHds247","02*","84039","Fd",1.50
"LMH28-Vancouver","CWHds247","02*","84039","Pl",1.25
"LMH28-Vancouver","CWHds247","03","84040","Fd",2.25
"LMH28-Vancouver","CWHds247","03","84040","Pl",2.00
"LMH28-Vancouver","CWHds247","03","84040","Cw",1.50
"LMH28-Vancouver","CWHds247","04","84041","Fd",2.25
"LMH28-Vancouver","CWHds247","04","84041","Pl",2.00
"LMH28-Vancouver","CWHds247","04","84041","Cw",1.50
"LMH28-Vancouver","CWHds247","05","84042","Fd",2.25
"LMH28-Vancouver","CWHds247","05","84042","Cw",1.50
"LMH28-Vancouver","CWHds247","05","84042","Se",1.00
"LMH28-Vancouver","CWHds247","06","84043","Fd",2.25
"LMH28-Vancouver","CWHds247","06","84043","Cw",1.50
"LMH28-Vancouver","CWHds247","06","84043","Hw",1.00
"LMH28-Vancouver","CWHds247","07","84044","Fd",3.00
"LMH28-Vancouver","CWHds247","07","84044","Ss",3.00
"LMH28-Vancouver","CWHds247","07","84044","Cw",2.00
"LMH28-Vancouver","CWHds247","08","84045","Ss",3.00
"LMH28-Vancouver","CWHds247","08","84045","Cw",2.00
"LMH28-Vancouver","CWHds247","09","84046","Ss",3.00
"LMH28-Vancouver","CWHds247","09","84046","Cw",2.00
"LMH28-Vancouver","CWHds247","11*","84047","Pl",1.25
"LMH28-Vancouver","CWHds247","11*","84047","Cw",1.00
"LMH28-Vancouver","CWHds247","12","84048","All",1.00
"LMH28-Vancouver","CWHmm147","01","84049","Fd",3.00
"LMH28-Vancouver","CWHmm147","01","84049","Hw",2.00
"LMH28-Vancouver","CWHmm147","01","84049","Cw",1.50
"LMH28-Vancouver","CWHmm147","02","84050","Fd",2.00
"LMH28-Vancouver","CWHmm147","02","84050","Pl",1.25
"LMH28-Vancouver","CWHmm147","02","84050","Cw",1.00
"LMH28-Vancouver","CWHmm147","03","84051","Fd",2.00
"LMH28-Vancouver","CWHmm147","03","84051","Cw",1.00
"LMH28-Vancouver","CWHmm147","04","84052","Pw",2.50
"LMH28-Vancouver","CWHmm147","04","84052","Fd",2.00
"LMH28-Vancouver","CWHmm147","04","84052","Cw",1.00
"LMH28-Vancouver","CWHmm147","05","84053","Fd",3.00
"LMH28-Vancouver","CWHmm147","05","84053","Pw",2.50
"LMH28-Vancouver","CWHmm147","05","84053","Cw",1.50
"LMH28-Vancouver","CWHmm147","06","84054","Fd",3.00
"LMH28-Vancouver","CWHmm147","06","84054","Hw",2.00
"LMH28-Vancouver","CWHmm147","06","84054","Cw",1.50
"LMH28-Vancouver","CWHmm147","07","84055","Fd",4.00
"LMH28-Vancouver","CWHmm147","07","84055","Cw",2.00
"LMH28-Vancouver","CWHmm147","08","84056","Ss",4.00
"LMH28-Vancouver","CWHmm147","08","84056","Cw",2.00
"LMH28-Vancouver","CWHmm147","08","84056","Ba",1.00
"LMH28-Vancouver","CWHmm147","09","84057","Cw",2.00
"LMH28-Vancouver","CWHmm147","09","84057","Ba",1.00
"LMH28-Vancouver","CWHmm147","11*","84058","Pl",1.25
"LMH28-Vancouver","CWHmm147","11*","84058","Cw",1.00
"LMH28-Vancouver","CWHmm147","12","84059","Ss",2.00
"LMH28-Vancouver","CWHmm147","12","84059","Hw",1.75
"LMH28-Vancouver","CWHmm147","12","84059","Cw",1.00
"LMH28-Vancouver","CWHmm247","01","84060","Fd",2.25
"LMH28-Vancouver","CWHmm247","01","84060","Hw",1.25
"LMH28-Vancouver","CWHmm247","01","84060","Ba",0.75
"LMH28-Vancouver","CWHmm247","01","84060","Others",1.00
"LMH28-Vancouver","CWHmm247","02","84061","Fd",1.50
"LMH28-Vancouver","CWHmm247","02","84061","Pl",1.25
"LMH28-Vancouver","CWHmm247","02","84061","Cw",0.75
"LMH28-Vancouver","CWHmm247","03","84062","Fd",1.50
"LMH28-Vancouver","CWHmm247","03","84062","Hw",1.00
"LMH28-Vancouver","CWHmm247","03","84062","Se",0.50
"LMH28-Vancouver","CWHmm247","03","84062","Others",0.75
"LMH28-Vancouver","CWHmm247","04","84063","Pw",2.50
"LMH28-Vancouver","CWHmm247","04","84063","Fd",1.50
"LMH28-Vancouver","CWHmm247","04","84063","Se",0.50
"LMH28-Vancouver","CWHmm247","04","84063","Others",0.75
"LMH28-Vancouver","CWHmm247","05","84064","Pw",2.50
"LMH28-Vancouver","CWHmm247","05","84064","Fd",2.25
"LMH28-Vancouver","CWHmm247","05","84064","Bp",1.00
"LMH28-Vancouver","CWHmm247","05","84064","Cw",1.00
"LMH28-Vancouver","CWHmm247","05","84064","Yc",1.00
"LMH28-Vancouver","CWHmm247","05","84064","Ba",0.75
"LMH28-Vancouver","CWHmm247","06","84065","Fd",2.25
"LMH28-Vancouver","CWHmm247","06","84065","Hm",1.25
"LMH28-Vancouver","CWHmm247","06","84065","Hw",1.25
"LMH28-Vancouver","CWHmm247","06","84065","Cw",1.00
"LMH28-Vancouver","CWHmm247","06","84065","Yc",1.00
"LMH28-Vancouver","CWHmm247","06","84065","Ba",0.75
"LMH28-Vancouver","CWHmm247","07","84066","Hw",1.00
"LMH28-Vancouver","CWHmm247","07","84066","Others",0.75
"LMH28-Vancouver","CWHmm247","08","84067","Fd",3.00
"LMH28-Vancouver","CWHmm247","08","84067","Hw",1.75
"LMH28-Vancouver","CWHmm247","08","84067","Cw",1.25
"LMH28-Vancouver","CWHmm247","08","84067","Yc",1.25
"LMH28-Vancouver","CWHmm247","08","84067","Ba",1.00
"LMH28-Vancouver","CWHmm247","09*","84068","Pl",1.25
"LMH28-Vancouver","CWHmm247","09*","84068","Yc",0.75
"LMH28-Vancouver","CWHmm247","10","84069","Pw",2.50
"LMH28-Vancouver","CWHmm247","10","84069","Others",0.75
"LMH28-Vancouver","CWHms147","01","84070","Fd",2.25
"LMH28-Vancouver","CWHms147","01","84070","Cw",1.50
"LMH28-Vancouver","CWHms147","01","84070","Hw",1.50
"LMH28-Vancouver","CWHms147","01","84070","Yc",1.50
"LMH28-Vancouver","CWHms147","01","84070","Se",1.00
"LMH28-Vancouver","CWHms147","01","84070","Ba",0.75
"LMH28-Vancouver","CWHms147","02*","84071","Fd",1.50
"LMH28-Vancouver","CWHms147","02*","84071","Pl",1.25
"LMH28-Vancouver","CWHms147","03","84072","Fd",2.25
"LMH28-Vancouver","CWHms147","03","84072","Cw",1.50
"LMH28-Vancouver","CWHms147","03","84072","Se",1.00
"LMH28-Vancouver","CWHms147","03","84072","Ba",0.75
"LMH28-Vancouver","CWHms147","04","84073","Fd",3.00
"LMH28-Vancouver","CWHms147","04","84073","Pw",2.50
"LMH28-Vancouver","CWHms147","04","84073","Cw",2.00
"LMH28-Vancouver","CWHms147","04","84073","Hw",2.00
"LMH28-Vancouver","CWHms147","04","84073","Se",1.25
"LMH28-Vancouver","CWHms147","04","84073","Ba",1.00
"LMH28-Vancouver","CWHms147","05","84074","Ba",0.75
"LMH28-Vancouver","CWHms147","05","84074","Others",1.50
"LMH28-Vancouver","CWHms147","06","84075","Fd",3.00
"LMH28-Vancouver","CWHms147","06","84075","Bg",2.50
"LMH28-Vancouver","CWHms147","06","84075","Cw",2.00
"LMH28-Vancouver","CWHms147","06","84075","Yc",2.00
"LMH28-Vancouver","CWHms147","06","84075","Se",1.25
"LMH28-Vancouver","CWHms147","06","84075","Ba",1.00
"LMH28-Vancouver","CWHms147","07","84076","Ss",4.00
"LMH28-Vancouver","CWHms147","07","84076","Fd",3.00
"LMH28-Vancouver","CWHms147","07","84076","Cw",2.00
"LMH28-Vancouver","CWHms147","07","84076","Se",1.25
"LMH28-Vancouver","CWHms147","07","84076","Ba",1.00
"LMH28-Vancouver","CWHms147","08","84077","Cw",2.00
"LMH28-Vancouver","CWHms147","08","84077","Ba",1.00
"LMH28-Vancouver","CWHms147","10*","84078","Pl",1.25
"LMH28-Vancouver","CWHms147","10*","84078","Cw",1.00
"LMH28-Vancouver","CWHms147","11","84079","Pw",2.50
"LMH28-Vancouver","CWHms147","11","84079","Cw",1.00
"LMH28-Vancouver","CWHms147","11","84079","Yc",1.00
"LMH28-Vancouver","CWHms147","11","84079","Se",0.75
"LMH28-Vancouver","CWHms247","01","84080","Fd",2.25
"LMH28-Vancouver","CWHms247","01","84080","Ba",0.75
"LMH28-Vancouver","CWHms247","01","84080","Others",1.00
"LMH28-Vancouver","CWHms247","02*","84081","Fd",1.50
"LMH28-Vancouver","CWHms247","02*","84081","Pl",1.25
"LMH28-Vancouver","CWHms247","03","84082","Fd",2.25
"LMH28-Vancouver","CWHms247","03","84082","Others",1.00
"LMH28-Vancouver","CWHms247","04","84083","Fd",3.00
"LMH28-Vancouver","CWHms247","04","84083","Ba",1.00
"LMH28-Vancouver","CWHms247","04","84083","Others",1.25
"LMH28-Vancouver","CWHms247","05","84084","Hw",1.00
"LMH28-Vancouver","CWHms247","05","84084","Cw",1.00
"LMH28-Vancouver","CWHms247","05","84084","Ba",0.75
"LMH28-Vancouver","CWHms247","06","84085","Fd",3.00
"LMH28-Vancouver","CWHms247","06","84085","Others",1.25
"LMH28-Vancouver","CWHms247","07","84086","Cw",1.25
"LMH28-Vancouver","CWHms247","07","84086","Se",1.25
"LMH28-Vancouver","CWHms247","07","84086","Ba",1.00
"LMH28-Vancouver","CWHms247","08","84087","Cw",1.25
"LMH28-Vancouver","CWHms247","08","84087","Ba",1.00
"LMH28-Vancouver","CWHms247","10*","84088","Pl",1.25
"LMH28-Vancouver","CWHms247","10*","84088","Cw",0.75
"LMH28-Vancouver","CWHms247","11","84089","Ss",2.00
"LMH28-Vancouver","CWHms247","11","84089","Others",0.75
"LMH28-Vancouver","CWHvh147","01","84090","Hw",2.00
"LMH28-Vancouver","CWHvh147","01","84090","Cw",1.50
"LMH28-Vancouver","CWHvh147","01","84090","Yc",1.50
"LMH28-Vancouver","CWHvh147","01","84090","Pl",1.50
"LMH28-Vancouver","CWHvh147","02*","84091","Pl",1.25
"LMH28-Vancouver","CWHvh147","02*","84091","Cw",1.00
"LMH28-Vancouver","CWHvh147","02*","84091","Yc",1.00
"LMH28-Vancouver","CWHvh147","03","84092","Hw",1.25
"LMH28-Vancouver","CWHvh147","03","84092","Pl",1.25
"LMH28-Vancouver","CWHvh147","03","84092","Cw",1.00
"LMH28-Vancouver","CWHvh147","03","84092","Yc",1.00
"LMH28-Vancouver","CWHvh147","04","84093","Ss",4.00
"LMH28-Vancouver","CWHvh147","04","84093","Ba",2.25
"LMH28-Vancouver","CWHvh147","04","84093","Cw",2.00
"LMH28-Vancouver","CWHvh147","04","84093","Hw",1.75
"LMH28-Vancouver","CWHvh147","05","84094","Ss",4.00
"LMH28-Vancouver","CWHvh147","05","84094","Ba",2.25
"LMH28-Vancouver","CWHvh147","05","84094","Cw",2.00
"LMH28-Vancouver","CWHvh147","05","84094","Yc",2.00
"LMH28-Vancouver","CWHvh147","05","84094","Hw",1.75
"LMH28-Vancouver","CWHvh147","06","84095","Ss",4.00
"LMH28-Vancouver","CWHvh147","06","84095","Ba",2.25
"LMH28-Vancouver","CWHvh147","06","84095","Cw",2.00
"LMH28-Vancouver","CWHvh147","06","84095","Yc",2.00
"LMH28-Vancouver","CWHvh147","06","84095","Hw",1.75
"LMH28-Vancouver","CWHvh147","07","84096","Ss",4.00
"LMH28-Vancouver","CWHvh147","07","84096","Ba",2.25
"LMH28-Vancouver","CWHvh147","07","84096","Cw",2.00
"LMH28-Vancouver","CWHvh147","07","84096","Hw",1.75
"LMH28-Vancouver","CWHvh147","08","84097","Ss",4.00
"LMH28-Vancouver","CWHvh147","08","84097","Ba",2.25
"LMH28-Vancouver","CWHvh147","08","84097","Cw",2.00
"LMH28-Vancouver","CWHvh147","09","84098","Ss",4.00
"LMH28-Vancouver","CWHvh147","09","84098","Ba",2.25
"LMH28-Vancouver","CWHvh147","09","84098","Cw",2.00
"LMH28-Vancouver","CWHvh147","11","84099","Hw",1.25
"LMH28-Vancouver","CWHvh147","11","84099","Pl",1.25
"LMH28-Vancouver","CWHvh147","11","84099","Cw",1.00
"LMH28-Vancouver","CWHvh147","11","84099","Yc",1.00
"LMH28-Vancouver","CWHvh147","12*","84100","Pl",1.25
"LMH28-Vancouver","CWHvh147","12*","84100","Cw",1.00
"LMH28-Vancouver","CWHvh147","12*","84100","Yc",1.00
"LMH28-Vancouver","CWHvh147","13","84101","Hw",1.25
"LMH28-Vancouver","CWHvh147","13","84101","Cw",1.00
"LMH28-Vancouver","CWHvh147","13","84101","Yc",1.00
"LMH28-Vancouver","CWHvh147","14*","84102","Ss",2.00
"LMH28-Vancouver","CWHvh147","14*","84102","Pl",1.25
"LMH28-Vancouver","CWHvh147","14*","84102","Cw",1.00
"LMH28-Vancouver","CWHvh147","15","84103","Ss",3.00
"LMH28-Vancouver","CWHvh147","15","84103","Hw",2.00
"LMH28-Vancouver","CWHvh147","15","84103","Cw",1.50
"LMH28-Vancouver","CWHvh147","16*","84104","Ss",3.00
"LMH28-Vancouver","CWHvh147","16*","84104","Pl",1.50
"LMH28-Vancouver","CWHvh147","16*","84104","Cw",1.50
"LMH28-Vancouver","CWHvh147","17","84105","Ss",2.00
"LMH28-Vancouver","CWHvh147","17","84105","Hw",1.25
"LMH28-Vancouver","CWHvh147","17","84105","Cw",1.00
"LMH28-Vancouver","CWHvh147","18*","84106","Ss",2.00
"LMH28-Vancouver","CWHvh147","18*","84106","Cw",1.00
"LMH28-Vancouver","CWHvh147","19*","84107","Ss",2.00
"LMH28-Vancouver","CWHvh247","01","84108","Hw",2.00
"LMH28-Vancouver","CWHvh247","01","84108","Cw",1.50
"LMH28-Vancouver","CWHvh247","01","84108","Yc",1.50
"LMH28-Vancouver","CWHvh247","01","84108","Pl",1.50
"LMH28-Vancouver","CWHvh247","02*","84109","Pl",1.25
"LMH28-Vancouver","CWHvh247","02*","84109","Cw",1.00
"LMH28-Vancouver","CWHvh247","02*","84109","Yc",1.00
"LMH28-Vancouver","CWHvh247","03","84110","Hw",1.25
"LMH28-Vancouver","CWHvh247","03","84110","Pl",1.25
"LMH28-Vancouver","CWHvh247","03","84110","Cw",1.00
"LMH28-Vancouver","CWHvh247","03","84110","Yc",1.00
"LMH28-Vancouver","CWHvh247","04","84111","Ss",4.00
"LMH28-Vancouver","CWHvh247","04","84111","Ba",2.25
"LMH28-Vancouver","CWHvh247","04","84111","Cw",2.00
"LMH28-Vancouver","CWHvh247","04","84111","Yc",2.00
"LMH28-Vancouver","CWHvh247","04","84111","Hw",1.75
"LMH28-Vancouver","CWHvh247","05","84112","Ss",4.00
"LMH28-Vancouver","CWHvh247","05","84112","Ba",2.25
"LMH28-Vancouver","CWHvh247","05","84112","Cw",2.00
"LMH28-Vancouver","CWHvh247","05","84112","Yc",2.00
"LMH28-Vancouver","CWHvh247","05","84112","Hw",1.75
"LMH28-Vancouver","CWHvh247","06","84113","Ss",4.00
"LMH28-Vancouver","CWHvh247","06","84113","Ba",2.25
"LMH28-Vancouver","CWHvh247","06","84113","Cw",2.00
"LMH28-Vancouver","CWHvh247","06","84113","Yc",2.00
"LMH28-Vancouver","CWHvh247","06","84113","Hw",1.75
"LMH28-Vancouver","CWHvh247","07","84114","Ss",4.00
"LMH28-Vancouver","CWHvh247","07","84114","Ba",2.25
"LMH28-Vancouver","CWHvh247","07","84114","Cw",2.00
"LMH28-Vancouver","CWHvh247","07","84114","Yc",2.00
"LMH28-Vancouver","CWHvh247","07","84114","Hw",1.75
"LMH28-Vancouver","CWHvh247","08","84115","Ss",4.00
"LMH28-Vancouver","CWHvh247","08","84115","Ba",2.25
"LMH28-Vancouver","CWHvh247","08","84115","Cw",2.00
"LMH28-Vancouver","CWHvh247","08","84115","Hw",1.75
"LMH28-Vancouver","CWHvh247","09","84116","Ss",4.00
"LMH28-Vancouver","CWHvh247","09","84116","Ba",2.25
"LMH28-Vancouver","CWHvh247","09","84116","Cw",2.00
"LMH28-Vancouver","CWHvh247","11","84117","Hw",1.25
"LMH28-Vancouver","CWHvh247","11","84117","Pl",1.25
"LMH28-Vancouver","CWHvh247","11","84117","Cw",1.00
"LMH28-Vancouver","CWHvh247","11","84117","Yc",1.00
"LMH28-Vancouver","CWHvh247","12*","84118","Hw",1.25
"LMH28-Vancouver","CWHvh247","12*","84118","Cw",1.00
"LMH28-Vancouver","CWHvh247","12*","84118","Yc",1.00
"LMH28-Vancouver","CWHvh247","13","84119","Hw",1.25
"LMH28-Vancouver","CWHvh247","13","84119","Cw",1.00
"LMH28-Vancouver","CWHvh247","13","84119","Yc",1.00
"LMH28-Vancouver","CWHvh247","14*","84120","Ss",2.00
"LMH28-Vancouver","CWHvh247","14*","84120","Pl",1.25
"LMH28-Vancouver","CWHvh247","14*","84120","Cw",1.00
"LMH28-Vancouver","CWHvh247","15","84121","Ss",3.00
"LMH28-Vancouver","CWHvh247","15","84121","Hw",2.00
"LMH28-Vancouver","CWHvh247","15","84121","Cw",1.50
"LMH28-Vancouver","CWHvh247","16*","84122","Ss",3.00
"LMH28-Vancouver","CWHvh247","16*","84122","Cw",1.50
"LMH28-Vancouver","CWHvh247","16*","84122","Pl",1.50
"LMH28-Vancouver","CWHvh247","17","84123","Ss",2.00
"LMH28-Vancouver","CWHvh247","17","84123","Hw",1.25
"LMH28-Vancouver","CWHvh247","17","84123","Cw",1.00
"LMH28-Vancouver","CWHvh247","18*","84124","Ss",2.00
"LMH28-Vancouver","CWHvh247","18*","84124","Cw",1.00
"LMH28-Vancouver","CWHvm147","01","84125","Hw",3.00
"LMH28-Vancouver","CWHvm147","01","84125","Fd",3.00
"LMH28-Vancouver","CWHvm147","01","84125","Ba",1.75
"LMH28-Vancouver","CWHvm147","01","84125","Cw",1.50
"LMH28-Vancouver","CWHvm147","02*","84126","Fd",2.00
"LMH28-Vancouver","CWHvm147","02*","84126","Hw",2.00
"LMH28-Vancouver","CWHvm147","02*","84126","Pl",1.25
"LMH28-Vancouver","CWHvm147","02*","84126","Cw",1.00
"LMH28-Vancouver","CWHvm147","03","84127","Fd",2.00
"LMH28-Vancouver","CWHvm147","03","84127","Hw",2.00
"LMH28-Vancouver","CWHvm147","03","84127","Pl",1.25
"LMH28-Vancouver","CWHvm147","03","84127","Cw",1.00
"LMH28-Vancouver","CWHvm147","04","84128","Fd",3.00
"LMH28-Vancouver","CWHvm147","04","84128","Hw",3.00
"LMH28-Vancouver","CWHvm147","04","84128","Cw",1.50
"LMH28-Vancouver","CWHvm147","05","84129","Fd",3.00
"LMH28-Vancouver","CWHvm147","05","84129","Hw",3.00
"LMH28-Vancouver","CWHvm147","05","84129","Ss",3.00
"LMH28-Vancouver","CWHvm147","05","84129","Ba",1.75
"LMH28-Vancouver","CWHvm147","05","84129","Cw",1.50
"LMH28-Vancouver","CWHvm147","06","84130","Hw",3.00
"LMH28-Vancouver","CWHvm147","06","84130","Ba",1.75
"LMH28-Vancouver","CWHvm147","06","84130","Cw",1.50
"LMH28-Vancouver","CWHvm147","07","84131","Hw",4.00
"LMH28-Vancouver","CWHvm147","07","84131","Ss",4.00
"LMH28-Vancouver","CWHvm147","07","84131","Ba",2.25
"LMH28-Vancouver","CWHvm147","07","84131","Cw",2.00
"LMH28-Vancouver","CWHvm147","08","84132","Hw",4.00
"LMH28-Vancouver","CWHvm147","08","84132","Ss",4.00
"LMH28-Vancouver","CWHvm147","08","84132","Ba",2.25
"LMH28-Vancouver","CWHvm147","08","84132","Cw",2.00
"LMH28-Vancouver","CWHvm147","09","84133","Hw",4.00
"LMH28-Vancouver","CWHvm147","09","84133","Ba",2.25
"LMH28-Vancouver","CWHvm147","09","84133","Cw",2.00
"LMH28-Vancouver","CWHvm147","10","84134","Ss",4.00
"LMH28-Vancouver","CWHvm147","10","84134","Ba",2.25
"LMH28-Vancouver","CWHvm147","10","84134","Cw",2.00
"LMH28-Vancouver","CWHvm147","12","84135","Hw",2.00
"LMH28-Vancouver","CWHvm147","12","84135","Pl",1.25
"LMH28-Vancouver","CWHvm147","12","84135","Cw",1.00
"LMH28-Vancouver","CWHvm147","12","84135","Yc",1.00
"LMH28-Vancouver","CWHvm147","13*","84136","Pl",1.25
"LMH28-Vancouver","CWHvm147","13*","84136","Cw",1.00
"LMH28-Vancouver","CWHvm147","14","84137","Hw",3.00
"LMH28-Vancouver","CWHvm147","14","84137","Ss",3.00
"LMH28-Vancouver","CWHvm147","14","84137","Cw",1.50
"LMH28-Vancouver","CWHvm247","01","84138","Ss",3.00
"LMH28-Vancouver","CWHvm247","01","84138","Hw",2.50
"LMH28-Vancouver","CWHvm247","01","84138","Fd",2.25
"LMH28-Vancouver","CWHvm247","01","84138","Ba",1.75
"LMH28-Vancouver","CWHvm247","01","84138","Cw",1.50
"LMH28-Vancouver","CWHvm247","01","84138","Yc",1.50
"LMH28-Vancouver","CWHvm247","02*","84139","Hw",1.75
"LMH28-Vancouver","CWHvm247","02*","84139","Fd",1.50
"LMH28-Vancouver","CWHvm247","02*","84139","Pl",1.25
"LMH28-Vancouver","CWHvm247","02*","84139","Cw",1.00
"LMH28-Vancouver","CWHvm247","02*","84139","Yc",1.00
"LMH28-Vancouver","CWHvm247","03","84140","Pw",2.50
"LMH28-Vancouver","CWHvm247","03","84140","Hw",1.75
"LMH28-Vancouver","CWHvm247","03","84140","Fd",1.50
"LMH28-Vancouver","CWHvm247","03","84140","Cw",1.00
"LMH28-Vancouver","CWHvm247","03","84140","Yc",1.00
"LMH28-Vancouver","CWHvm247","04","84141","Pw",2.50
"LMH28-Vancouver","CWHvm247","04","84141","Hw",1.75
"LMH28-Vancouver","CWHvm247","04","84141","Ba",1.50
"LMH28-Vancouver","CWHvm247","04","84141","Fd",1.50
"LMH28-Vancouver","CWHvm247","04","84141","Cw",1.00
"LMH28-Vancouver","CWHvm247","04","84141","Yc",1.00
"LMH28-Vancouver","CWHvm247","05","84142","Ss",3.00
"LMH28-Vancouver","CWHvm247","05","84142","Hw",2.50
"LMH28-Vancouver","CWHvm247","05","84142","Fd",2.25
