Region,Source,ZoneSubzone,SiteSeries,Standard,Species,Height
Cariboo,Cariboo,SBPSmc,SBPSmc/01,80171,Others,0.8
Cariboo,Cariboo,SBPSmc,SBPSmc/01,80171,Pl,1.6
Cariboo,Cariboo,SBPSmc,SBPSmc/02,80172,Others,0.6
Cariboo,Cariboo,SBPSmc,SBPSmc/02,80172,Pl,1.2
Cariboo,Cariboo,SBPSmc,SBPSmc/03,80173,Others,0.8
Cariboo,Cariboo,SBPSmc,SBPSmc/03,80173,Pl,1.6
Cariboo,Cariboo,SBPSmc,SBPSmc/04,80174,Others,0.6
Cariboo,Cariboo,SBPSmc,SBPSmc/04,80174,Pl,1.2
Cariboo,Cariboo,SBPSmc,SBPSmc/05,80175,Others,0.6
Cariboo,Cariboo,SBPSmc,SBPSmc/05,80175,Pl,1.2
Cariboo,Cariboo,SBPSmc,SBPSmc/06,80176,Others,0.6
Cariboo,Cariboo,SBPSmc,SBPSmc/06,80176,Pl,1.2
Cariboo,Cariboo,SBPSmc,SBPSmc/07,80177,Others,0.6
Cariboo,Cariboo,SBPSmc,SBPSmc/07,80177,Pl,1.2
Cariboo,Cariboo,SBPSmk,SBPSmk/01,80178,Fd,1
Cariboo,Cariboo,SBPSmk,SBPSmk/01,80178,Pl,1.6
Cariboo,Cariboo,SBPSmk,SBPSmk/01,80178,Sxw,0.8
Cariboo,Cariboo,SBPSmk,SBPSmk/02,80179,Fd,0.8
Cariboo,Cariboo,SBPSmk,SBPSmk/02,80179,Pl,1.2
Cariboo,Cariboo,SBPSmk,SBPSmk/02,80179,Sxw,0.6
Cariboo,Cariboo,SBPSmk,SBPSmk/03,80180,Fd,1
Cariboo,Cariboo,SBPSmk,SBPSmk/03,80180,Pl,1.6
Cariboo,Cariboo,SBPSmk,SBPSmk/04,80181,Fd,1
Cariboo,Cariboo,SBPSmk,SBPSmk/04,80181,Others,0.8
Cariboo,Cariboo,SBPSmk,SBPSmk/04,80181,Pl,1.6
Cariboo,Cariboo,SBPSmk,SBPSmk/05,80182,Fd,1
Cariboo,Cariboo,SBPSmk,SBPSmk/05,80182,Pl,1.6
Cariboo,Cariboo,SBPSmk,SBPSmk/05,80182,Sxw,0.8
Cariboo,Cariboo,SBPSmk,SBPSmk/06,80183,Pl,1.6
Cariboo,Cariboo,SBPSmk,SBPSmk/06,80183,Sxw,0.8
Cariboo,Cariboo,SBPSmk,SBPSmk/07,80184,Others,0.6
Cariboo,Cariboo,SBPSmk,SBPSmk/07,80184,Pl,1.2
Cariboo,Cariboo,SBPSmk,SBPSmk/08,80185,Others,0.6
Cariboo,Cariboo,SBPSmk,SBPSmk/08,80185,Pl,1.2
Cariboo,Cariboo,SBPSxc,SBPSxc/01,80186,Pl,1.4
Cariboo,Cariboo,SBPSxc,SBPSxc/02a,80187,Fd,0.6
Cariboo,Cariboo,SBPSxc,SBPSxc/02a,80187,Pl,1
Cariboo,Cariboo,SBPSxc,SBPSxc/02b,80188,Fd,0.6
Cariboo,Cariboo,SBPSxc,SBPSxc/02b,80188,Pl,1
Cariboo,Cariboo,SBPSxc,SBPSxc/02c,80189,Fd,0.6
Cariboo,Cariboo,SBPSxc,SBPSxc/02c,80189,Pl,1
Cariboo,Cariboo,SBPSxc,SBPSxc/03,80190,Pl,1
Cariboo,Cariboo,SBPSxc,SBPSxc/03,80190,Sw,0.6
Cariboo,Cariboo,SBPSxc,SBPSxc/04,80191,Pl,1.4
Cariboo,Cariboo,SBPSxc,SBPSxc/04,80191,Sw,0.8
Cariboo,Cariboo,SBPSxc,SBPSxc/05,80192,Pl,1
Cariboo,Cariboo,SBPSxc,SBPSxc/05,80192,Sw,0.6
Cariboo,Cariboo,SBPSxc,SBPSxc/06,80193,Pl,1
Cariboo,Cariboo,SBPSxc,SBPSxc/06,80193,Sw,0.6
Cariboo,Cariboo,SBSdw1,SBSdw1/01,80194,Fd,1.4
Cariboo,Cariboo,SBSdw1,SBSdw1/01,80194,Others,1
Cariboo,Cariboo,SBSdw1,SBSdw1/01,80194,Pl,2
Cariboo,Cariboo,SBSdw1,SBSdw1/02,80195,Fd,1
Cariboo,Cariboo,SBSdw1,SBSdw1/02,80195,Pl,1.4
Cariboo,Cariboo,SBSdw1,SBSdw1/03,80196,Fd,1.4
Cariboo,Cariboo,SBSdw1,SBSdw1/03,80196,Pl,2
Cariboo,Cariboo,SBSdw1,SBSdw1/04,80197,Fd,1.4
Cariboo,Cariboo,SBSdw1,SBSdw1/04,80197,Pl,2
Cariboo,Cariboo,SBSdw1,SBSdw1/04,80197,Sxw,1
Cariboo,Cariboo,SBSdw1,SBSdw1/05,80198,Fd,1.4
Cariboo,Cariboo,SBSdw1,SBSdw1/05,80198,Pl,2
Cariboo,Cariboo,SBSdw1,SBSdw1/05,80198,Sxw,1
Cariboo,Cariboo,SBSdw1,SBSdw1/06,80199,Fd,1.4
Cariboo,Cariboo,SBSdw1,SBSdw1/06,80199,Others,1
Cariboo,Cariboo,SBSdw1,SBSdw1/06,80199,Pl,2
Cariboo,Cariboo,SBSdw1,SBSdw1/07,80200,Fd,1.4
Cariboo,Cariboo,SBSdw1,SBSdw1/07,80200,Others,1
Cariboo,Cariboo,SBSdw1,SBSdw1/07,80200,Pl,2
Cariboo,Cariboo,SBSdw1,SBSdw1/08,80201,Fd,1.4
Cariboo,Cariboo,SBSdw1,SBSdw1/08,80201,Others,1
Cariboo,Cariboo,SBSdw1,SBSdw1/08,80201,Pl,2
Cariboo,Cariboo,SBSdw1,SBSdw1/09,80202,Others,0.8
Cariboo,Cariboo,SBSdw1,SBSdw1/09,80202,Pl,1.4
Cariboo,Cariboo,SBSdw2,SBSdw2/01,80203,Fd,1.4
Cariboo,Cariboo,SBSdw2,SBSdw2/01,80203,Pl,2
Cariboo,Cariboo,SBSdw2,SBSdw2/01,80203,Sxw,1
Cariboo,Cariboo,SBSdw2,SBSdw2/02,80204,Fd,1
Cariboo,Cariboo,SBSdw2,SBSdw2/02,80204,Pl,1.4
Cariboo,Cariboo,SBSdw2,SBSdw2/03,80205,Fd,1.4
Cariboo,Cariboo,SBSdw2,SBSdw2/03,80205,Pl,2
Cariboo,Cariboo,SBSdw2,SBSdw2/04,80206,Fd,1.4
Cariboo,Cariboo,SBSdw2,SBSdw2/04,80206,Pl,2
Cariboo,Cariboo,SBSdw2,SBSdw2/05,80207,Fd,1.4
Cariboo,Cariboo,SBSdw2,SBSdw2/05,80207,Pl,2
Cariboo,Cariboo,SBSdw2,SBSdw2/05,80207,Sxw,1
Cariboo,Cariboo,SBSdw2,SBSdw2/06,80208,Fd,1.4
Cariboo,Cariboo,SBSdw2,SBSdw2/06,80208,Pl,2
Cariboo,Cariboo,SBSdw2,SBSdw2/06,80208,Sxw,1
Cariboo,Cariboo,SBSdw2,SBSdw2/07,80209,Pl,2
Cariboo,Cariboo,SBSdw2,SBSdw2/07,80209,Sb,0.8
Cariboo,Cariboo,SBSdw2,SBSdw2/07,80209,Sxw,1
Cariboo,Cariboo,SBSdw2,SBSdw2/08,80210,Fd,1.4
Cariboo,Cariboo,SBSdw2,SBSdw2/08,80210,Others,1
Cariboo,Cariboo,SBSdw2,SBSdw2/08,80210,Pl,2
Cariboo,Cariboo,SBSdw2,SBSdw2/09,80211,Fd,1.4
Cariboo,Cariboo,SBSdw2,SBSdw2/09,80211,Others,1
Cariboo,Cariboo,SBSdw2,SBSdw2/09,80211,Pl,2
Cariboo,Cariboo,SBSdw2,SBSdw2/10,80212,Others,0.8
Cariboo,Cariboo,SBSdw2,SBSdw2/10,80212,Pl,1.4
Cariboo,Cariboo,SBSdw2,SBSdw2/11,80213,Others,0.8
Cariboo,Cariboo,SBSdw2,SBSdw2/11,80213,Pl,1.4
Cariboo,Cariboo,SBSmc1,SBSmc1/01,80214,Fd,1
Cariboo,Cariboo,SBSmc1,SBSmc1/01,80214,Others,0.8
Cariboo,Cariboo,SBSmc1,SBSmc1/01,80214,Pl,1.6
Cariboo,Cariboo,SBSmc1,SBSmc1/02,80215,Others,0.6
Cariboo,Cariboo,SBSmc1,SBSmc1/02,80215,Pl,1.2
Cariboo,Cariboo,SBSmc1,SBSmc1/03,80216,Fd,1
Cariboo,Cariboo,SBSmc1,SBSmc1/03,80216,Pl,1.6
Cariboo,Cariboo,SBSmc1,SBSmc1/04,80217,Others,0.8
Cariboo,Cariboo,SBSmc1,SBSmc1/04,80217,Pl,1.6
Cariboo,Cariboo,SBSmc1,SBSmc1/05,80218,Others,0.8
Cariboo,Cariboo,SBSmc1,SBSmc1/05,80218,Pl,1.6
Cariboo,Cariboo,SBSmc1,SBSmc1/06,80219,Fd,1
Cariboo,Cariboo,SBSmc1,SBSmc1/06,80219,Others,0.8
Cariboo,Cariboo,SBSmc1,SBSmc1/06,80219,Pl,1.6
Cariboo,Cariboo,SBSmc1,SBSmc1/07,80220,Fd,1
Cariboo,Cariboo,SBSmc1,SBSmc1/07,80220,Others,0.8
Cariboo,Cariboo,SBSmc1,SBSmc1/07,80220,Pl,1.6
Cariboo,Cariboo,SBSmc1,SBSmc1/08,80221,Others,0.6
Cariboo,Cariboo,SBSmc1,SBSmc1/08,80221,Pl,1.2
Cariboo,Cariboo,SBSmc2,SBSmc2/01,80222,Others,0.8
Cariboo,Cariboo,SBSmc2,SBSmc2/01,80222,Pl,1.6
Cariboo,Cariboo,SBSmc2,SBSmc2/02,80223,Others,0.6
Cariboo,Cariboo,SBSmc2,SBSmc2/02,80223,Pl,1.2
Cariboo,Cariboo,SBSmc2,SBSmc2/03,80224,Others,0.8
Cariboo,Cariboo,SBSmc2,SBSmc2/03,80224,Pl,1.6
Cariboo,Cariboo,SBSmc2,SBSmc2/04,80225,Others,0.8
Cariboo,Cariboo,SBSmc2,SBSmc2/04,80225,Pl,1.6
Cariboo,Cariboo,SBSmc2,SBSmc2/05,80226,Others,0.8
Cariboo,Cariboo,SBSmc2,SBSmc2/05,80226,Pl,1.6
Cariboo,Cariboo,SBSmc2,SBSmc2/06,80227,Others,0.8
Cariboo,Cariboo,SBSmc2,SBSmc2/06,80227,Pl,1.6
Cariboo,Cariboo,SBSmc2,SBSmc2/07,80228,Others,0.6
Cariboo,Cariboo,SBSmc2,SBSmc2/07,80228,Pl,1.2
Cariboo,Cariboo,SBSmc2,SBSmc2/08,80229,Others,0.8
Cariboo,Cariboo,SBSmc2,SBSmc2/08,80229,Pl,1.6
Cariboo,Cariboo,SBSmc2,SBSmc2/09,80230,Others,0.8
Cariboo,Cariboo,SBSmc2,SBSmc2/09,80230,Pl,1.6
Cariboo,Cariboo,SBSmc2,SBSmc2/10,80231,Others,0.6
Cariboo,Cariboo,SBSmc2,SBSmc2/10,80231,Pl,1.2
Cariboo,Cariboo,SBSmc2,SBSmc2/11,80232,Others,0.6
Cariboo,Cariboo,SBSmc2,SBSmc2/11,80232,Pl,1.2
Cariboo,Cariboo,SBSmc2,SBSmc2/12,80233,Others,0.6
Cariboo,Cariboo,SBSmc2,SBSmc2/12,80233,Pl,1.2
Cariboo,Cariboo,SBSmh,SBSmh/01,80234,Fd,1.4
Cariboo,Cariboo,SBSmh,SBSmh/01,80234,Others,1
Cariboo,Cariboo,SBSmh,SBSmh/02,80235,Fd,1
Cariboo,Cariboo,SBSmh,SBSmh/02,80235,Pl,1.4
Cariboo,Cariboo,SBSmh,SBSmh/03,80236,Fd,1.4
Cariboo,Cariboo,SBSmh,SBSmh/03,80236,Others,1
Cariboo,Cariboo,SBSmh,SBSmh/03,80236,Pl,2
Cariboo,Cariboo,SBSmh,SBSmh/04,80237,Fd,1.4
Cariboo,Cariboo,SBSmh,SBSmh/04,80237,Others,1
Cariboo,Cariboo,SBSmh,SBSmh/05,80238,Fd,1.4
Cariboo,Cariboo,SBSmh,SBSmh/05,80238,Others,1
Cariboo,Cariboo,SBSmh,SBSmh/06,80239,Fd,1.4
Cariboo,Cariboo,SBSmh,SBSmh/06,80239,Others,1
Cariboo,Cariboo,SBSmh,SBSmh/06,80239,Pl,2
Cariboo,Cariboo,SBSmh,SBSmh/07,80240,Fd,1.4
Cariboo,Cariboo,SBSmh,SBSmh/07,80240,Others,1
Cariboo,Cariboo,SBSmh,SBSmh/08,80241,Fd,1.4
Cariboo,Cariboo,SBSmh,SBSmh/08,80241,Others,1
Cariboo,Cariboo,SBSmh,SBSmh/09,80242,All,0.8
Cariboo,Cariboo,SBSmm,SBSmm/01,80243,Fd,1.4
Cariboo,Cariboo,SBSmm,SBSmm/01,80243,Others,1
Cariboo,Cariboo,SBSmm,SBSmm/01,80243,Pl  Lw,2
Cariboo,Cariboo,SBSmm,SBSmm/02,80244,Fd,1
Cariboo,Cariboo,SBSmm,SBSmm/02,80244,Others,0.8
Cariboo,Cariboo,SBSmm,SBSmm/02,80244,Pl,1.4
Cariboo,Cariboo,SBSmm,SBSmm/03,80245,Fd,1
Cariboo,Cariboo,SBSmm,SBSmm/03,80245,Others,0.8
Cariboo,Cariboo,SBSmm,SBSmm/03,80245,Pl,1.4
Cariboo,Cariboo,SBSmm,SBSmm/04,80246,Fd,1
Cariboo,Cariboo,SBSmm,SBSmm/04,80246,Others,0.8
Cariboo,Cariboo,SBSmm,SBSmm/04,80246,Pl,1.4
Cariboo,Cariboo,SBSmm,SBSmm/05,802,Fd,1.4
Cariboo,Cariboo,SBSmm,SBSmm/05,802,Others,1
Cariboo,Cariboo,SBSmm,SBSmm/05,802,Pl  Lw,2
Cariboo,Cariboo,SBSmm,SBSmm/05,80247,Fd,1.4
Cariboo,Cariboo,SBSmm,SBSmm/05,80247,Others,1
Cariboo,Cariboo,SBSmm,SBSmm/05,80247,Pl Lw,2
Cariboo,Cariboo,SBSmm,SBSmm/06,80248,Fd,1.4
Cariboo,Cariboo,SBSmm,SBSmm/06,80248,Others,1
Cariboo,Cariboo,SBSmm,SBSmm/06,80248,Pl  Lw,2
Cariboo,Cariboo,SBSmm,SBSmm/07,80249,Fd,1.4
Cariboo,Cariboo,SBSmm,SBSmm/07,80249,Others,1
Cariboo,Cariboo,SBSmm,SBSmm/07,80249,Pl,2
Cariboo,Cariboo,SBSmm,SBSmm/08,80250,Others,0.8
Cariboo,Cariboo,SBSmm,SBSmm/08,80250,Pl,1.4
Cariboo,Cariboo,SBSmw,SBSmw/01,80251,Fd,1.4
Cariboo,Cariboo,SBSmw,SBSmw/01,80251,Others,1
Cariboo,Cariboo,SBSmw,SBSmw/01,80251,Pl,2
Cariboo,Cariboo,SBSmw,SBSmw/02,80252,Fd,1
Cariboo,Cariboo,SBSmw,SBSmw/02,80252,Others,0.8
Cariboo,Cariboo,SBSmw,SBSmw/02,80252,Pl,1.4
Cariboo,Cariboo,SBSmw,SBSmw/03,80253,Fd,1.4
Cariboo,Cariboo,SBSmw,SBSmw/03,80253,Others,1
Cariboo,Cariboo,SBSmw,SBSmw/03,80253,Pl,2
Cariboo,Cariboo,SBSmw,SBSmw/04,80254,Fd,1.4
Cariboo,Cariboo,SBSmw,SBSmw/04,80254,Others,1
Cariboo,Cariboo,SBSmw,SBSmw/04,80254,Pl,2
Cariboo,Cariboo,SBSmw,SBSmw/05,80255,Others,1
Cariboo,Cariboo,SBSmw,SBSmw/05,80255,Pl,2
Cariboo,Cariboo,SBSmw,SBSmw/06,80256,Fd,1.4
Cariboo,Cariboo,SBSmw,SBSmw/06,80256,Others,1
Cariboo,Cariboo,SBSmw,SBSmw/06,80256,Pl,2
Cariboo,Cariboo,SBSmw,SBSmw/07,80257,Others,1
Cariboo,Cariboo,SBSmw,SBSmw/07,80257,Pl,2
Cariboo,Cariboo,SBSmw,SBSmw/08,80258,Fd,1.4
Cariboo,Cariboo,SBSmw,SBSmw/08,80258,Others,1
Cariboo,Cariboo,SBSmw,SBSmw/08,80258,Pl,2
Cariboo,Cariboo,SBSmw,SBSmw/09,80259,Others,0.8
Cariboo,Cariboo,SBSmw,SBSmw/09,80259,Pl,1.4
Cariboo,Cariboo,SBSmw,SBSmw/10,80260,Others,0.8
Cariboo,Cariboo,SBSmw,SBSmw/10,80260,Pl,1.4
Cariboo,Cariboo,SBSwk1,SBSwk1/01,80261,Fd,1.4
Cariboo,Cariboo,SBSwk1,SBSwk1/01,80261,Others,1
Cariboo,Cariboo,SBSwk1,SBSwk1/01,80261,Pl,2
Cariboo,Cariboo,SBSwk1,SBSwk1/02,80262,Fd,1
Cariboo,Cariboo,SBSwk1,SBSwk1/02,80262,Others,0.8
Cariboo,Cariboo,SBSwk1,SBSwk1/02,80262,Pl,1.4
Cariboo,Cariboo,SBSwk1,SBSwk1/03,80263,Fd,1.4
Cariboo,Cariboo,SBSwk1,SBSwk1/03,80263,Others,1
Cariboo,Cariboo,SBSwk1,SBSwk1/03,80263,Pl,2
Cariboo,Cariboo,SBSwk1,SBSwk1/04,80264,Fd,1.4
Cariboo,Cariboo,SBSwk1,SBSwk1/04,80264,Others,1
Cariboo,Cariboo,SBSwk1,SBSwk1/04,80264,Pl,2
Cariboo,Cariboo,SBSwk1,SBSwk1/05,80265,Others,1
Cariboo,Cariboo,SBSwk1,SBSwk1/05,80265,Pl,2
Cariboo,Cariboo,SBSwk1,SBSwk1/06,80266,Others,1
Cariboo,Cariboo,SBSwk1,SBSwk1/06,80266,Pl,2
Cariboo,Cariboo,SBSwk1,SBSwk1/07,80267,Others,1
Cariboo,Cariboo,SBSwk1,SBSwk1/07,80267,Pl,2
Cariboo,Cariboo,SBSwk1,SBSwk1/08,80268,Others,1
Cariboo,Cariboo,SBSwk1,SBSwk1/08,80268,Pl,2
Cariboo,Cariboo,SBSwk1,SBSwk1/09,80269,Others,0.8
Cariboo,Cariboo,SBSwk1,SBSwk1/09,80269,Pl,1.4
Cariboo,Cariboo,SBSwk1,SBSwk1/11,80270,Others,0.8
Cariboo,Cariboo,SBSwk1,SBSwk1/11,80270,Pl,1.4
Kamloops,Kamloops,ESSFdc2,ESSFdc2/01,82006,Others,0.8
Kamloops,Kamloops,ESSFdc2,ESSFdc2/01,82006,Pl,1.6
Kamloops,Kamloops,ESSFdc2,ESSFdc2/03,82007,Others,0.6
Kamloops,Kamloops,ESSFdc2,ESSFdc2/03,82007,Pl,1.2
Kamloops,Kamloops,ESSFdc2,ESSFdc2/04,82008,Others,0.6
Kamloops,Kamloops,ESSFdc2,ESSFdc2/04,82008,Pl,1.2
Kamloops,Kamloops,ESSFdc2,ESSFdc2/05,82009,Others,0.6
Kamloops,Kamloops,ESSFdc2,ESSFdc2/05,82009,Pl,1.2
Kamloops,Kamloops,ESSFdc2,ESSFdc2/06,82010,Others,0.8
Kamloops,Kamloops,ESSFdc2,ESSFdc2/06,82010,Pl,1.6
Kamloops,Kamloops,ESSFdc2,ESSFdc2/07,82011,Others,0.8
Kamloops,Kamloops,ESSFdc2,ESSFdc2/07,82011,Pl,1.6
Kamloops,Kamloops,ESSFdc2,ESSFdc2/08,82012,Others,0.6
Kamloops,Kamloops,ESSFdc2,ESSFdc2/08,82012,Pl,1.2
Kamloops,Kamloops,ESSFmw,ESSFmw/01,82019,Others,1
Kamloops,Kamloops,ESSFmw,ESSFmw/01,82019,Pl,2
Kamloops,Kamloops,ESSFmw,ESSFmw/02,82020,Others,0.8
Kamloops,Kamloops,ESSFmw,ESSFmw/02,82020,Pl,1.4
Kamloops,Kamloops,ESSFmw,ESSFmw/03,82021,Others,0.8
Kamloops,Kamloops,ESSFmw,ESSFmw/03,82021,Pl,1.4
Kamloops,Kamloops,ESSFmw,ESSFmw/04,82022,Others,1
Kamloops,Kamloops,ESSFmw,ESSFmw/04,82022,Pl,2
Kamloops,Kamloops,ESSFmw,ESSFmw/05,82023,Others,1
Kamloops,Kamloops,ESSFmw,ESSFmw/05,82023,Pl,2
Kamloops,Kamloops,ESSFmw,ESSFmw/06,82024,Others,1
Kamloops,Kamloops,ESSFmw,ESSFmw/06,82024,Pl,2
Kamloops,Kamloops,ESSFmw,ESSFmw/07,82025,Others,0.8
Kamloops,Kamloops,ESSFmw,ESSFmw/07,82025,Pl,1.4
Kamloops,Kamloops,ESSFmw,ESSFmw/08,82026,Others,0.8
Kamloops,Kamloops,ESSFmw,ESSFmw/08,82026,Pl,1.4
Kamloops,Kamloops,ESSFvc,ESSFvc/01,82027,All,0.8
Kamloops,Kamloops,ESSFvc,ESSFvc/02,82028,Others,0.6
Kamloops,Kamloops,ESSFvc,ESSFvc/02,82028,Pl,1.2
Kamloops,Kamloops,ESSFvc,ESSFvc/03,82029,All,0.6
Kamloops,Kamloops,ESSFvc,ESSFvc/04,82030,All,0.8
Kamloops,Kamloops,ESSFvc,ESSFvc/05,82031,All,0.6
Kamloops,Kamloops,ESSFvv,ESSFvv/01,82032,All,0.8
Kamloops,Kamloops,ESSFvv,ESSFvv/02,82033,Others,0.6
Kamloops,Kamloops,ESSFvv,ESSFvv/02,82033,Pl,1.2
Kamloops,Kamloops,ESSFvv,ESSFvv/03,82034,All,0.6
Kamloops,Kamloops,ESSFvv,ESSFvv/04,82035,All,0.6
Kamloops,Kamloops,ESSFwc2,ESSFwc2/01,82040,Pl,1.6
Kamloops,Kamloops,ESSFwc2,ESSFwc2/02,82041,Others,0.6
Kamloops,Kamloops,ESSFwc2,ESSFwc2/02,82041,Pl,1.2
Kamloops,Kamloops,ESSFwc2,ESSFwc2/03,82042,Others,0.6
Kamloops,Kamloops,ESSFwc2,ESSFwc2/03,82042,Pl,1.2
Kamloops,Kamloops,ESSFwc2,ESSFwc2/04,82043,Others,0.8
Kamloops,Kamloops,ESSFwc2,ESSFwc2/04,82043,Pl,1.6
Kamloops,Kamloops,ESSFwc2,ESSFwc2/05,82044,Others,0.8
Kamloops,Kamloops,ESSFwc2,ESSFwc2/05,82044,Pl,1.6
Kamloops,Kamloops,ESSFwc2,ESSFwc2/06,82045,Others,0.8
Kamloops,Kamloops,ESSFwc2,ESSFwc2/06,82045,Pl,1.6
Kamloops,Kamloops,ESSFwc2,ESSFwc2/07,82046,Others,0.8
Kamloops,Kamloops,ESSFwc2,ESSFwc2/07,82046,Pl,1.6
Kamloops,Kamloops,ESSFwc2,ESSFwc2/08,82047,Others,0.6
Kamloops,Kamloops,ESSFwc2,ESSFwc2/08,82047,Pl,1.2
Kamloops,Kamloops,ESSFwc2,ESSFwc2/09,82048,Others,0.6
Kamloops,Kamloops,ESSFwc2,ESSFwc2/09,82048,Pl,1.2
Kamloops,Kamloops,ESSFxc,ESSFxc/01,82056,Others,0.8
Kamloops,Kamloops,ESSFxc,ESSFxc/01,82056,Pl,1.6
Kamloops,Kamloops,ESSFxc,ESSFxc/02,82057,Others,0.6
Kamloops,Kamloops,ESSFxc,ESSFxc/02,82057,Pl,1.2
Kamloops,Kamloops,ESSFxc,ESSFxc/05,82058,Others,0.6
Kamloops,Kamloops,ESSFxc,ESSFxc/05,82058,Pl,1.2
Kamloops,Kamloops,ESSFxc,ESSFxc/06,82059,Others,0.8
Kamloops,Kamloops,ESSFxc,ESSFxc/06,82059,Pl,1.6
Kamloops,Kamloops,ESSFxc,ESSFxc/07,82060,Others,0.8
Kamloops,Kamloops,ESSFxc,ESSFxc/07,82060,Pl,1.6
Kamloops,Kamloops,ESSFxc,ESSFxc/08,82061,Others,0.6
Kamloops,Kamloops,ESSFxc,ESSFxc/08,82061,Pl,1.2
Kamloops,Kamloops,ICHmk1,ICHmk1/01,82062,Fd,1.4
Kamloops,Kamloops,ICHmk1,ICHmk1/01,82062,Others,1
Kamloops,Kamloops,ICHmk1,ICHmk1/01,82062,Pl  Lw,2
Kamloops,Kamloops,ICHmk1,ICHmk1/02,82064,Fd,1
Kamloops,Kamloops,ICHmk1,ICHmk1/02,82064,Others,0.8
Kamloops,Kamloops,ICHmk1,ICHmk1/02,82064,Pl,1.4
Kamloops,Kamloops,ICHmk1,ICHmk1/03,82065,Fd,1
Kamloops,Kamloops,ICHmk1,ICHmk1/03,82065,Others,0.8
Kamloops,Kamloops,ICHmk1,ICHmk1/03,82065,Pl  Lw,1.4
Kamloops,Kamloops,ICHmk1,ICHmk1/04,82066,Fd,1.4
Kamloops,Kamloops,ICHmk1,ICHmk1/04,82066,Others,1
Kamloops,Kamloops,ICHmk1,ICHmk1/04,82066,Pl  Lw,2
Kamloops,Kamloops,ICHmk1,ICHmk1/05,82067,Fd,1.4
Kamloops,Kamloops,ICHmk1,ICHmk1/05,82067,Others,0.8
Kamloops,Kamloops,ICHmk1,ICHmk1/05,82067,Pl  Lw,2
Kamloops,Kamloops,ICHmk1,ICHmk1/06,82068,Fd,1.4
Kamloops,Kamloops,ICHmk1,ICHmk1/06,82068,Others,0.8
Kamloops,Kamloops,ICHmk1,ICHmk1/06,82068,Pl  Lw,2
Kamloops,Kamloops,ICHmk1,ICHmk1/07,82069,Fd,1
Kamloops,Kamloops,ICHmk1,ICHmk1/07,82069,Others,0.8
Kamloops,Kamloops,ICHmk1,ICHmk1/07,82069,Pl  Lw,1.4
Kamloops,Kamloops,ICHmk2,ICHmk2/01,82070,Fd,1.4
Kamloops,Kamloops,ICHmk2,ICHmk2/01,82070,Others,1
Kamloops,Kamloops,ICHmk2,ICHmk2/01,82070,Pl  Lw,2
Kamloops,Kamloops,ICHmk2,ICHmk2/01,82070,Sxw,0.8
Kamloops,Kamloops,ICHmk2,ICHmk2/02,82071,Fd,1
Kamloops,Kamloops,ICHmk2,ICHmk2/02,82071,Others,0.8
Kamloops,Kamloops,ICHmk2,ICHmk2/02,82071,Pl ,1.4
Kamloops,Kamloops,ICHmk2,ICHmk2/03,82072,Fd,1
Kamloops,Kamloops,ICHmk2,ICHmk2/03,82072,Others,0.8
Kamloops,Kamloops,ICHmk2,ICHmk2/03,82072,Pl,1.4
Kamloops,Kamloops,ICHmk2,ICHmk2/04,82073,Fd,1.4
Kamloops,Kamloops,ICHmk2,ICHmk2/04,82073,Others,1
Kamloops,Kamloops,ICHmk2,ICHmk2/04,82073,Pl  Lw,2
Kamloops,Kamloops,ICHmk2,ICHmk2/04,82073,Sxw,0.8
Kamloops,Kamloops,ICHmk2,ICHmk2/05,82074,Fd,1.4
Kamloops,Kamloops,ICHmk2,ICHmk2/05,82074,Others,1
Kamloops,Kamloops,ICHmk2,ICHmk2/05,82074,Pl,2
Kamloops,Kamloops,ICHmk2,ICHmk2/06,82075,Fd,1
Kamloops,Kamloops,ICHmk2,ICHmk2/06,82075,Others,0.8
Kamloops,Kamloops,ICHmk2,ICHmk2/06,82075,Pl,1.4
Kamloops,Kamloops,ICHmw3,ICHmw3/01,82084,Lw,2
Kamloops,Kamloops,ICHmw3,ICHmw3/01,82084,Pl  Pw,2
Kamloops,Kamloops,ICHmw3,ICHmw3/02,82086,Fd,1
Kamloops,Kamloops,ICHmw3,ICHmw3/02,82086,Others,0.8
Kamloops,Kamloops,ICHmw3,ICHmw3/02,82086,Pl Pw,1.4
Kamloops,Kamloops,ICHmw3,ICHmw3/03,82087,Fd,1
Kamloops,Kamloops,ICHmw3,ICHmw3/03,82087,Lw,1.4
Kamloops,Kamloops,ICHmw3,ICHmw3/03,82087,Others,0.8
Kamloops,Kamloops,ICHmw3,ICHmw3/03,82087,Pl Pw,1.4
Kamloops,Kamloops,ICHmw3,ICHmw3/04,82088,Fd,1.4
Kamloops,Kamloops,ICHmw3,ICHmw3/04,82088,Lw,2
Kamloops,Kamloops,ICHmw3,ICHmw3/04,82088,Others,1
Kamloops,Kamloops,ICHmw3,ICHmw3/04,82088,Pl Pw,2
Kamloops,Kamloops,ICHmw3,ICHmw3/05,82089,Fd,1.4
Kamloops,Kamloops,ICHmw3,ICHmw3/05,82089,Lw,2
Kamloops,Kamloops,ICHmw3,ICHmw3/05,82089,Others,1
Kamloops,Kamloops,ICHmw3,ICHmw3/05,82089,Pl Pw,2
Kamloops,Kamloops,ICHmw3,ICHmw3/06,82090,Fd,1.4
