Region,ZoneSubzone,SS_NoSpace,Species,Suitability,PreferredAcceptable,Standard,FN1,FN2,FN3,FN4,FN5
Nelson,ESSFwh1,ESSFwh1/101,Pw,3,A,1050247,31,,,,
Nelson,ESSFwh1,ESSFwh1/102,Pl,1,P,1050248,,,,,
Nelson,ESSFwh1,ESSFwh1/102,Se,1,P,1050248,,,,,
Nelson,ESSFwh1,ESSFwh1/102,Bl,2,A,1050248,202,,,,
Nelson,ESSFwh1,ESSFwh1/102,Fd,2,P,1050248,,,,,
Nelson,ESSFwh1,ESSFwh1/102,Pa,3,A,1050248,13,,,,
Nelson,ESSFwh1,ESSFwh1/103,Se,1,P,1050249,,,,,
Nelson,ESSFwh1,ESSFwh1/103,Bl,2,A,1050249,202,,,,
Nelson,ESSFwh1,ESSFwh1/103,Fd,2,P,1050249,14,34,,,
Nelson,ESSFwh1,ESSFwh1/103,Lw,2,P,1050249,14,34,,,
Nelson,ESSFwh1,ESSFwh1/103,Pl,2,A,1050249,16,34,,,
Nelson,ESSFwh1,ESSFwh1/103,Pa,3,A,1050249,13,,,,
Nelson,ESSFwh1,ESSFwh1/103,Pw,3,A,1050249,9,31,,,
Nelson,ESSFwh1,ESSFwh1/104,Se,1,P,1050250,,,,,
Nelson,ESSFwh1,ESSFwh1/104,Bl,2,A,1050250,,,,,
Nelson,ESSFwh1,ESSFwh1/104,Fd,2,P,1050250,9,14,34,,
Nelson,ESSFwh1,ESSFwh1/104,Lw,2,P,1050250,9,14,34,,
Nelson,ESSFwh1,ESSFwh1/104,Cw,3,P,1050250,9,14,,,
Nelson,ESSFwh1,ESSFwh1/104,Hw,3,A,1050250,9,14,,,
Nelson,ESSFwh1,ESSFwh1/104,Pl,3,A,1050250,34,,,,
Nelson,ESSFwh1,ESSFwh1/104,Pw,3,A,1050250,9,14,31,,
Nelson,ESSFwh1,ESSFwh1/111,Bl,1,P,1050252,1,32,202,,
Nelson,ESSFwh1,ESSFwh1/111,Se,1,P,1050252,1,32,,,
Nelson,ESSFwh1,ESSFwh1/111,Hw,3,A,1050252,1,32,,,
Nelson,ESSFwh2,ESSFwh2/101,Act,3,X,1050253,901,,,,
Nelson,ESSFwh2,ESSFwh2/101,At,3,X,1050253,,,,,
Nelson,ESSFwh2,ESSFwh2/101,Bl,1,P,1050253,202,,,,
Nelson,ESSFwh2,ESSFwh2/101,Se,1,P,1050253,,,,,
Nelson,ESSFwh2,ESSFwh2/101,Fd,2,A,1050253,9,14,,,
Nelson,ESSFwh2,ESSFwh2/101,Lw,2,A,1050253,9,14,,,
Nelson,ESSFwh2,ESSFwh2/101,Pl,2,A,1050253,34,,,,
Nelson,ESSFwh2,ESSFwh2/101,Cw,3,A,1050253,9,14,,,
Nelson,ESSFwh2,ESSFwh2/101,Hw,3,P,1050253,9,14,201,,
Nelson,ESSFwh2,ESSFwh2/101,Pw,3,A,1050253,9,14,31,,
Nelson,ESSFwh2,ESSFwh2/102,Se,1,P,1050254,,,,,
Nelson,ESSFwh2,ESSFwh2/102,Fd,2,P,1050254,14,,,,
Nelson,ESSFwh2,ESSFwh2/102,Pl,2,P,1050254,34,,,,
Nelson,ESSFwh2,ESSFwh2/102,Bl,3,A,1050254,202,,,,
Nelson,ESSFwh2,ESSFwh2/102,Hw,3,X,1050254,14,,,,
Nelson,ESSFwh2,ESSFwh2/102,Pa,3,A,1050254,,,,,
Nelson,ESSFwh2,ESSFwh2/103,Fd,1,P,1050255,14,,,,
Nelson,ESSFwh2,ESSFwh2/103,Lw,1,P,1050255,14,,,,
Nelson,ESSFwh2,ESSFwh2/103,Se,1,P,1050255,,,,,
Nelson,ESSFwh2,ESSFwh2/103,Bl,2,A,1050255,202,,,,
Nelson,ESSFwh2,ESSFwh2/103,Pl,2,P,1050255,34,,,,
Nelson,ESSFwh2,ESSFwh2/103,Hw,3,X,1050255,14,,,,
Nelson,ESSFwh2,ESSFwh2/103,Pa,3,A,1050255,13,,,,
Nelson,ESSFwh2,ESSFwh2/103,Pw,3,A,1050255,14,31,,,
Nelson,ESSFwh2,ESSFwh2/104,Se,1,P,1050256,,,,,
Nelson,ESSFwh2,ESSFwh2/104,Bl,2,A,1050256,,,,,
Nelson,ESSFwh2,ESSFwh2/104,Fd,2,P,1050256,9,14,,,
Nelson,ESSFwh2,ESSFwh2/104,Lw,2,P,1050256,9,14,,,
Nelson,ESSFwh2,ESSFwh2/104,Pl,2,A,1050256,34,,,,
Nelson,ESSFwh2,ESSFwh2/104,Pw,2,A,1050256,9,31,14,,
Nelson,ESSFwh2,ESSFwh2/104,Hw,3,A,1050256,9,14,,,
Nelson,ESSFwh2,ESSFwh2/104,Cw,2,P,1050256,14,201,,,
Nelson,ESSFwh2,ESSFwh2/110,Act,3,X,1050257,901,,,,
Nelson,ESSFwh2,ESSFwh2/110,Bl,1,P,1050257,202,,,,
Nelson,ESSFwh2,ESSFwh2/110,Se,1,P,1050257,,,,,
Nelson,ESSFwh2,ESSFwh2/110,Cw,3,A,1050257,14,32,,,
Nelson,ESSFwh2,ESSFwh2/110,Hw,3,A,1050257,14,32,,,
Nelson,ESSFwh2,ESSFwh2/111,Act,3,X,1050258,901,,,,
Nelson,ESSFwh2,ESSFwh2/111,Bl,1,P,1050258,202,,,,
Nelson,ESSFwh2,ESSFwh2/111,Se,1,P,1050258,,,,,
Nelson,ESSFwh2,ESSFwh2/111,Cw,3,A,1050258,14,32,,,
Nelson,ESSFwh2,ESSFwh2/111,Hw,3,A,1050258,14,32,,,
Nelson,ESSFwh2,ESSFwh2/112,Bl,1,P,1050259,202,,,,
Nelson,ESSFwh2,ESSFwh2/112,Se,1,P,1050259,,,,,
Nelson,ESSFwh2,ESSFwh2/112,Hw,3,A,1050259,1,32,,,
Nelson,ESSFwh3,ESSFwh3/101,Act,3,X,1050260,901,,,,
Nelson,ESSFwh3,ESSFwh3/101,At,3,X,1050260,,,,,
Nelson,ESSFwh3,ESSFwh3/101,Se,1,P,1050260,,,,,
Nelson,ESSFwh3,ESSFwh3/101,Fd,2,A,1050260,9,14,,,
Nelson,ESSFwh3,ESSFwh3/101,Lw,2,A,1050260,9,14,,,
Nelson,ESSFwh3,ESSFwh3/101,Cw,3,P,1050260,9,32,14,,
Nelson,ESSFwh3,ESSFwh3/101,Hw,3,P,1050260,9,32,14,,
Nelson,ESSFwh3,ESSFwh3/101,Pl,3,A,1050260,34,,,,
Nelson,ESSFwh3,ESSFwh3/101,Pw,3,A,1050260,9,14,31,,
Nelson,ESSFwh3,ESSFwh3/101,Bl,2,P,1050260,201,202,,,
Nelson,ESSFwh3,ESSFwh3/102,Fd,1,P,1050261,9,14,,,
Nelson,ESSFwh3,ESSFwh3/102,Lw,1,P,1050261,9,14,,,
Nelson,ESSFwh3,ESSFwh3/102,Pl,1,P,1050261,34,,,,
Nelson,ESSFwh3,ESSFwh3/102,Bl,3,A,1050261,202,,,,
Nelson,ESSFwh3,ESSFwh3/102,Pa,3,A,1050261,,,,,
Nelson,ESSFwh3,ESSFwh3/102,Se,3,A,1050261,,,,,
Nelson,ESSFwh3,ESSFwh3/103,Se,1,P,1050262,,,,,
Nelson,ESSFwh3,ESSFwh3/103,Bl,2,A,1050262,202,,,,
Nelson,ESSFwh3,ESSFwh3/103,Fd,2,P,1050262,9,14,,,
Nelson,ESSFwh3,ESSFwh3/103,Lw,2,P,1050262,9,14,,,
Nelson,ESSFwh3,ESSFwh3/103,Pl,2,A,1050262,34,,,,
Nelson,ESSFwh3,ESSFwh3/103,Hw,3,A,1050262,9,14,,,
Nelson,ESSFwh3,ESSFwh3/103,Pa,3,A,1050262,13,,,,
Nelson,ESSFwh3,ESSFwh3/103,Pw,3,A,1050262,9,14,31,,
Nelson,ESSFwh3,ESSFwh3/104,Se,1,P,1050263,,,,,
Nelson,ESSFwh3,ESSFwh3/104,Bl,2,A,1050263,202,,,,
Nelson,ESSFwh3,ESSFwh3/104,Fd,2,P,1050263,9,14,,,
Nelson,ESSFwh3,ESSFwh3/104,Lw,2,P,1050263,9,14,,,
Nelson,ESSFwh3,ESSFwh3/104,Pl,2,A,1050263,34,,,,
Nelson,ESSFwh3,ESSFwh3/104,Cw,3,P,1050263,9,14,32,,
Nelson,ESSFwh3,ESSFwh3/104,Hw,3,A,1050263,9,14,,,
Nelson,ESSFwh3,ESSFwh3/104,Pw,3,A,1050263,9,14,31,,
Nelson,ESSFwh3,ESSFwh3/110,Act,3,X,1050264,901,,,,
Nelson,ESSFwh3,ESSFwh3/110,Bl,1,P,1050264,202,,,,
Nelson,ESSFwh3,ESSFwh3/110,Se,1,P,1050264,,,,,
Nelson,ESSFwh3,ESSFwh3/110,Cw,2,P,1050264,32,14,,,
Nelson,ESSFwh3,ESSFwh3/110,Hw,3,A,1050264,14,32,,,
Nelson,ESSFwh3,ESSFwh3/110,Pl,3,A,1050264,34,,,,
Nelson,ESSFwh3,ESSFwh3/111,Act,3,X,1050265,901,,,,
Nelson,ESSFwh3,ESSFwh3/111,Bl,1,P,1050265,1,32,202,,
Nelson,ESSFwh3,ESSFwh3/111,Se,1,P,1050265,1,32,,,
Nelson,ESSFwh3,ESSFwh3/111,Cw,3,A,1050265,32,14,,,
Nelson,ESSFwh3,ESSFwh3/111,Hw,3,A,1050265,14,32,,,
Nelson,ESSFwm2,ESSFwm2/101,Bl,1,P,1050267,202,,,,
Nelson,ESSFwm2,ESSFwm2/101,Se,1,P,1050267,,,,,
Nelson,ESSFwm2,ESSFwm2/101,Pl,3,A,1050267,34,,,,
Nelson,ESSFwm2,ESSFwm2/102,Se,1,P,1050268,,,,,
Nelson,ESSFwm2,ESSFwm2/102,Bl,2,A,1050268,202,,,,
Nelson,ESSFwm2,ESSFwm2/102,Pa,2,P,1050268,,,,,
Nelson,ESSFwm2,ESSFwm2/102,Fd,3,X,1050268,14,,,,
Nelson,ESSFwm2,ESSFwm2/102,La,3,A,1050268,10,,,,
Nelson,ESSFwm2,ESSFwm2/102,Pl,3,A,1050268,34,,,,
Nelson,ESSFwm2,ESSFwm2/103,Se,1,P,1050269,,,,,
Nelson,ESSFwm2,ESSFwm2/103,Pl,2,P,1050269,34,,,,
Nelson,ESSFwm2,ESSFwm2/103,Pa,3,P,1050269,,,,,
Nelson,ESSFwm2,ESSFwm2/103,Bl,3,A,1050269,202,,,,
Nelson,ESSFwm2,ESSFwm2/104,Se,1,P,1050270,,,,,
Nelson,ESSFwm2,ESSFwm2/104,Bl,2,P,1050270,202,,,,
Nelson,ESSFwm2,ESSFwm2/104,Pl,2,A,1050270,34,,,,
Nelson,ESSFwm2,ESSFwm2/104,Pa,3,A,1050270,,,,,
Nelson,ESSFwm2,ESSFwm2/110,Bl,1,P,1050271,202,,,,
Nelson,ESSFwm2,ESSFwm2/110,Se,1,P,1050271,,,,,
Nelson,ESSFwm2,ESSFwm2/111,Bl,1,P,1050272,32,202,,,
Nelson,ESSFwm2,ESSFwm2/111,Se,1,P,1050272,32,,,,
Nelson,ESSFwm2,ESSFwm2/112,Bl,1,P,1050273,1,32,202,,
Nelson,ESSFwm2,ESSFwm2/112,Se,1,P,1050273,1,32,,,
Nelson,ESSFwm3,ESSFwm3/101,Bl,1,P,1050274,202,,,,
Nelson,ESSFwm3,ESSFwm3/101,Se,1,P,1050274,,,,,
Nelson,ESSFwm3,ESSFwm3/101,Pl,2,A,1050274,34,,,,
Nelson,ESSFwm3,ESSFwm3/102,Se,1,P,1050275,,,,,
Nelson,ESSFwm3,ESSFwm3/102,Pl,2,X,1050275,34,,,,
Nelson,ESSFwm3,ESSFwm3/102,Bl,3,A,1050275,202,,,,
Nelson,ESSFwm3,ESSFwm3/102,Pa,3,P,1050275,,,,,
Nelson,ESSFwm3,ESSFwm3/103,Se,1,P,1050276,,,,,
Nelson,ESSFwm3,ESSFwm3/103,Bl,2,A,1050276,202,,,,
Nelson,ESSFwm3,ESSFwm3/103,Pl,2,P,1050276,34,,,,
Nelson,ESSFwm3,ESSFwm3/103,Pa,3,P,1050276,,,,,
Nelson,ESSFwm3,ESSFwm3/104,Bl,1,P,1050277,202,,,,
Nelson,ESSFwm3,ESSFwm3/104,Se,1,P,1050277,,,,,
Nelson,ESSFwm3,ESSFwm3/104,Pl,3,A,1050277,34,,,,
Nelson,ESSFwm3,ESSFwm3/105,Bl,1,P,1050278,202,,,,
Nelson,ESSFwm3,ESSFwm3/105,Se,1,P,1050278,,,,,
Nelson,ESSFwm3,ESSFwm3/105,Pl,3,A,1050278,34,,,,
Nelson,ESSFwm3,ESSFwm3/110,Bl,1,P,1050279,202,,,,
Nelson,ESSFwm3,ESSFwm3/110,Se,1,P,1050279,,,,,
Nelson,ESSFwm3,ESSFwm3/111,Bl,1,P,1050280,32,202,,,
Nelson,ESSFwm3,ESSFwm3/111,Se,1,P,1050280,32,,,,
Nelson,ESSFwm3,ESSFwm3/112,Bl,1,P,1050281,1,32,202,,
Nelson,ESSFwm3,ESSFwm3/112,Se,1,P,1050281,1,32,,,
Nelson,ESSFwm4,ESSFwm4/101,Se,1,P,1050282,,,,,
Nelson,ESSFwm4,ESSFwm4/101,Bl,2,P,1050282,202,,,,
Nelson,ESSFwm4,ESSFwm4/101,Hw,2,P,1050282,14,,,,
Nelson,ESSFwm4,ESSFwm4/101,Pl,2,A,1050282,34,,,,
Nelson,ESSFwm4,ESSFwm4/101,Cw,3,X,1050282,14,,,,
Nelson,ESSFwm4,ESSFwm4/101,Fd,3,A,1050282,14,,,,
Nelson,ESSFwm4,ESSFwm4/101,Lw,3,A,1050282,14,,,,
Nelson,ESSFwm4,ESSFwm4/102,Pl,1,P,1050283,,,,,
Nelson,ESSFwm4,ESSFwm4/102,Bl,2,A,1050283,202,,,,
Nelson,ESSFwm4,ESSFwm4/102,Se,2,P,1050283,,,,,
Nelson,ESSFwm4,ESSFwm4/102,Fd,3,P,1050283,14,,,,
Nelson,ESSFwm4,ESSFwm4/102,Lw,3,P,1050283,14,,,,
Nelson,ESSFwm4,ESSFwm4/102,Pa,3,P,1050283,13,,,,
Nelson,ESSFwm4,ESSFwm4/103,Pl,1,P,1050284,34,,,,
Nelson,ESSFwm4,ESSFwm4/103,Se,1,P,1050284,,,,,
Nelson,ESSFwm4,ESSFwm4/103,Bl,2,A,1050284,202,,,,
Nelson,ESSFwm4,ESSFwm4/103,Fd,2,P,1050284,14,,,,
Nelson,ESSFwm4,ESSFwm4/103,Lw,2,P,1050284,14,,,,
Nelson,ESSFwm4,ESSFwm4/103,Hw,3,A,1050284,14,,,,
Nelson,ESSFwm4,ESSFwm4/110,Bl,1,P,1050285,32,202,,,
Nelson,ESSFwm4,ESSFwm4/110,Se,1,P,1050285,32,,,,
Nelson,ESSFwm4,ESSFwm4/110,Cw,3,A,1050285,14,,,,
Nelson,ESSFwm4,ESSFwm4/110,Hw,3,A,1050285,14,,,,
Nelson,ESSFwm4,ESSFwm4/111,Bl,1,P,1050286,1,32,202,,
Nelson,ESSFwm4,ESSFwm4/111,Se,1,P,1050286,1,32,,,
Nelson,ESSFwmw,ESSFwmw/101,Bl,2,P,1050287,202,,,,
Nelson,ESSFwmw,ESSFwmw/101,Se,2,P,1050287,,,,,
Nelson,ESSFwmw,ESSFwmw/102,Bl,2,P,1050288,202,,,,
Nelson,ESSFwmw,ESSFwmw/102,La,3,A,1050288,,,,,
Nelson,ESSFwmw,ESSFwmw/102,Pl,3,A,1050288,34,,,,
Nelson,ESSFwmw,ESSFwmw/102,Pa,2,P,1050288,201,,,,
Nelson,ESSFwmw,ESSFwmw/102,Se,2,P,1050288,,,,,
Nelson,ESSFwmw,ESSFwmw/103,Bl,2,P,1050289,202,,,,
Nelson,ESSFwmw,ESSFwmw/103,Pa,3,P,1050289,,,,,
Nelson,ESSFwmw,ESSFwmw/103,Pl,3,A,1050289,,,,,
Nelson,ESSFwmw,ESSFwmw/103,Se,2,P,1050289,,,,,
Nelson,ESSFwmw,ESSFwmw/110,Bl,2,P,1050290,202,,,,
Nelson,ESSFwmw,ESSFwmw/110,Se,2,P,1050290,,,,,
Nelson,ICHdm,ICHdm/101,Act,3,X,1050291,901,,,,
Nelson,ICHdm,ICHdm/101,At,3,X,1050291,901,,,,
Nelson,ICHdm,ICHdm/101,Ep,3,X,1050291,901,,,,
Nelson,ICHdm,ICHdm/101,Cw,1,P,1050291,,,,,
Nelson,ICHdm,ICHdm/101,Fd,1,P,1050291,58,,,,
Nelson,ICHdm,ICHdm/101,Lw,1,P,1050291,,,,,
Nelson,ICHdm,ICHdm/101,Bl,2,A,1050291,202,,,,
Nelson,ICHdm,ICHdm/101,Hw,2,A,1050291,,,,,
Nelson,ICHdm,ICHdm/101,Pl,2,P,1050291,,,,,
Nelson,ICHdm,ICHdm/101,Pw,2,P,1050291,31,,,,
Nelson,ICHdm,ICHdm/101,Sx,2,P,1050291,,,,,
Nelson,ICHdm,ICHdm/101,Bg,3,A,1050291,14,,,,
Nelson,ICHdm,ICHdm/102,At,3,X,1050292,901,,,,
Nelson,ICHdm,ICHdm/102,Fd,1,P,1050292,58,,,,
Nelson,ICHdm,ICHdm/102,Lw,2,P,1050292,,,,,
Nelson,ICHdm,ICHdm/102,Pl,3,P,1050292,,,,,
Nelson,ICHdm,ICHdm/102,Py,3,A,1050292,14,9,,,
Nelson,ICHdm,ICHdm/103,At,3,X,1050293,901,,,,
Nelson,ICHdm,ICHdm/103,Ep,3,X,1050293,901,,,,
Nelson,ICHdm,ICHdm/103,Fd,1,P,1050293,58,,,,
Nelson,ICHdm,ICHdm/103,Lw,1,P,1050293,,,,,
Nelson,ICHdm,ICHdm/103,Pl,2,P,1050293,,,,,
Nelson,ICHdm,ICHdm/103,Bg,3,A,1050293,14,,,,
Nelson,ICHdm,ICHdm/103,Bl,3,A,1050293,10,13,202,,
Nelson,ICHdm,ICHdm/103,Pw,3,A,1050293,31,,,,
Nelson,ICHdm,ICHdm/103,Sx,3,A,1050293,,,,,
Nelson,ICHdm,ICHdm/110,Act,3,X,1050294,901,,,,
Nelson,ICHdm,ICHdm/110,At,3,X,1050294,901,,,,
Nelson,ICHdm,ICHdm/110,Ep,3,X,1050294,901,,,,
Nelson,ICHdm,ICHdm/110,Cw,1,P,1050294,,,,,
Nelson,ICHdm,ICHdm/110,Sx,1,P,1050294,,,,,
Nelson,ICHdm,ICHdm/110,Bl,2,A,1050294,12,13,,,
Nelson,ICHdm,ICHdm/110,Fd,2,P,1050294,1,14,32,58,
Nelson,ICHdm,ICHdm/110,Lw,2,P,1050294,1,14,32,,
Nelson,ICHdm,ICHdm/110,Bg,3,A,1050294,14,,,,
Nelson,ICHdm,ICHdm/110,Pw,3,P,1050294,31,,,,
Nelson,ICHdm,ICHdm/110,Hw,3,A,1050294,,,,,
Nelson,ICHdm,ICHdm/111,Act,3,X,1050295,901,,,,
Nelson,ICHdm,ICHdm/111,At,3,X,1050295,901,,,,
Nelson,ICHdm,ICHdm/111,Ep,3,X,1050295,901,,,,
Nelson,ICHdm,ICHdm/111,Cw,1,P,1050295,1,32,,,
Nelson,ICHdm,ICHdm/111,Sx,1,P,1050295,,,,,
Nelson,ICHdm,ICHdm/111,Bl,2,A,1050295,12,13,202,,
Nelson,ICHdm,ICHdm/111,Hw,2,A,1050295,,,,,
Nelson,ICHdm,ICHdm/112,Act,3,X,1050296,901,,,,
Nelson,ICHdm,ICHdm/112,Sx,1,P,1050296,1,,,,
Nelson,ICHdm,ICHdm/112,Bl,2,A,1050296,1,202,,,
Nelson,ICHdm,ICHdm/112,Cw,3,A,1050296,1,32,,,
Nelson,ICHdm,ICHdm/112,Hw,3,A,1050296,1,32,,,
Nelson,ICHdw1,ICHdw1/101,At,3,X,1050297,901,,,,
Nelson,ICHdw1,ICHdw1/101,Ep,3,X,1050297,901,,,,
Nelson,ICHdw1,ICHdw1/101,Fd,1,P,1050297,58,,,,
Nelson,ICHdw1,ICHdw1/101,Lw,1,P,1050297,,,,,
Nelson,ICHdw1,ICHdw1/101,Bg,2,A,1050297,,,,,
Nelson,ICHdw1,ICHdw1/101,Cw,2,P,1050297,,,,,
Nelson,ICHdw1,ICHdw1/101,Hw,2,A,1050297,,,,,
Nelson,ICHdw1,ICHdw1/101,Pl,2,A,1050297,,,,,
Nelson,ICHdw1,ICHdw1/101,Pw,2,P,1050297,31,,,,
Nelson,ICHdw1,ICHdw1/101,Bl,3,X,1050297,12,13,204,,
Nelson,ICHdw1,ICHdw1/101,Py,3,A,1050297,9,14,,,
Nelson,ICHdw1,ICHdw1/101,Sx,3,X,1050297,10,12,13,204,
Nelson,ICHdw1,ICHdw1/102,Ep,3,X,1050298,901,,,,
Nelson,ICHdw1,ICHdw1/102,Fd,1,P,1050298,58,,,,
Nelson,ICHdw1,ICHdw1/102,Py,1,P,1050298,,,,,
Nelson,ICHdw1,ICHdw1/102,Lw,2,A,1050298,,,,,
Nelson,ICHdw1,ICHdw1/102,Cw,3,X,1050298,,,,,
Nelson,ICHdw1,ICHdw1/102,Pl,3,A,1050298,13,,,,
Nelson,ICHdw1,ICHdw1/103,Ep,3,X,1050299,901,,,,
Nelson,ICHdw1,ICHdw1/103,Fd,1,P,1050299,58,,,,
Nelson,ICHdw1,ICHdw1/103,Py,1,P,1050299,,,,,
Nelson,ICHdw1,ICHdw1/103,Lw,2,P,1050299,,,,,
Nelson,ICHdw1,ICHdw1/103,Pl,3,A,1050299,13,,,,
Nelson,ICHdw1,ICHdw1/103,Pw,3,A,1050299,31,,,,
Nelson,ICHdw1,ICHdw1/104,At,3,X,1050300,901,,,,
Nelson,ICHdw1,ICHdw1/104,Ep,3,X,1050300,901,,,,
Nelson,ICHdw1,ICHdw1/104,Fd,1,P,1050300,58,,,,
Nelson,ICHdw1,ICHdw1/104,Lw,1,P,1050300,,,,,
Nelson,ICHdw1,ICHdw1/104,Pl,2,A,1050300,,,,,
Nelson,ICHdw1,ICHdw1/104,Pw,2,P,1050300,31,,,,
Nelson,ICHdw1,ICHdw1/104,Py,2,P,1050300,9,203,,,
Nelson,ICHdw1,ICHdw1/104,Bg,3,A,1050300,,,,,
Nelson,ICHdw1,ICHdw1/104,Cw,3,A,1050300,10,204,,,
Nelson,ICHdw1,ICHdw1/104,Hw,3,X,1050300,,,,,
Nelson,ICHdw1,ICHdw1/104,Sx,3,X,1050300,10,13,,,
Nelson,ICHdw1,ICHdw1/110,Act,3,X,1050301,901,,,,
Nelson,ICHdw1,ICHdw1/110,At,3,X,1050301,901,,,,
Nelson,ICHdw1,ICHdw1/110,Ep,3,X,1050301,901,,,,
Nelson,ICHdw1,ICHdw1/110,Cw,1,P,1050301,,,,,
Nelson,ICHdw1,ICHdw1/110,Fd,1,P,1050301,1,32,58,,
Nelson,ICHdw1,ICHdw1/110,Lw,1,P,1050301,1,32,58,,
Nelson,ICHdw1,ICHdw1/110,Pw,1,P,1050301,31,,,,
Nelson,ICHdw1,ICHdw1/110,Bg,2,A,1050301,,,,,
Nelson,ICHdw1,ICHdw1/110,Hw,2,A,1050301,,,,,
Nelson,ICHdw1,ICHdw1/110,Sx,2,A,1050301,,,,,
Nelson,ICHdw1,ICHdw1/110,Bl,3,X,1050301,12,13,,,
Nelson,ICHdw1,ICHdw1/110,Pl,3,X,1050301,,,,,
Nelson,ICHdw1,ICHdw1/111,Act,3,X,1050302,901,,,,
Nelson,ICHdw1,ICHdw1/111,At,3,X,1050302,901,,,,
Nelson,ICHdw1,ICHdw1/111,Ep,3,X,1050302,901,,,,
Nelson,ICHdw1,ICHdw1/111,Cw,1,P,1050302,,,,,
Nelson,ICHdw1,ICHdw1/111,Sx,1,P,1050302,,,,,
Nelson,ICHdw1,ICHdw1/111,Bg,2,A,1050302,,,,,
Nelson,ICHdw1,ICHdw1/111,Fd,2,A,1050302,1,32,,,
Nelson,ICHdw1,ICHdw1/111,Hw,2,A,1050302,,,,,
Nelson,ICHdw1,ICHdw1/111,Lw,2,A,1050302,1,32,,,
Nelson,ICHdw1,ICHdw1/111,Pw,2,P,1050302,1,31,,,
Nelson,ICHdw1,ICHdw1/111,Bl,3,X,1050302,12,13,,,
Nelson,ICHdw1,ICHdw1/111,Pl,3,X,1050302,1,,,,
Nelson,ICHdw1,ICHdw1/112,Act,3,X,1050303,901,,,,
Nelson,ICHdw1,ICHdw1/112,At,3,X,1050303,901,,,,
Nelson,ICHdw1,ICHdw1/112,Ep,3,X,1050303,901,,,,
Nelson,ICHdw1,ICHdw1/112,Cw,1,P,1050303,1,32,,,
Nelson,ICHdw1,ICHdw1/112,Sx,1,P,1050303,1,,,,
Nelson,ICHdw1,ICHdw1/112,Hw,2,A,1050303,1,32,,,
Nelson,ICHdw1,ICHdw1/112,Bl,3,X,1050303,12,13,,,
Nelson,ICHdw1,ICHdw1/112,Pw,3,A,1050303,31,,,,
Nelson,ICHdw1,ICHdw1/113,Act,3,X,1050304,901,,,,
Nelson,ICHdw1,ICHdw1/113,At,3,X,1050304,901,,,,
Nelson,ICHdw1,ICHdw1/113,Ep,3,X,1050304,901,,,,
Nelson,ICHdw1,ICHdw1/113,Cw,1,P,1050304,1,32,,,
Nelson,ICHdw1,ICHdw1/113,Sx,1,P,1050304,1,,,,
Nelson,ICHdw1,ICHdw1/113,Hw,2,A,1050304,1,32,,,
Nelson,ICHdw1,ICHdw1/113,Bl,3,X,1050304,12,13,,,
Nelson,ICHdw4,ICHdw4/101,At,3,X,1050305,901,,,,
Nelson,ICHdw4,ICHdw4/101,Ep,3,X,1050305,901,,,,
Nelson,ICHdw4,ICHdw4/101,Fd,1,P,1050305,58,,,,
Nelson,ICHdw4,ICHdw4/101,Lw,1,P,1050305,,,,,
Nelson,ICHdw4,ICHdw4/101,Cw,2,P,1050305,,,,,
Nelson,ICHdw4,ICHdw4/101,Hw,2,A,1050305,,,,,
Nelson,ICHdw4,ICHdw4/101,Pl,2,A,1050305,,,,,
Nelson,ICHdw4,ICHdw4/101,Pw,2,P,1050305,31,,,,
Nelson,ICHdw4,ICHdw4/101,Bl,3,X,1050305,12,13,204,,
Nelson,ICHdw4,ICHdw4/101,Py,3,A,1050305,9,14,,,
Nelson,ICHdw4,ICHdw4/101,Sx,3,X,1050305,10,12,13,204,
Nelson,ICHdw4,ICHdw4/102,Ep,3,X,1050306,901,,,,
Nelson,ICHdw4,ICHdw4/102,Fd,1,P,1050306,58,,,,
Nelson,ICHdw4,ICHdw4/102,Py,2,P,1050306,,,,,
Nelson,ICHdw4,ICHdw4/102,Cw,3,X,1050306,,,,,
Nelson,ICHdw4,ICHdw4/102,Lw,3,A,1050306,,,,,
Nelson,ICHdw4,ICHdw4/102,Pl,3,A,1050306,13,,,,
Nelson,ICHdw4,ICHdw4/103,Ep,3,X,1050307,901,,,,
Nelson,ICHdw4,ICHdw4/103,Fd,1,P,1050307,58,,,,
Nelson,ICHdw4,ICHdw4/103,Lw,2,P,1050307,,,,,
Nelson,ICHdw4,ICHdw4/103,Pl,3,A,1050307,13,,,,
Nelson,ICHdw4,ICHdw4/103,Pw,3,A,1050307,31,,,,
Nelson,ICHdw4,ICHdw4/103,Py,3,P,1050307,,,,,
Nelson,ICHdw4,ICHdw4/104,At,3,X,1050308,901,,,,
Nelson,ICHdw4,ICHdw4/104,Ep,3,X,1050308,901,,,,
Nelson,ICHdw4,ICHdw4/104,Fd,1,P,1050308,58,,,,
Nelson,ICHdw4,ICHdw4/104,Lw,1,P,1050308,,,,,
Nelson,ICHdw4,ICHdw4/104,Pl,2,A,1050308,,,,,
Nelson,ICHdw4,ICHdw4/104,Pw,2,P,1050308,31,,,,
Nelson,ICHdw4,ICHdw4/104,Cw,3,A,1050308,10,204,,,
Nelson,ICHdw4,ICHdw4/104,Hw,3,X,1050308,,,,,
Nelson,ICHdw4,ICHdw4/104,Py,3,A,1050308,9,203,,,
