"index","GCM","SSP","RUN","PERIOD","BAFAun","CDFmm","CMAun","CMAunp","CWHdm","CWHdm_WA","CWHds1","CWHds2","CWHmm1","CWHmm2","CWHms1","CWHms2","CWHvm_WA","CWHvm1","CWHvm2","CWHwm","CWHws1","CWHws2","CWHxm1","CWHxm2","ESSFdv1","ESSFdv2","ESSFdvp","ESSFdvw","ESSFmc","ESSFmk","ESSFmkw","ESSFmw","ESSFmw2","ESSFmwp","ESSFmww","ESSFxv1","ESSFxvp","IDFdc","IDFww","IMAun","IMAunp","MHmm_WA","MHmm1","MHmm2","MHmmp","MSdc1","MSdv","CDFmm_WA","CMAun_WA","CRFdh_CA","CWHmh_OR","CWHvh_WA","CWHwh_WA","CWHxm_WA","ESSFdc2","ESSFdh2","ESSFmw1","MSdm2","BAFAunp","ESSFmw_WA","IMAun_WA","CWHdm_OR","CWHms_WA","ESSFdh1","IDFdk2","MHms_WA","MSdh_UT","ESSFdh_WA","ICHvk1","ESSFwv","ESSFwvp","ICHmw1","ICHwk1","MSdc3","ICHmw2","ESSFmcp","ESSFmcw","ESSFwvw","ICHmc2","ESSFmh","ESSFvcw","ESSFwcw","CMXwm_OR","IGFdk_WA","ESSFmkp","ESSFvc","ESSFwc2","ESSFwh1","ICHmw3","ESSFdc1","ESSFwc4","CWFmm_OR","CWHds_WA","ICHdw_ID","ICHdw1","CWHvm_OR","SWBvks","ESSFwcp","CMXdm_OR","CDFmm_OR","ESSFvh_ID","ESSFwm_MT","GOun_CO","ICHdh_ID","ICHvk_ID","IDFdkx_MT","IDFxh_ID","IGFdw_OR","IGFmm_OR","MSxh_OR","CWHvh1","CWHvh2","ESSFwh3","ESSFwm3","ICHmw4","ICHxw"
75,"GFDL-ESM4","ssp245","r2i1p1f1","2041_2060",163,6,26,16059,3701,7683,1019,75,16,39,2440,248,9718,5132,7486,NA,11,342,75,80,NA,NA,1,2,NA,NA,NA,NA,234,3,59,NA,NA,NA,100,1,8,1565,7703,3421,2,NA,NA,NA,89,89,6179,184,854,7604,NA,NA,125,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"GFDL-ESM4","ssp245","r3i1p1f1","2041_2060",80,NA,21,14920,2235,6490,933,93,2,172,2018,270,8909,8596,5115,NA,13,463,93,187,NA,NA,NA,NA,NA,NA,NA,NA,91,2,4,NA,NA,NA,106,NA,2,2744,7504,3398,30,NA,NA,NA,239,467,8849,242,1227,6911,NA,NA,15,NA,NA,NA,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"GISS-E2-1-G","ssp245","ensembleMean","2041_2060",64,47,1047,9499,10967,139,1258,157,NA,NA,635,558,415,19582,12106,153,280,2454,133,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,37,6987,4630,1029,NA,NA,NA,NA,12,3554,614,15,5989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,23,NA,NA,NA,10,NA,NA,NA,15,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"GISS-E2-1-G","ssp245","r1i1p3f1","2041_2060",14,7,26,12934,9369,26,1326,79,NA,3,2690,180,302,16637,12195,NA,97,230,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,1,3,NA,NA,NA,71,NA,NA,1,8222,4395,16,NA,NA,NA,NA,36,5623,1824,117,5817,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,7,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"GISS-E2-1-G","ssp245","r2i1p3f1","2041_2060",751,63,2365,4891,8580,3610,2253,255,NA,NA,554,814,5270,15882,9559,42,211,4493,109,8,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,866,3389,7315,2112,NA,NA,NA,NA,NA,1724,10,17,6969,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"GISS-E2-1-G","ssp245","r3i1p3f1","2041_2060",148,53,2595,6219,13404,21,1082,132,NA,NA,104,357,47,21228,12362,571,397,2924,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,3,6247,4161,2502,NA,NA,NA,NA,2,1394,699,NA,5268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,NA,38,NA,NA,NA,35,NA,NA,NA,24,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"MIROC6","ssp245","ensembleMean","2041_2060",48,1,52,14081,4646,4184,1142,113,NA,16,2354,346,4541,11555,9691,1,69,472,86,10,NA,NA,NA,NA,NA,NA,NA,NA,82,5,NA,NA,NA,NA,73,NA,2,282,8518,3824,32,NA,NA,NA,NA,20,7313,738,718,7488,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"MIROC6","ssp245","r1i1p1f1","2041_2060",5,13,165,14933,9995,42,1042,130,NA,NA,1519,109,276,15509,12423,1,157,851,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,34,NA,36,NA,8723,3390,116,NA,NA,NA,NA,11,4170,2366,90,6163,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,24,NA,10,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"MIROC6","ssp245","r2i1p1f1","2041_2060",62,12,28,11622,633,11074,1037,155,NA,47,1995,117,15793,1589,1482,NA,2,611,64,105,NA,NA,NA,NA,NA,NA,NA,NA,41,1,1,NA,NA,NA,189,5,NA,6642,3780,4005,57,NA,NA,NA,2170,183,7951,71,1738,8969,NA,NA,20,NA,NA,NA,NA,39,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"MPI-ESM1-2-HR","ssp245","ensembleMean","2041_2060",172,39,39,13812,4927,7496,1327,95,10,20,2171,287,7904,8226,6841,2,88,1073,55,82,NA,NA,1,NA,NA,NA,NA,NA,138,2,5,NA,NA,NA,80,40,8,2491,6850,4973,39,NA,NA,NA,196,NA,4913,37,140,7891,NA,NA,38,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"MPI-ESM1-2-HR","ssp245","r1i1p1f1","2041_2060",154,63,551,12704,6167,5355,1265,202,NA,3,1094,888,5795,9855,8828,94,88,2326,172,68,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,43,1,NA,1158,7108,5513,655,NA,NA,NA,3,NA,4780,159,173,7283,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"MPI-ESM1-2-HR","ssp245","r2i1p1f1","2041_2060",334,5,31,12825,2634,10452,1355,7,39,233,2854,40,11200,5100,4800,NA,8,82,44,9,NA,NA,1,NA,NA,NA,NA,NA,177,26,363,NA,NA,NA,379,46,2,3851,5755,3996,NA,NA,NA,NA,1351,332,6193,NA,79,7329,NA,NA,442,6,NA,NA,1,2,15,8,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"MRI-ESM2-0","ssp245","ensembleMean","2041_2060",17,7,1490,8321,7903,2667,796,96,NA,NA,269,20,2981,19466,12609,159,353,2003,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,26,NA,9,123,6737,2767,1528,NA,NA,NA,NA,NA,3806,97,14,7238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,278,NA,178,NA,NA,NA,3,NA,NA,4,274,NA,NA,NA,NA,21,228,NA,6,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"MRI-ESM2-0","ssp245","r1i1p1f1","2041_2060",17,7,1490,8321,7903,2667,796,96,NA,NA,269,20,2981,19466,12609,159,353,2003,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,26,NA,9,123,6737,2767,1528,NA,NA,NA,NA,NA,3806,97,14,7238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,278,NA,178,NA,NA,NA,3,NA,NA,4,274,NA,NA,NA,NA,21,228,NA,6,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"ensembleMean","ssp245","ensembleMean","2041_2060",46,2,99,11216,6873,4712,1272,102,NA,NA,2626,270,4842,12301,11044,3,75,877,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,3,22,NA,NA,NA,99,NA,4,183,6913,4332,258,NA,NA,NA,NA,5,5253,152,199,8217,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,66,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"ACCESS-ESM1-5","ssp245","ensembleMean","2061_2080",41,NA,8,2118,NA,16935,1616,NA,NA,NA,3580,16,21170,321,1459,NA,NA,786,29,3,NA,NA,NA,NA,NA,NA,1,NA,23,1,219,NA,NA,NA,642,NA,NA,2770,1504,5600,10,NA,NA,NA,404,3766,2631,NA,169,9604,NA,NA,616,NA,28,NA,NA,389,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6028,NA,2,NA,NA,NA,NA,NA,NA,NA,27,4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,"ACCESS-ESM1-5","ssp245","r10i1p1f1","2061_2080",30,1,17,2905,5308,5141,2650,NA,61,151,5320,5,4076,15146,9403,NA,14,113,93,29,NA,NA,NA,NA,NA,NA,NA,NA,538,NA,92,NA,NA,NA,769,NA,3,12,2069,6098,80,NA,NA,NA,NA,9082,8589,4,419,1606,NA,NA,170,NA,NA,NA,NA,144,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,2399,NA,NA,NA,NA,NA,2,NA,NA,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,"ACCESS-ESM1-5","ssp245","r1i1p1f1","2061_2080",41,NA,88,2997,194,14405,1524,20,NA,NA,2703,27,20516,2616,3789,1,4,1787,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,73,NA,NA,NA,376,NA,NA,1610,2532,4678,442,NA,NA,NA,8,1632,3421,NA,235,10198,NA,NA,230,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,203,NA,NA,NA,NA,NA,NA,NA,5916,NA,9,NA,NA,2,NA,NA,NA,NA,1,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"ACCESS-ESM1-5","ssp245","r2i1p1f1","2061_2080",23,NA,19,76,NA,17250,681,NA,NA,NA,1567,NA,16298,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,NA,677,NA,NA,5763,70,547,NA,NA,NA,NA,7102,10287,194,NA,NA,3558,NA,NA,274,NA,NA,712,369,3322,955,NA,NA,504,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9313,375,NA,NA,NA,NA,NA,NA,NA,23,88,13,NA,2185,NA,NA,3,3,44,20,14,4,19,34,12,11,43,61,NA,NA,NA,NA,NA,NA
94,"CNRM-ESM2-1","ssp245","ensembleMean","2061_2080",1,4,13,11344,6982,1850,1139,92,NA,NA,2723,17,1532,17045,12010,NA,28,175,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,NA,37,NA,NA,NA,110,NA,2,6,8114,3485,11,NA,NA,NA,NA,6,7328,832,198,6836,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,128,NA,NA,NA,NA,NA,NA,NA,246,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"CNRM-ESM2-1","ssp245","r1i1p1f2","2061_2080",5,7,16,12053,9029,834,1002,104,NA,NA,2578,1,551,17579,12487,NA,24,235,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,NA,28,NA,NA,NA,101,NA,13,NA,7727,3322,22,NA,NA,NA,NA,NA,5679,765,32,7446,NA,NA,46,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,NA,NA,NA,NA,NA,NA,NA,161,NA,NA,NA,NA,7,NA,6,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"CNRM-ESM2-1","ssp245","r2i1p1f2","2061_2080",28,NA,8,11677,1635,10562,919,37,NA,NA,2767,4,16056,4040,3688,NA,NA,320,36,1,NA,NA,NA,NA,NA,NA,NA,NA,126,31,89,NA,NA,NA,272,2,NA,4048,6615,3423,9,NA,NA,NA,147,NA,6549,22,418,8104,NA,NA,97,NA,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,815,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"CNRM-ESM2-1","ssp245","r3i1p1f2","2061_2080",NA,12,98,10642,8411,33,1054,94,NA,NA,2340,67,242,20263,12850,2,115,329,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,7,NA,NA,NA,74,NA,NA,NA,8449,3228,112,NA,NA,NA,NA,13,6461,1271,46,5659,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,133,NA,NA,NA,1,NA,NA,NA,310,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"EC-Earth3","ssp245","ensembleMean","2061_2080",2,10,85,8149,4624,1149,907,122,NA,NA,2388,3,953,22409,11701,NA,60,119,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,2,NA,NA,NA,77,NA,NA,NA,8193,2518,121,NA,NA,NA,NA,334,9113,1407,451,5774,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,NA,NA,NA,4,NA,NA,NA,1296,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,"EC-Earth3","ssp245","r15i1p1f1","2061_2080",2,21,142,8627,3853,303,972,126,NA,NA,2345,53,418,23038,11558,1,99,120,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,84,NA,NA,NA,8476,2693,133,NA,NA,NA,NA,825,10757,2072,379,3557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,NA,1,NA,NA,NA,1575,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
100,"EC-Earth3","ssp245","r1i1p1f1","2061_2080",3,11,137,7731,5599,1904,820,142,NA,NA,1994,4,1139,22933,11783,NA,158,375,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,22,NA,3,NA,7704,2526,241,NA,NA,NA,NA,78,7938,569,228,6562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,471,NA,NA,NA,8,NA,NA,1,1098,NA,NA,NA,14,8,207,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
101,"EC-Earth3","ssp245","r4i1p1f1","2061_2080",2,14,1,8736,2786,4445,1043,19,NA,NA,2749,40,4407,14786,10915,NA,3,16,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,28,NA,NA,NA,229,NA,NA,28,8168,2824,NA,NA,NA,NA,NA,1538,10759,1245,1352,5136,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,NA,NA,NA,NA,NA,NA,NA,959,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"GFDL-ESM4","ssp245","ensembleMean","2061_2080",59,NA,22,13436,3383,7375,1191,119,2,29,2706,245,8260,7286,8138,3,29,452,71,47,NA,NA,NA,NA,NA,NA,NA,NA,212,6,24,NA,NA,NA,124,3,7,773,7404,3836,18,NA,NA,NA,27,243,7831,217,863,7965,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,"GFDL-ESM4","ssp245","r1i1p1f1","2061_2080",152,NA,22,14331,3240,8770,1277,71,15,95,3068,205,10011,4385,7330,NA,14,227,82,60,NA,NA,NA,NA,NA,NA,NA,NA,245,2,73,NA,NA,NA,189,2,13,1169,7136,4005,NA,NA,NA,NA,46,257,6314,132,1047,8476,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"GFDL-ESM4","ssp245","r2i1p1f1","2061_2080",74,NA,25,13192,3709,8163,1320,70,3,34,3089,225,9611,5925,8191,NA,28,298,54,10,NA,NA,NA,NA,NA,NA,NA,NA,241,1,72,NA,NA,NA,140,2,8,738,7114,4053,NA,NA,NA,NA,7,244,6654,98,776,8184,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"GFDL-ESM4","ssp245","r3i1p1f1","2061_2080",25,8,306,12044,3286,4580,1034,239,NA,10,1685,384,6145,11940,8161,65,8,1102,64,48,NA,NA,NA,NA,NA,NA,NA,NA,60,2,NA,NA,NA,NA,74,NA,1,887,7413,3637,221,NA,NA,NA,94,283,10143,494,651,7218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"GISS-E2-1-G","ssp245","ensembleMean","2061_2080",14,NA,543,9243,6182,708,1101,223,NA,NA,1332,342,1338,20209,11270,58,132,1507,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,60,NA,NA,51,7900,3979,489,NA,NA,NA,NA,6,8070,1009,149,6046,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,38,NA,NA,NA,2,NA,NA,NA,479,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,"GISS-E2-1-G","ssp245","r1i1p3f1","2061_2080",233,NA,106,6921,664,12990,1109,112,NA,NA,2315,3,20292,1978,1344,NA,NA,675,23,4,NA,NA,NA,NA,NA,NA,NA,NA,44,20,44,NA,NA,NA,323,1,27,6068,3200,6258,218,NA,NA,NA,1011,NA,5691,20,499,8750,NA,NA,126,NA,196,NA,NA,8,35,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1196,NA,30,NA,NA,NA,NA,NA,NA,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"GISS-E2-1-G","ssp245","r2i1p3f1","2061_2080",38,1,1938,5085,6517,118,963,213,NA,NA,335,858,110,24591,11214,244,365,2399,32,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,2,6652,4420,2289,NA,NA,NA,NA,204,7312,2437,33,3896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,16,NA,NA,NA,NA,NA,NA,NA,202,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
109,"GISS-E2-1-G","ssp245","r3i1p3f1","2061_2080",NA,16,147,9874,5953,526,1165,159,NA,NA,2428,72,533,20347,11477,NA,41,373,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,7,NA,NA,NA,77,NA,NA,NA,7952,3388,123,NA,NA,NA,NA,31,8124,1896,190,6533,NA,NA,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,113,NA,NA,NA,1,NA,NA,NA,835,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"MIROC6","ssp245","ensembleMean","2061_2080",70,NA,23,12064,1975,7142,1059,65,1,123,2197,410,11053,7231,6357,NA,25,542,46,111,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,182,1,NA,1510,8024,4202,NA,NA,NA,NA,30,464,9116,132,1918,5971,NA,NA,5,NA,NA,NA,NA,32,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"MIROC6","ssp245","r1i1p1f1","2061_2080",59,NA,411,12062,1989,5981,909,110,NA,12,1571,364,9744,9415,7019,NA,34,914,27,23,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA,86,NA,NA,1570,8611,3302,291,NA,NA,NA,10,314,9948,270,1628,5351,NA,NA,NA,NA,NA,NA,NA,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"MIROC6","ssp245","r2i1p1f1","2061_2080",154,NA,25,10516,963,10754,1445,64,33,209,2375,253,15773,3875,3138,NA,6,640,39,277,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,273,22,NA,3249,5846,5415,NA,NA,NA,NA,401,522,6594,5,1168,7270,NA,NA,12,NA,NA,18,NA,364,40,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
